Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP053398.1	30267	31043		plus	winged helix-turn-helix domain-containing protein			protein-coding			WP_062789761.1	winged helix-turn-helix domain-containing protein	258	HL670_RS00120
NZ_CP053398.1	31015	31506		plus	hypothetical protein			protein-coding			WP_062789763.1	hypothetical protein	163	HL670_RS00125
NZ_CP053398.1	31702	32469		minus	winged helix-turn-helix domain-containing protein			protein-coding			WP_062789765.1	winged helix-turn-helix domain-containing protein	255	HL670_RS00130
NZ_CP053398.1	32888	33439		plus	fimbrial protein			protein-coding			WP_062789767.1	fimbrial protein	183	HL670_RS00135
NZ_CP053398.1	33551	34072		plus	fimbrial protein			protein-coding			WP_086016571.1	fimbrial protein	173	HL670_RS00140
NZ_CP053398.1	34110	36644		plus	outer membrane usher protein			protein-coding			WP_062789771.1	outer membrane usher protein	844	HL670_RS00145
NZ_CP053398.1	36684	37448		plus	fimbria/pilus periplasmic chaperone			protein-coding			WP_062789773.1	fimbria/pilus periplasmic chaperone	254	HL670_RS00150
NZ_CP053398.1	37485	38147		plus	fimbrial protein			protein-coding			WP_062789905.1	fimbrial protein	220	HL670_RS00155
NZ_CP053398.1	38174	38983		plus	hypothetical protein			protein-coding			WP_171407011.1	hypothetical protein	269	HL670_RS00160
NZ_CP053398.1	39258	39689		plus	fimbrial protein			protein-coding			WP_252978657.1	fimbrial protein	143	HL670_RS00165
NZ_CP053398.1	39686	40177		plus	fimbrial protein			protein-coding			WP_079250940.1	fimbrial protein	163	HL670_RS00170
NZ_CP053398.1	40186	40728		plus	fimbrial protein			protein-coding			WP_079250941.1	fimbrial protein	180	HL670_RS00175
NZ_CP053398.1	42327	43955		plus	O-antigen ligase family protein			protein-coding			WP_062789781.1	O-antigen ligase family protein	542	HL670_RS00180
NZ_CP053398.1	43989	44570		plus	LuxR family transcriptional regulator			protein-coding			WP_079250942.1	LuxR family transcriptional regulator	193	HL670_RS00185
NZ_CP053398.1	44897	45781		plus	hypothetical protein			protein-coding			WP_171407012.1	hypothetical protein	294	HL670_RS00190
NZ_CP053398.1	45964	49293		minus	GLUG motif-containing protein			protein-coding			WP_062789786.1	GLUG motif-containing protein	1109	HL670_RS00195
NZ_CP053398.1	49355	51010		minus	ShlB/FhaC/HecB family hemolysin secretion/activation protein			protein-coding			WP_062789788.1	ShlB/FhaC/HecB family hemolysin secretion/activation protein	551	HL670_RS00200
NZ_CP053398.1	51529	52880		minus	uncharacterized gene	gorA		pseudogene						HL670_RS00205
NZ_CP053398.1	53009	53851		minus	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ			protein-coding			WP_004951595.1	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	280	HL670_RS00210
NZ_CP053398.1	53987	54391		plus	ASCH domain-containing protein			protein-coding			WP_062789792.1	ASCH domain-containing protein	134	HL670_RS00215
NZ_CP053398.1	54408	54869		plus	HIT family protein			protein-coding			WP_062789794.1	HIT family protein	153	HL670_RS00220
NZ_CP053398.1	55263	55691		minus	hypothetical protein			protein-coding			WP_062789796.1	hypothetical protein	142	HL670_RS00225
NZ_CP053398.1	55688	56053		minus	DUF2778 domain-containing protein			protein-coding			WP_062789798.1	DUF2778 domain-containing protein	121	HL670_RS00230
NZ_CP053398.1	56434	58476		plus	oligopeptidase A	prlC		protein-coding			WP_062789800.1	oligopeptidase A	680	HL670_RS00235
NZ_CP053398.1	58484	59230		plus	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ	rsmJ		protein-coding			WP_020439951.1	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ	248	HL670_RS00240
NZ_CP053398.1	59267	59866		minus	SIS domain-containing protein			protein-coding			WP_062789802.1	SIS domain-containing protein	199	HL670_RS00245
NZ_CP053398.1	59866	61503		minus	FGGY-family carbohydrate kinase			protein-coding			WP_062789804.1	FGGY-family carbohydrate kinase	545	HL670_RS00250
NZ_CP053398.1	61517	62470		minus	ABC transporter permease			protein-coding			WP_004951560.1	ABC transporter permease	317	HL670_RS00255
NZ_CP053398.1	62472	63461		minus	ABC transporter permease			protein-coding			WP_004951557.1	ABC transporter permease	329	HL670_RS00260
NZ_CP053398.1	63454	64962		minus	sugar ABC transporter ATP-binding protein			protein-coding			WP_062789806.1	sugar ABC transporter ATP-binding protein	502	HL670_RS00265
NZ_CP053398.1	65081	66067		minus	autoinducer 2 ABC transporter substrate-binding protein			protein-coding			WP_062789808.1	autoinducer 2 ABC transporter substrate-binding protein	328	HL670_RS00270
NZ_CP053398.1	66405	67748		minus	NADP-specific glutamate dehydrogenase	gdhA		protein-coding			WP_004951552.1	NADP-specific glutamate dehydrogenase	447	HL670_RS00275
NZ_CP053398.1	68071	68517		minus	universal stress protein UspA	uspA		protein-coding			WP_004951550.1	universal stress protein UspA	148	HL670_RS00280
NZ_CP053398.1	68553	68834		minus	hypothetical protein			protein-coding			WP_171407013.1	hypothetical protein	93	HL670_RS00285
NZ_CP053398.1	69134	69469		plus	universal stress protein UspB	uspB		protein-coding			WP_004951547.1	universal stress protein UspB	111	HL670_RS00290
NZ_CP053398.1	69545	71047		minus	inorganic phosphate transporter PitA	pitA		protein-coding			WP_004951543.1	inorganic phosphate transporter PitA	500	HL670_RS00295
NZ_CP053398.1	71349	72548		plus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WP_062789910.1	NAD(P)/FAD-dependent oxidoreductase	399	HL670_RS00300
NZ_CP053398.1	72931	73224		minus	hypothetical protein			protein-coding			WP_071990130.1	hypothetical protein	97	HL670_RS00305
NZ_CP053398.1	73885	74511		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_062789810.1	TetR/AcrR family transcriptional regulator	208	HL670_RS00310
NZ_CP053398.1	74581	74772		plus	hypothetical protein			protein-coding			WP_062789812.1	hypothetical protein	63	HL670_RS00315
NZ_CP053398.1	74773	75435		plus	DUF3313 domain-containing protein			protein-coding			WP_004951534.1	DUF3313 domain-containing protein	220	HL670_RS00320
NZ_CP053398.1	75585	76217		plus	paraquat-inducible protein A			protein-coding			WP_062789814.1	paraquat-inducible protein A	210	HL670_RS00325
NZ_CP053398.1	76210	76815		plus	paraquat-inducible protein A			protein-coding			WP_004951527.1	paraquat-inducible protein A	201	HL670_RS00330
NZ_CP053398.1	76812	78461		plus	MlaD family protein			protein-coding			WP_062789818.1	MlaD family protein	549	HL670_RS00335
NZ_CP053398.1	78458	79051		plus	PqiC family protein			protein-coding			WP_062789822.1	PqiC family protein	197	HL670_RS00340
NZ_CP053398.1	79230	79574		minus	hypothetical protein			protein-coding			WP_171407014.1	hypothetical protein	114	HL670_RS00345
NZ_CP053398.1	79605	79895		plus	hypothetical protein			protein-coding			WP_004951518.1	hypothetical protein	96	HL670_RS00350
NZ_CP053398.1	79966	80871		plus	arginase family protein			protein-coding			WP_062789825.1	arginase family protein	301	HL670_RS00355
NZ_CP053398.1	80877	81299		minus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_006328647.1	Lrp/AsnC family transcriptional regulator	140	HL670_RS00360
NZ_CP053398.1	81434	82360		plus	arginine deiminase-related protein			protein-coding			WP_062789828.1	arginine deiminase-related protein	308	HL670_RS00365
NZ_CP053398.1	82373	82984		minus	LuxR family transcriptional regulator			protein-coding			WP_062789831.1	LuxR family transcriptional regulator	203	HL670_RS00370
NZ_CP053398.1	82987	84621		minus	Wzy polymerase domain-containing protein			protein-coding			WP_062789834.1	Wzy polymerase domain-containing protein	544	HL670_RS00375
NZ_CP053398.1	84646	85185		minus	fimbrial protein			protein-coding			WP_062789837.1	fimbrial protein	179	HL670_RS00380
NZ_CP053398.1	85204	86226		minus	fimbrial protein			protein-coding			WP_249921464.1	fimbrial protein	340	HL670_RS00385
NZ_CP053398.1	86223	86837		minus	fimbrial protein			protein-coding			WP_062789843.1	fimbrial protein	204	HL670_RS00390
NZ_CP053398.1	86849	87604		minus	molecular chaperone			protein-coding			WP_071990131.1	molecular chaperone	251	HL670_RS00395
NZ_CP053398.1	87624	90125		minus	fimbria/pilus outer membrane usher protein			protein-coding			WP_062789846.1	fimbria/pilus outer membrane usher protein	833	HL670_RS00400
NZ_CP053398.1	90224	90775		minus	fimbrial protein			protein-coding			WP_062789849.1	fimbrial protein	183	HL670_RS00405
NZ_CP053398.1	90863	91393		minus	fimbrial protein			protein-coding			WP_013814891.1	fimbrial protein	176	HL670_RS00410
NZ_CP053398.1	92158	92571		plus	hypothetical protein			protein-coding			WP_062789852.1	hypothetical protein	137	HL670_RS00415
NZ_CP053398.1	92574	93749		plus	FKBP-type peptidyl-prolyl cis-trans isomerase N-terminal domain-containing protein			protein-coding			WP_062789855.1	FKBP-type peptidyl-prolyl cis-trans isomerase N-terminal domain-containing protein	391	HL670_RS00420
NZ_CP053398.1	93771	94052		plus	FaeA/PapI family transcriptional regulator			protein-coding			WP_020439943.1	FaeA/PapI family transcriptional regulator	93	HL670_RS00425
NZ_CP053398.1	94259	94936		plus	iron ABC transporter ATP-binding protein FetA	fetA		protein-coding			WP_062789858.1	iron ABC transporter ATP-binding protein FetA	225	HL670_RS00430
NZ_CP053398.1	94923	95696		plus	iron export ABC transporter permease subunit FetB	fetB		protein-coding			WP_062789861.1	iron export ABC transporter permease subunit FetB	257	HL670_RS00435
NZ_CP053398.1	95738	96574		minus	TIM barrel protein			protein-coding			WP_062789864.1	TIM barrel protein	278	HL670_RS00440
NZ_CP053398.1	96606	98048		minus	sugar porter family MFS transporter			protein-coding			WP_004951469.1	sugar porter family MFS transporter	480	HL670_RS00445
NZ_CP053398.1	98607	100112		plus	CoA-acylating methylmalonate-semialdehyde dehydrogenase			protein-coding			WP_062789867.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase	501	HL670_RS00450
NZ_CP053398.1	100199	101020		plus	5-deoxy-glucuronate isomerase	iolB		protein-coding			WP_062789870.1	5-deoxy-glucuronate isomerase	273	HL670_RS00455
NZ_CP053398.1	101063	101899		minus	MurR/RpiR family transcriptional regulator			protein-coding			WP_004951463.1	MurR/RpiR family transcriptional regulator	278	HL670_RS00460
NZ_CP053398.1	102097	104025		minus	5-dehydro-2-deoxygluconokinase	iolC		protein-coding			WP_004951462.1	5-dehydro-2-deoxygluconokinase	642	HL670_RS00465
NZ_CP053398.1	104112	104459		plus	hypothetical protein			protein-coding			WP_062789873.1	hypothetical protein	115	HL670_RS00470
NZ_CP053398.1	104508	106448		plus	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	iolD		protein-coding			WP_004951460.1	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	646	HL670_RS00475
NZ_CP053398.1	106497	107510		plus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WP_006328610.1	Gfo/Idh/MocA family oxidoreductase	337	HL670_RS00480
NZ_CP053398.1	107549	108433		plus	sugar phosphate isomerase/epimerase			protein-coding			WP_004951456.1	sugar phosphate isomerase/epimerase	294	HL670_RS00485
NZ_CP053398.1	108490	109386		plus	myo-inosose-2 dehydratase	iolE		protein-coding			WP_006328609.1	myo-inosose-2 dehydratase	298	HL670_RS00490
NZ_CP053398.1	109448	110626		minus	P1 family peptidase			protein-coding			WP_062789875.1	P1 family peptidase	392	HL670_RS00495
NZ_CP053398.1	110619	111140		minus	GNAT family N-acetyltransferase			protein-coding			WP_062789877.1	GNAT family N-acetyltransferase	173	HL670_RS00500
NZ_CP053398.1	111530	112225		plus	pirin family protein			protein-coding			WP_006328605.1	pirin family protein	231	HL670_RS00505
NZ_CP053398.1	112357	113352		plus	gluconate operon transcriptional repressor GntR	gntR		protein-coding			WP_006328604.1	gluconate operon transcriptional repressor GntR	331	HL670_RS00510
NZ_CP053398.1	113738	115054		plus	gluconate transporter	gntT		protein-coding			WP_004951440.1	gluconate transporter	438	HL670_RS00515
NZ_CP053398.1	115228	115758		plus	gluconokinase	gntK		protein-coding			WP_013814871.1	gluconokinase	176	HL670_RS00520
NZ_CP053398.1	115804	116397		minus	YhgN family NAAT transporter			protein-coding			WP_004951434.1	YhgN family NAAT transporter	197	HL670_RS00525
NZ_CP053398.1	116637	117740		plus	aspartate-semialdehyde dehydrogenase	asd		protein-coding			WP_004951431.1	aspartate-semialdehyde dehydrogenase	367	HL670_RS00530
NZ_CP053398.1	118250	120436		plus	1,4-alpha-glucan branching enzyme	glgB		protein-coding			WP_062789880.1	1,4-alpha-glucan branching enzyme	728	HL670_RS00535
NZ_CP053398.1	120433	122415		plus	glycogen debranching protein GlgX	glgX		protein-coding			WP_062789882.1	glycogen debranching protein GlgX	660	HL670_RS00540
NZ_CP053398.1	122431	123708		plus	glucose-1-phosphate adenylyltransferase	glgC		protein-coding			WP_004951423.1	glucose-1-phosphate adenylyltransferase	425	HL670_RS00545
NZ_CP053398.1	123825	125257		plus	uncharacterized gene	glgA		pseudogene						HL670_RS00550
NZ_CP053398.1	125399	127846		plus	glycogen phosphorylase	glgP		protein-coding			WP_062789888.1	glycogen phosphorylase	815	HL670_RS00555
NZ_CP053398.1	128040	129548		minus	glycerol-3-phosphate dehydrogenase	glpD		protein-coding			WP_004951411.1	glycerol-3-phosphate dehydrogenase	502	HL670_RS00560
NZ_CP053398.1	129813	130571		minus	DeoR/GlpR family transcriptional regulator			protein-coding			WP_004930797.1	DeoR/GlpR family transcriptional regulator	252	HL670_RS00565
NZ_CP053398.1	130608	131444		minus	rhomboid family intramembrane serine protease GlpG	glpG		protein-coding			WP_006328580.1	rhomboid family intramembrane serine protease GlpG	278	HL670_RS00570
NZ_CP053398.1	131852	133063		plus	ribokinase	rbsK		protein-coding			WP_004951403.1	ribokinase	403	HL670_RS00575
NZ_CP053398.1	133119	134042		plus	dihydrodipicolinate synthase family protein			protein-coding			WP_006328578.1	dihydrodipicolinate synthase family protein	307	HL670_RS00580
NZ_CP053398.1	134139	134621		plus	YhcH/YjgK/YiaL family protein			protein-coding			WP_020439936.1	YhcH/YjgK/YiaL family protein	160	HL670_RS00585
NZ_CP053398.1	134618	135913		plus	MFS transporter			protein-coding			WP_006328574.1	MFS transporter	431	HL670_RS00590
NZ_CP053398.1	135947	136273		minus	thiosulfate sulfurtransferase GlpE	glpE		protein-coding			WP_062789891.1	thiosulfate sulfurtransferase GlpE	108	HL670_RS00595
NZ_CP053398.1	136357	139071		minus	HTH-type transcriptional regulator MalT	malT		protein-coding			WP_004951391.1	HTH-type transcriptional regulator MalT	904	HL670_RS00600
NZ_CP053398.1	139615	142020		plus	maltodextrin phosphorylase	malP		protein-coding			WP_062789894.1	maltodextrin phosphorylase	801	HL670_RS00605
NZ_CP053398.1	142030	144120		plus	4-alpha-glucanotransferase	malQ		protein-coding			WP_062789897.1	4-alpha-glucanotransferase	696	HL670_RS00610
NZ_CP053398.1	144201	144776		minus	Fe-S biogenesis protein NfuA	nfuA		protein-coding			WP_006328556.1	Fe-S biogenesis protein NfuA	191	HL670_RS00615
NZ_CP053398.1	144835	145518		minus	DNA utilization protein GntX	gntX		protein-coding			WP_006328555.1	DNA utilization protein GntX	227	HL670_RS00620
NZ_CP053398.1	145561	146343		plus	pimeloyl-ACP methyl ester esterase BioH	bioH		protein-coding			WP_062789900.1	pimeloyl-ACP methyl ester esterase BioH	260	HL670_RS00625
NZ_CP053398.1	146603	146884		plus	DUF1471 domain-containing protein			protein-coding			WP_004951376.1	DUF1471 domain-containing protein	93	HL670_RS00630
NZ_CP053398.1	146932	147171		minus	FeoC-like transcriptional regulator			protein-coding			WP_006328553.1	FeoC-like transcriptional regulator	79	HL670_RS00635
NZ_CP053398.1	147171	149486		minus	Fe(2+) transporter permease subunit FeoB	feoB		protein-coding			WP_062789902.1	Fe(2+) transporter permease subunit FeoB	771	HL670_RS00640
NZ_CP053398.1	149559	149783		minus	ferrous iron transporter A	feoA		protein-coding			WP_004951370.1	ferrous iron transporter A	74	HL670_RS00645
NZ_CP053398.1	150469	152793		minus	Tex family protein			protein-coding			WP_006328550.1	Tex family protein	774	HL670_RS00650
NZ_CP053398.1	152973	153446		minus	transcription elongation factor GreB	greB		protein-coding			WP_004951363.1	transcription elongation factor GreB	157	HL670_RS00655
NZ_CP053398.1	153854	154573		plus	two-component system response regulator OmpR	ompR		protein-coding			WP_004709363.1	two-component system response regulator OmpR	239	HL670_RS00660
NZ_CP053398.1	154570	155940		plus	two-component system sensor histidine kinase EnvZ	envZ		protein-coding			WP_004951358.1	two-component system sensor histidine kinase EnvZ	456	HL670_RS00665
NZ_CP053398.1	155977	156456		minus	type II toxin-antitoxin system VapC family toxin			protein-coding			WP_006328548.1	type II toxin-antitoxin system VapC family toxin	159	HL670_RS00670
NZ_CP053398.1	156453	156716		minus	plasmid stabilization protein			protein-coding			WP_037433771.1	plasmid stabilization protein	87	HL670_RS00675
NZ_CP053398.1	156844	158463		minus	phosphoenolpyruvate carboxykinase (ATP)	pckA		protein-coding			WP_006328546.1	phosphoenolpyruvate carboxykinase (ATP)	539	HL670_RS00680
NZ_CP053398.1	158660	159538		minus	Hsp33 family molecular chaperone HslO	hslO		protein-coding			WP_004951344.1	Hsp33 family molecular chaperone HslO	292	HL670_RS00685
NZ_CP053398.1	159564	159971		minus	ribosome-associated heat shock protein Hsp15	hslR		protein-coding			WP_006328545.1	ribosome-associated heat shock protein Hsp15	135	HL670_RS00690
NZ_CP053398.1	159968	160648		minus	GMP/IMP nucleotidase	yrfG		protein-coding			WP_062789917.1	GMP/IMP nucleotidase	226	HL670_RS00695
NZ_CP053398.1	160745	162880		minus	intracellular growth attenuator family protein			protein-coding			WP_062789920.1	intracellular growth attenuator family protein	711	HL670_RS00700
NZ_CP053398.1	163340	163894		plus	ADP compounds hydrolase NudE	nudE		protein-coding			WP_062789923.1	ADP compounds hydrolase NudE	184	HL670_RS00705
NZ_CP053398.1	163953	166511		minus	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	mrcA		protein-coding			WP_062789926.1	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	852	HL670_RS00710
NZ_CP053398.1	166634	167467		plus	pilus assembly protein PilM	pilM		protein-coding			WP_062789929.1	pilus assembly protein PilM	277	HL670_RS00715
NZ_CP053398.1	167467	168003		plus	PilN domain-containing protein			protein-coding			WP_062789932.1	PilN domain-containing protein	178	HL670_RS00720
NZ_CP053398.1	167996	168517		plus	hypothetical protein			protein-coding			WP_062789935.1	hypothetical protein	173	HL670_RS00725
NZ_CP053398.1	168510	168869		plus	DNA utilization family protein			protein-coding			WP_062789938.1	DNA utilization family protein	119	HL670_RS00730
NZ_CP053398.1	168866	170110		plus	DNA uptake porin HofQ	hofQ		protein-coding			WP_006328531.1	DNA uptake porin HofQ	414	HL670_RS00735
NZ_CP053398.1	170459	170980		plus	shikimate kinase AroK	aroK		protein-coding			WP_004391482.1	shikimate kinase AroK	173	HL670_RS00740
NZ_CP053398.1	171076	172173		plus	3-dehydroquinate synthase	aroB		protein-coding			WP_062789941.1	3-dehydroquinate synthase	365	HL670_RS00745
NZ_CP053398.1	172332	173402		plus	SPOR domain-containing protein			protein-coding			WP_062789944.1	SPOR domain-containing protein	356	HL670_RS00750
NZ_CP053398.1	173721	174533		plus	adenine-specific DNA-methyltransferase	dam		protein-coding			WP_004951307.1	adenine-specific DNA-methyltransferase	270	HL670_RS00755
NZ_CP053398.1	174646	175323		plus	ribulose-phosphate 3-epimerase	rpe		protein-coding			WP_004951304.1	ribulose-phosphate 3-epimerase	225	HL670_RS00760
NZ_CP053398.1	175316	176013		plus	uncharacterized gene			pseudogene						HL670_RS00765
NZ_CP053398.1	176016	177020		plus	tryptophan--tRNA ligase	trpS		protein-coding			WP_004951301.1	tryptophan--tRNA ligase	334	HL670_RS00770
NZ_CP053398.1	177072	178475		minus	siroheme synthase CysG	cysG		protein-coding			WP_062789947.1	siroheme synthase CysG	467	HL670_RS00775
NZ_CP053398.1	178525	179325		minus	nitrite transporter NirC	nirC		protein-coding			WP_004951298.1	nitrite transporter NirC	266	HL670_RS00780
NZ_CP053398.1	179356	179682		minus	nitrite reductase small subunit NirD	nirD		protein-coding			WP_004951296.1	nitrite reductase small subunit NirD	108	HL670_RS00785
NZ_CP053398.1	179679	182228		minus	nitrite reductase large subunit NirB	nirB		protein-coding			WP_020439920.1	nitrite reductase large subunit NirB	849	HL670_RS00790
NZ_CP053398.1	182532	183800		plus	cytosine deaminase			protein-coding			WP_290127805.1	cytosine deaminase	422	HL670_RS00795
NZ_CP053398.1	183863	185047		minus	MFS transporter TsgA	tsgA		protein-coding			WP_062789953.1	MFS transporter TsgA	394	HL670_RS00800
NZ_CP053398.1	185296	186276		minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_062789955.1	LacI family DNA-binding transcriptional regulator	326	HL670_RS00805
NZ_CP053398.1	186374	187681		minus	6-phospho-beta-glucosidase			protein-coding			WP_004951273.1	6-phospho-beta-glucosidase	435	HL670_RS00810
NZ_CP053398.1	187678	188016		minus	PTS lactose/cellobiose transporter subunit IIA			protein-coding			WP_006328508.1	PTS lactose/cellobiose transporter subunit IIA	112	HL670_RS00815
NZ_CP053398.1	188373	188942		plus	peptidylprolyl isomerase A	ppiA		protein-coding			WP_006328507.1	peptidylprolyl isomerase A	189	HL670_RS00820
NZ_CP053398.1	189102	190786		plus	uncharacterized gene			pseudogene						HL670_RS00825
NZ_CP053398.1	190786	191511		plus	two-component system response regulator BtsR	btsR		protein-coding			WP_004951264.1	two-component system response regulator BtsR	241	HL670_RS00830
NZ_CP053398.1	191512	191790		minus	type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family			protein-coding			WP_041417217.1	type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family	92	HL670_RS00835
NZ_CP053398.1	191814	192083		minus	hypothetical protein			protein-coding			WP_004951261.1	hypothetical protein	89	HL670_RS00840
NZ_CP053398.1	192313	193839		plus	DUF853 family protein			protein-coding			WP_037433749.1	DUF853 family protein	508	HL670_RS00845
NZ_CP053398.1	193945	194520		plus	aminodeoxychorismate synthase component II			protein-coding			WP_006328493.1	aminodeoxychorismate synthase component II	191	HL670_RS00850
NZ_CP053398.1	194652	195869		plus	aspartate aminotransferase family protein			protein-coding			WP_004951256.1	aspartate aminotransferase family protein	405	HL670_RS00855
NZ_CP053398.1	195908	197983		minus	YccS/YhfK family putative transporter			protein-coding			WP_062789958.1	YccS/YhfK family putative transporter	691	HL670_RS00860
NZ_CP053398.1	198038	198670		minus	cAMP-activated global transcriptional regulator CRP	crp		protein-coding			WP_004090925.1	cAMP-activated global transcriptional regulator CRP	210	HL670_RS00865
NZ_CP053398.1	199050	199457		plus	OsmC family protein			protein-coding			WP_004951254.1	OsmC family protein	135	HL670_RS00870
NZ_CP053398.1	199503	200372		minus	phosphoribulokinase			protein-coding			WP_004951251.1	phosphoribulokinase	289	HL670_RS00875
NZ_CP053398.1	200525	200758		minus	YheU family protein			protein-coding			WP_006328487.1	YheU family protein	77	HL670_RS00880
NZ_CP053398.1	200755	201735		minus	hydrolase			protein-coding			WP_062789961.1	hydrolase	326	HL670_RS00885
NZ_CP053398.1	201854	202456		plus	LysE family translocator			protein-coding			WP_006328485.1	LysE family translocator	200	HL670_RS00890
NZ_CP053398.1	202467	203249		plus	PhzF family phenazine biosynthesis protein			protein-coding			WP_062789964.1	PhzF family phenazine biosynthesis protein	260	HL670_RS00895
NZ_CP053398.1	203365	204360		plus	taurine ABC transporter substrate-binding protein	tauA		protein-coding			WP_004951241.1	taurine ABC transporter substrate-binding protein	331	HL670_RS00900
NZ_CP053398.1	204370	205137		plus	taurine ABC transporter ATP-binding subunit	tauB		protein-coding			WP_006328482.1	taurine ABC transporter ATP-binding subunit	255	HL670_RS00905
NZ_CP053398.1	205134	205970		plus	taurine ABC transporter permease TauC	tauC		protein-coding			WP_004951236.1	taurine ABC transporter permease TauC	278	HL670_RS00910
NZ_CP053398.1	205967	206814		plus	uncharacterized gene	tauD		pseudogene						HL670_RS00915
NZ_CP053398.1	206841	208754		minus	ABC transporter ATP-binding protein			protein-coding			WP_062789967.1	ABC transporter ATP-binding protein	637	HL670_RS00920
NZ_CP053398.1	208888	209439		plus	glutathione-regulated potassium-efflux system ancillary protein KefG	kefG		protein-coding			WP_006328470.1	glutathione-regulated potassium-efflux system ancillary protein KefG	183	HL670_RS00925
NZ_CP053398.1	209442	211249		plus	uncharacterized gene	kefB		pseudogene						HL670_RS00930
