Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PIOO01000001.1	25510	26301		minus	PhzF family phenazine biosynthesis protein			protein-coding			WP_074385914.1	PhzF family phenazine biosynthesis protein	263	CWM55_RS00160
NZ_PIOO01000001.1	26503	27702		plus	sugar transporter			protein-coding			WP_074385915.1	sugar transporter	399	CWM55_RS00165
NZ_PIOO01000001.1	27773	28441		minus	MarC family NAAT transporter			protein-coding			WP_002904403.1	MarC family NAAT transporter	222	CWM55_RS00170
NZ_PIOO01000001.1	28473	28613		minus	uncharacterized gene			pseudogene						CWM55_RS28365
NZ_PIOO01000001.1	28703	29137		plus	multiple antibiotic resistance transcriptional regulator MarR	marR		protein-coding			WP_008804963.1	multiple antibiotic resistance transcriptional regulator MarR	144	CWM55_RS00175
NZ_PIOO01000001.1	29157	29531		plus	MDR efflux pump AcrAB transcriptional activator MarA	marA		protein-coding			WP_002904397.1	MDR efflux pump AcrAB transcriptional activator MarA	124	CWM55_RS00180
NZ_PIOO01000001.1	29572	29790		plus	multiple antibiotic resistance protein MarB	marB		protein-coding			WP_100675616.1	multiple antibiotic resistance protein MarB	72	CWM55_RS00185
NZ_PIOO01000001.1	29838	30737		minus	O-acetylserine/cysteine exporter	eamA		protein-coding			WP_061154654.1	O-acetylserine/cysteine exporter	299	CWM55_RS00190
NZ_PIOO01000001.1	30932	32125		plus	efflux MFS transporter YdeE	ydeE		protein-coding			WP_100675617.1	efflux MFS transporter YdeE	397	CWM55_RS00195
NZ_PIOO01000001.1	32255	32737		plus	helix-turn-helix domain-containing protein			protein-coding			WP_023297587.1	helix-turn-helix domain-containing protein	160	CWM55_RS00200
NZ_PIOO01000001.1	32773	33471		minus	urea ABC transporter ATP-binding subunit UrtE	urtE		protein-coding			WP_016160988.1	urea ABC transporter ATP-binding subunit UrtE	232	CWM55_RS00205
NZ_PIOO01000001.1	33481	34278		minus	urea ABC transporter ATP-binding protein UrtD	urtD		protein-coding			WP_002904321.1	urea ABC transporter ATP-binding protein UrtD	265	CWM55_RS00210
NZ_PIOO01000001.1	34278	35351		minus	urea ABC transporter permease subunit UrtC	urtC		protein-coding			WP_008804969.1	urea ABC transporter permease subunit UrtC	357	CWM55_RS00215
NZ_PIOO01000001.1	35351	36925		minus	urea ABC transporter permease subunit UrtB	urtB		protein-coding			WP_100675618.1	urea ABC transporter permease subunit UrtB	524	CWM55_RS00220
NZ_PIOO01000001.1	36987	38258		minus	urea ABC transporter substrate-binding protein	urtA		protein-coding			WP_100675619.1	urea ABC transporter substrate-binding protein	423	CWM55_RS00225
NZ_PIOO01000001.1	38429	39532		minus	cobalamin-independent methionine synthase II family protein			protein-coding			WP_074385918.1	cobalamin-independent methionine synthase II family protein	367	CWM55_RS00230
NZ_PIOO01000001.1	39681	40079		minus	rhodanese-like domain-containing protein			protein-coding			WP_074385919.1	rhodanese-like domain-containing protein	132	CWM55_RS00235
NZ_PIOO01000001.1	40147	41244		plus	transcriptional regulator FtrA	ftrA		protein-coding			WP_074385920.1	transcriptional regulator FtrA	365	CWM55_RS00240
NZ_PIOO01000001.1	41213	41428		plus	DUF4177 domain-containing protein			protein-coding			WP_004205985.1	DUF4177 domain-containing protein	71	CWM55_RS00245
NZ_PIOO01000001.1	41481	41921		minus	GNAT family N-acetyltransferase			protein-coding			WP_061154661.1	GNAT family N-acetyltransferase	146	CWM55_RS00250
NZ_PIOO01000001.1	42186	43250		minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_074385921.1	LacI family DNA-binding transcriptional regulator	354	CWM55_RS00255
NZ_PIOO01000001.1	43447	46554		plus	beta-galactosidase			protein-coding			WP_100675620.1	beta-galactosidase	1035	CWM55_RS00260
NZ_PIOO01000001.1	46609	47874		plus	MFS transporter			protein-coding			WP_008804978.1	MFS transporter	421	CWM55_RS00265
NZ_PIOO01000001.1	47905	48993		minus	AAA family ATPase			protein-coding			WP_100675776.1	AAA family ATPase	362	CWM55_RS00270
NZ_PIOO01000001.1	49080	49340		minus	hypothetical protein			protein-coding			WP_008804980.1	hypothetical protein	86	CWM55_RS00275
NZ_PIOO01000001.1	49635	50495		plus	class A beta-lactamase LEN-41			protein-coding			WP_100675621.1	class A beta-lactamase LEN-41	286	CWM55_RS00280
NZ_PIOO01000001.1	50514	51275		minus	DeoR/GlpR family DNA-binding transcription regulator			protein-coding			WP_074385925.1	DeoR/GlpR family DNA-binding transcription regulator	253	CWM55_RS00285
NZ_PIOO01000001.1	51536	52438		plus	L-threonate dehydrogenase	ltnD		protein-coding			WP_100675622.1	L-threonate dehydrogenase	300	CWM55_RS00290
NZ_PIOO01000001.1	52450	53715		plus	3-oxo-tetronate kinase	otnK		protein-coding			WP_100675623.1	3-oxo-tetronate kinase	421	CWM55_RS00295
NZ_PIOO01000001.1	53708	54328		plus	aldolase			protein-coding			WP_012541792.1	aldolase	206	CWM55_RS00300
NZ_PIOO01000001.1	54333	55115		plus	HPr family phosphocarrier protein			protein-coding			WP_100675624.1	HPr family phosphocarrier protein	260	CWM55_RS00305
NZ_PIOO01000001.1	55173	56537		plus	GntP family transporter			protein-coding			WP_100631898.1	GntP family transporter	454	CWM55_RS00310
NZ_PIOO01000001.1	56581	57483		minus	helix-turn-helix domain-containing protein			protein-coding			WP_100675625.1	helix-turn-helix domain-containing protein	300	CWM55_RS00315
NZ_PIOO01000001.1	57794	58405		plus	LuxR family transcriptional regulator KbvR	kbvR		protein-coding			WP_100675626.1	LuxR family transcriptional regulator KbvR	203	CWM55_RS00320
NZ_PIOO01000001.1	58434	58553		minus	small membrane protein			protein-coding			WP_165784130.1	small membrane protein	39	CWM55_RS27300
NZ_PIOO01000001.1	58957	60174		plus	diguanylate phosphodiesterase			protein-coding			WP_100675627.1	diguanylate phosphodiesterase	405	CWM55_RS00325
NZ_PIOO01000001.1	60195	60707		minus	2-oxo-tetronate isomerase			protein-coding			WP_100675628.1	2-oxo-tetronate isomerase	170	CWM55_RS00330
NZ_PIOO01000001.1	60876	61349		minus	Hsp20 family protein			protein-coding			WP_100675629.1	Hsp20 family protein	157	CWM55_RS00335
NZ_PIOO01000001.1	61793	61885		minus	uncharacterized gene			pseudogene						CWM55_RS27305
NZ_PIOO01000001.1	61845	61940		plus	YnaM/YnfT family protein			protein-coding			WP_272482055.1	YnaM/YnfT family protein	31	CWM55_RS28370
NZ_PIOO01000001.1	62369	62998		plus	LuxR C-terminal-related transcriptional regulator			protein-coding			WP_100675777.1	LuxR C-terminal-related transcriptional regulator	209	CWM55_RS00345
NZ_PIOO01000001.1	63462	64001		minus	GNAT family N-acetyltransferase			protein-coding			WP_100675630.1	GNAT family N-acetyltransferase	179	CWM55_RS00350
NZ_PIOO01000001.1	64221	65114		plus	LysR family transcriptional regulator			protein-coding			WP_100631902.1	LysR family transcriptional regulator	297	CWM55_RS00355
NZ_PIOO01000001.1	65119	65712		minus	LysE family translocator			protein-coding			WP_100631903.1	LysE family translocator	197	CWM55_RS00360
NZ_PIOO01000001.1	65858	66547		minus	VIT family protein			protein-coding			WP_074385938.1	VIT family protein	229	CWM55_RS00365
NZ_PIOO01000001.1	66601	67182		minus	cytochrome b/b6 domain-containing protein			protein-coding			WP_074386202.1	cytochrome b/b6 domain-containing protein	193	CWM55_RS00370
NZ_PIOO01000001.1	67280	67561		plus	hypothetical protein			protein-coding			WP_176713413.1	hypothetical protein	93	CWM55_RS00375
NZ_PIOO01000001.1	68252	69163		minus	LysR family transcriptional regulator			protein-coding			WP_074385940.1	LysR family transcriptional regulator	303	CWM55_RS00385
NZ_PIOO01000001.1	69265	69669		plus	carboxymuconolactone decarboxylase family protein			protein-coding			WP_061154682.1	carboxymuconolactone decarboxylase family protein	134	CWM55_RS00390
NZ_PIOO01000001.1	69962	70594		plus	histidine phosphatase family protein			protein-coding			WP_077268392.1	histidine phosphatase family protein	210	CWM55_RS00395
NZ_PIOO01000001.1	70662	71591		plus	LysR family transcriptional regulator			protein-coding			WP_100675631.1	LysR family transcriptional regulator	309	CWM55_RS00400
NZ_PIOO01000001.1	71578	73272		minus	thiamine pyrophosphate-binding protein			protein-coding			WP_100675632.1	thiamine pyrophosphate-binding protein	564	CWM55_RS00405
NZ_PIOO01000001.1	73566	74036		plus	GNAT family N-acetyltransferase			protein-coding			WP_050887873.1	GNAT family N-acetyltransferase	156	CWM55_RS00410
NZ_PIOO01000001.1	74192	76237		minus	peptidyl-dipeptidase Dcp	dcp		protein-coding			WP_100631909.1	peptidyl-dipeptidase Dcp	681	CWM55_RS00415
NZ_PIOO01000001.1	76368	77117		plus	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	ydfG		protein-coding			WP_061154691.1	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	249	CWM55_RS00420
NZ_PIOO01000001.1	77209	77895		plus	GntR family transcriptional regulator			protein-coding			WP_008805006.1	GntR family transcriptional regulator	228	CWM55_RS00425
NZ_PIOO01000001.1	77947	78378		minus	universal stress protein			protein-coding			WP_008805007.1	universal stress protein	143	CWM55_RS00430
NZ_PIOO01000001.1	78647	80110		minus	fructuronate reductase			protein-coding			WP_100631910.1	fructuronate reductase	487	CWM55_RS00435
NZ_PIOO01000001.1	80396	81679		minus	MFS transporter			protein-coding			WP_023322553.1	MFS transporter	427	CWM55_RS00440
NZ_PIOO01000001.1	81794	82156		minus	YnfA family protein			protein-coding			WP_162493261.1	YnfA family protein	120	CWM55_RS00445
NZ_PIOO01000001.1	82265	82606		plus	DUF1283 family protein			protein-coding			WP_004206035.1	DUF1283 family protein	113	CWM55_RS00450
NZ_PIOO01000001.1	82685	83245		plus	spermidine N1-acetyltransferase	speG		protein-coding			WP_008805012.1	spermidine N1-acetyltransferase	186	CWM55_RS00455
NZ_PIOO01000001.1	83239	83949		minus	YnfC family lipoprotein			protein-coding			WP_049165718.1	YnfC family lipoprotein	236	CWM55_RS00460
NZ_PIOO01000001.1	84051	84320		plus	DUF1161 domain-containing protein			protein-coding			WP_008805014.1	DUF1161 domain-containing protein	89	CWM55_RS00465
NZ_PIOO01000001.1	84471	86906		plus	selenate/tellurate reductase subunit YnfE	ynfE		protein-coding			WP_100675633.1	selenate/tellurate reductase subunit YnfE	811	CWM55_RS00470
NZ_PIOO01000001.1	86917	87534		plus	DMSO/selenate family reductase complex B subunit			protein-coding			WP_100675634.1	DMSO/selenate family reductase complex B subunit	205	CWM55_RS00475
NZ_PIOO01000001.1	87536	88393		plus	dimethyl sulfoxide reductase anchor subunit family protein			protein-coding			WP_100675635.1	dimethyl sulfoxide reductase anchor subunit family protein	285	CWM55_RS00480
NZ_PIOO01000001.1	88435	89043		plus	Tat proofreading chaperone DmsD	dmsD		protein-coding			WP_100675636.1	Tat proofreading chaperone DmsD	202	CWM55_RS00485
NZ_PIOO01000001.1	89177	90472		plus	voltage-gated ClC-type chloride channel ClcB	clcB		protein-coding			WP_074385949.1	voltage-gated ClC-type chloride channel ClcB	431	CWM55_RS00490
NZ_PIOO01000001.1	90425	91120		minus	dethiobiotin synthase	bioD		protein-coding			WP_012541855.1	dethiobiotin synthase	231	CWM55_RS00495
NZ_PIOO01000001.1	91248	92468		minus	sugar metabolism global transcriptional regulator Mlc	mlc		protein-coding			WP_044649713.1	sugar metabolism global transcriptional regulator Mlc	406	CWM55_RS00500
NZ_PIOO01000001.1	92593	93495		minus	LysR family transcriptional regulator			protein-coding			WP_100675637.1	LysR family transcriptional regulator	300	CWM55_RS00505
NZ_PIOO01000001.1	93626	94876		plus	MFS transporter			protein-coding			WP_008805023.1	MFS transporter	416	CWM55_RS00510
NZ_PIOO01000001.1	94907	94999		minus	hypothetical protein			protein-coding			WP_004206050.1	hypothetical protein	30	CWM55_RS28095
NZ_PIOO01000001.1	95226	96713		plus	carboxypeptidase M32			protein-coding			WP_100675638.1	carboxypeptidase M32	495	CWM55_RS00515
NZ_PIOO01000001.1	96889	97308		plus	acid resistance repetitive basic protein Asr	asr		protein-coding			WP_043875352.1	acid resistance repetitive basic protein Asr	139	CWM55_RS00520
NZ_PIOO01000001.1	98247	99059		plus	serine protease			protein-coding			WP_012968314.1	serine protease	270	CWM55_RS00525
NZ_PIOO01000001.1	99060	101162		minus	bifunctional diguanylate cyclase/phosphodiesterase			protein-coding			WP_226682129.1	bifunctional diguanylate cyclase/phosphodiesterase	700	CWM55_RS00530
NZ_PIOO01000001.1	101122	101265		plus	ArsR family transcriptional regulator			protein-coding			WP_226682127.1	ArsR family transcriptional regulator	47	CWM55_RS28100
NZ_PIOO01000001.1	101322	101651		minus	multidrug efflux SMR transporter subunit KpnF	kpnF		protein-coding			WP_061154707.1	multidrug efflux SMR transporter subunit KpnF	109	CWM55_RS00535
NZ_PIOO01000001.1	101638	102000		minus	multidrug efflux SMR transporter subunit KpnE	kpnE		protein-coding			WP_100631915.1	multidrug efflux SMR transporter subunit KpnE	120	CWM55_RS00540
NZ_PIOO01000001.1	102442	103476		plus	AI-2E family transporter			protein-coding			WP_008805030.1	AI-2E family transporter	344	CWM55_RS00545
NZ_PIOO01000001.1	103702	105357		plus	malonate decarboxylase subunit alpha	mdcA		protein-coding			WP_074385954.1	malonate decarboxylase subunit alpha	551	CWM55_RS00550
NZ_PIOO01000001.1	105357	106199		plus	triphosphoribosyl-dephospho-CoA synthase			protein-coding			WP_100675640.1	triphosphoribosyl-dephospho-CoA synthase	280	CWM55_RS00555
NZ_PIOO01000001.1	106217	106516		plus	malonate decarboxylase acyl carrier protein	mdcC		protein-coding			WP_012541865.1	malonate decarboxylase acyl carrier protein	99	CWM55_RS00560
NZ_PIOO01000001.1	106509	107342		plus	biotin-independent malonate decarboxylase subunit beta			protein-coding			WP_012541866.1	biotin-independent malonate decarboxylase subunit beta	277	CWM55_RS00565
NZ_PIOO01000001.1	107342	108142		plus	biotin-independent malonate decarboxylase subunit gamma	mdcE		protein-coding			WP_074385956.1	biotin-independent malonate decarboxylase subunit gamma	266	CWM55_RS00570
NZ_PIOO01000001.1	108279	109238		plus	AEC family transporter			protein-coding			WP_012541868.1	AEC family transporter	319	CWM55_RS00575
NZ_PIOO01000001.1	109242	109859		plus	malonate decarboxylase holo-ACP synthase			protein-coding			WP_100675641.1	malonate decarboxylase holo-ACP synthase	205	CWM55_RS00580
NZ_PIOO01000001.1	109859	110761		plus	malonate decarboxylase subunit epsilon	mdcH		protein-coding			WP_074385958.1	malonate decarboxylase subunit epsilon	300	CWM55_RS00585
NZ_PIOO01000001.1	110751	111677		minus	LysR substrate-binding domain-containing protein			protein-coding			WP_100675642.1	LysR substrate-binding domain-containing protein	308	CWM55_RS00590
NZ_PIOO01000001.1	111848	113032		minus	multidrug effflux MFS transporter			protein-coding			WP_032732935.1	multidrug effflux MFS transporter	394	CWM55_RS00595
NZ_PIOO01000001.1	113219	114829		minus	malate dehydrogenase (quinone)	mqo		protein-coding			WP_229588974.1	malate dehydrogenase (quinone)	536	CWM55_RS00600
NZ_PIOO01000001.1	115137	116060		minus	N-acetylmuramic acid 6-phosphate etherase			protein-coding			WP_100675643.1	N-acetylmuramic acid 6-phosphate etherase	307	CWM55_RS00605
NZ_PIOO01000001.1	116434	118050		plus	sensor histidine kinase			protein-coding			WP_061154717.1	sensor histidine kinase	538	CWM55_RS00610
NZ_PIOO01000001.1	118047	118766		plus	two-component system response regulator DcuR	dcuR		protein-coding			WP_008805043.1	two-component system response regulator DcuR	239	CWM55_RS00615
NZ_PIOO01000001.1	118747	119697		minus	FAD:protein FMN transferase			protein-coding			WP_100631923.1	FAD:protein FMN transferase	316	CWM55_RS00620
NZ_PIOO01000001.1	119911	122688		minus	flavocytochrome c			protein-coding			WP_074385962.1	flavocytochrome c	925	CWM55_RS00630
NZ_PIOO01000001.1	123330	124841		plus	anion permease			protein-coding			WP_074385963.1	anion permease	503	CWM55_RS00640
NZ_PIOO01000001.1	124896	126548		plus	class I fumarate hydratase FumA	fumA		protein-coding			WP_074385964.1	class I fumarate hydratase FumA	550	CWM55_RS00645
NZ_PIOO01000001.1	126713	128329		plus	mechanosensitive ion channel			protein-coding			WP_165784131.1	mechanosensitive ion channel	538	CWM55_RS00650
NZ_PIOO01000001.1	128766	129155		minus	4-carboxymuconolactone decarboxylase	pcaC		protein-coding			WP_012968329.1	4-carboxymuconolactone decarboxylase	129	CWM55_RS00660
NZ_PIOO01000001.1	129145	129912		minus	3-oxoadipate enol-lactonase	pcaD		protein-coding			WP_100675644.1	3-oxoadipate enol-lactonase	255	CWM55_RS00665
NZ_PIOO01000001.1	129902	131254		minus	3-carboxy-cis,cis-muconate cycloisomerase			protein-coding			WP_100675645.1	3-carboxy-cis,cis-muconate cycloisomerase	450	CWM55_RS00670
NZ_PIOO01000001.1	131264	132466		minus	3-oxoadipyl-CoA thiolase	pcaF		protein-coding			WP_061154725.1	3-oxoadipyl-CoA thiolase	400	CWM55_RS00675
NZ_PIOO01000001.1	132477	133133		minus	3-oxoacid CoA-transferase subunit B			protein-coding			WP_061154726.1	3-oxoacid CoA-transferase subunit B	218	CWM55_RS00680
NZ_PIOO01000001.1	133144	133830		minus	3-oxoacid CoA-transferase subunit A			protein-coding			WP_032754259.1	3-oxoacid CoA-transferase subunit A	228	CWM55_RS00685
NZ_PIOO01000001.1	134000	134806		plus	IclR family transcriptional regulator C-terminal domain-containing protein			protein-coding			WP_061154728.1	IclR family transcriptional regulator C-terminal domain-containing protein	268	CWM55_RS00690
NZ_PIOO01000001.1	134803	135366		minus	DNA endonuclease SmrA	smrA		protein-coding			WP_100630827.1	DNA endonuclease SmrA	187	CWM55_RS00695
NZ_PIOO01000001.1	135468	136376		minus	LysR family transcriptional regulator			protein-coding			WP_061154730.1	LysR family transcriptional regulator	302	CWM55_RS00700
NZ_PIOO01000001.1	136543	137853		plus	M20 family metallo-hydrolase			protein-coding			WP_100675646.1	M20 family metallo-hydrolase	436	CWM55_RS00705
NZ_PIOO01000001.1	137853	139298		plus	M20 family metallopeptidase			protein-coding			WP_100675647.1	M20 family metallopeptidase	481	CWM55_RS00710
NZ_PIOO01000001.1	139422	140948		plus	p-aminobenzoyl-glutamate transporter	abgT		protein-coding			WP_100630829.1	p-aminobenzoyl-glutamate transporter	508	CWM55_RS00715
NZ_PIOO01000001.1	140981	141139		minus	phosphatidate cytidylyltransferase			protein-coding			WP_100630830.1	phosphatidate cytidylyltransferase	52	CWM55_RS00720
NZ_PIOO01000001.1	141369	141884		plus	methylated-DNA--[protein]-cysteine S-methyltransferase	ogt		protein-coding			WP_100675648.1	methylated-DNA--[protein]-cysteine S-methyltransferase	171	CWM55_RS00725
NZ_PIOO01000001.1	142079	142831		plus	fumarate/nitrate reduction transcriptional regulator Fnr	fnr		protein-coding			WP_002903394.1	fumarate/nitrate reduction transcriptional regulator Fnr	250	CWM55_RS00730
NZ_PIOO01000001.1	142970	143920		plus	universal stress protein UspE	uspE		protein-coding			WP_061154735.1	universal stress protein UspE	316	CWM55_RS00735
NZ_PIOO01000001.1	144037	144225		minus	YdiH family protein			protein-coding			WP_004887037.1	YdiH family protein	62	CWM55_RS00740
NZ_PIOO01000001.1	144374	145762		minus	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	pntB		protein-coding			WP_012541888.1	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	462	CWM55_RS00745
NZ_PIOO01000001.1	145773	147302		minus	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	pntA		protein-coding			WP_023340072.1	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	509	CWM55_RS00750
NZ_PIOO01000001.1	147645	147827		plus	hypothetical protein			protein-coding			WP_046622593.1	hypothetical protein	60	CWM55_RS00755
NZ_PIOO01000001.1	147824	148774		plus	DUF1471 family protein YdgH	ydgH		protein-coding			WP_061154737.1	DUF1471 family protein YdgH	316	CWM55_RS00760
NZ_PIOO01000001.1	148952	150334		plus	amino acid permease			protein-coding			WP_061154738.1	amino acid permease	460	CWM55_RS00770
NZ_PIOO01000001.1	150371	151093		plus	dihydromonapterin reductase	folM		protein-coding			WP_061154739.1	dihydromonapterin reductase	240	CWM55_RS00775
NZ_PIOO01000001.1	151090	151425		minus	GlpM family protein			protein-coding			WP_061154740.1	GlpM family protein	111	CWM55_RS00780
NZ_PIOO01000001.1	151554	152270		plus	two-component system response regulator RstA	rstA		protein-coding			WP_100675649.1	two-component system response regulator RstA	238	CWM55_RS00785
NZ_PIOO01000001.1	152523	152885		plus	hypothetical protein			protein-coding			WP_074385975.1	hypothetical protein	120	CWM55_RS00790
NZ_PIOO01000001.1	153141	153881		plus	SDR family oxidoreductase			protein-coding			WP_074385976.1	SDR family oxidoreductase	246	CWM55_RS00795
NZ_PIOO01000001.1	154123	155424		plus	two-component system sensor histidine kinase RstB	rstB		protein-coding			WP_074385977.1	two-component system sensor histidine kinase RstB	433	CWM55_RS00800
NZ_PIOO01000001.1	155499	156431		plus	DNA replication terminus site-binding protein	tus		protein-coding			WP_074385978.1	DNA replication terminus site-binding protein	310	CWM55_RS00805
NZ_PIOO01000001.1	156421	157821		minus	class II fumarate hydratase	fumC		protein-coding			WP_100675650.1	class II fumarate hydratase	466	CWM55_RS00810
NZ_PIOO01000001.1	158159	159805		minus	class I fumarate hydratase FumA	fumA		protein-coding			WP_100675651.1	class I fumarate hydratase FumA	548	CWM55_RS00815
NZ_PIOO01000001.1	160007	161185		plus	mannose-6-phosphate isomerase	manA		protein-coding			WP_016160937.1	mannose-6-phosphate isomerase	392	CWM55_RS00820
NZ_PIOO01000001.1	161273	162850		plus	YdgA family protein			protein-coding			WP_100675652.1	YdgA family protein	525	CWM55_RS00825
NZ_PIOO01000001.1	162890	163918		minus	Mal regulon transcriptional regulator MalI			protein-coding			WP_008805079.1	Mal regulon transcriptional regulator MalI	342	CWM55_RS00830
NZ_PIOO01000001.1	164092	165684		plus	maltose/glucose-specific PTS transporter subunit IIBC	malX		protein-coding			WP_012541901.1	maltose/glucose-specific PTS transporter subunit IIBC	530	CWM55_RS00835
NZ_PIOO01000001.1	165737	166909		plus	MalY/PatB family protein			protein-coding			WP_100630836.1	MalY/PatB family protein	390	CWM55_RS00840
NZ_PIOO01000001.1	166923	167951		minus	CorA family divalent cation transporter			protein-coding			WP_100675653.1	CorA family divalent cation transporter	342	CWM55_RS00845
NZ_PIOO01000001.1	168250	168453		plus	putative selenium delivery protein YdfZ	ydfZ		protein-coding			WP_061154751.1	putative selenium delivery protein YdfZ	67	CWM55_RS00855
NZ_PIOO01000001.1	168523	169002		minus	hypothetical protein			protein-coding			WP_165784151.1	hypothetical protein	159	CWM55_RS00860
NZ_PIOO01000001.1	169240	169593		plus	DUF1304 domain-containing protein			protein-coding			WP_100675655.1	DUF1304 domain-containing protein	117	CWM55_RS00865
NZ_PIOO01000001.1	169697	170908		plus	selenium metabolism membrane protein YedE/FdhT	yedE		protein-coding			WP_100675656.1	selenium metabolism membrane protein YedE/FdhT	403	CWM55_RS00870
