Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PIBN01000001.1	11799	12722		plus	LysR family hpxDE operon transcriptional regulator HpxR	hpxR		protein-coding			WP_008804925.1	LysR family hpxDE operon transcriptional regulator HpxR	307	CWM61_RS00075
NZ_PIBN01000001.1	12703	13857		minus	FAD-dependent urate hydroxylase HpxO	hpxO		protein-coding			WP_061154625.1	FAD-dependent urate hydroxylase HpxO	384	CWM61_RS00080
NZ_PIBN01000001.1	14203	15582		plus	nucleobase:cation symporter-2 family protein			protein-coding			WP_074385883.1	nucleobase:cation symporter-2 family protein	459	CWM61_RS00085
NZ_PIBN01000001.1	15560	16060		plus	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	uraD		protein-coding			WP_100630391.1	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	166	CWM61_RS00090
NZ_PIBN01000001.1	16057	16383		plus	hydroxyisourate hydrolase	uraH		protein-coding			WP_061154622.1	hydroxyisourate hydrolase	108	CWM61_RS00095
NZ_PIBN01000001.1	16649	16915		plus	type II toxin-antitoxin system antitoxin HipB	hipB		protein-coding			WP_038422544.1	type II toxin-antitoxin system antitoxin HipB	88	CWM61_RS00100
NZ_PIBN01000001.1	16915	18237		plus	type II toxin-antitoxin system HipA family toxin			protein-coding			WP_100630392.1	type II toxin-antitoxin system HipA family toxin	440	CWM61_RS00105
NZ_PIBN01000001.1	18254	19546		minus	glycoside hydrolase family 10 protein			protein-coding			WP_061154620.1	glycoside hydrolase family 10 protein	430	CWM61_RS00110
NZ_PIBN01000001.1	19679	20683		minus	fimbrial protein			protein-coding			WP_100630394.1	fimbrial protein	334	CWM61_RS00115
NZ_PIBN01000001.1	20671	23172		minus	fimbria/pilus outer membrane usher protein			protein-coding			WP_074385877.1	fimbria/pilus outer membrane usher protein	833	CWM61_RS00120
NZ_PIBN01000001.1	23188	23883		minus	molecular chaperone			protein-coding			WP_077268390.1	molecular chaperone	231	CWM61_RS00125
NZ_PIBN01000001.1	23960	24523		minus	fimbrial protein			protein-coding			WP_004143457.1	fimbrial protein	187	CWM61_RS00130
NZ_PIBN01000001.1	24958	25245		plus	hypothetical protein			protein-coding			WP_074385876.1	hypothetical protein	95	CWM61_RS00135
NZ_PIBN01000001.1	25397	25603		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_004205917.1	helix-turn-helix transcriptional regulator	68	CWM61_RS00140
NZ_PIBN01000001.1	25606	26139		minus	DUF2975 domain-containing protein			protein-coding			WP_074385875.1	DUF2975 domain-containing protein	177	CWM61_RS00145
NZ_PIBN01000001.1	26168	26512		minus	hypothetical protein			protein-coding			WP_074385874.1	hypothetical protein	114	CWM61_RS00150
NZ_PIBN01000001.1	26499	27614		minus	serine hydrolase domain-containing protein			protein-coding			WP_074385873.1	serine hydrolase domain-containing protein	371	CWM61_RS00155
NZ_PIBN01000001.1	27883	28665		minus	type I methionyl aminopeptidase	map		protein-coding			WP_100630395.1	type I methionyl aminopeptidase	260	CWM61_RS00160
NZ_PIBN01000001.1	28646	28864		minus	ParD-like family protein			protein-coding			WP_002904808.1	ParD-like family protein	72	CWM61_RS00165
NZ_PIBN01000001.1	29175	29423		minus	hypothetical protein			protein-coding			WP_008804908.1	hypothetical protein	82	CWM61_RS00170
NZ_PIBN01000001.1	29719	31374		plus	EAL domain-containing protein			protein-coding			WP_100630397.1	EAL domain-containing protein	551	CWM61_RS00175
NZ_PIBN01000001.1	31408	32334		minus	alpha/beta hydrolase-fold protein			protein-coding			WP_100630399.1	alpha/beta hydrolase-fold protein	308	CWM61_RS00180
NZ_PIBN01000001.1	32524	32664		minus	hypothetical protein			protein-coding			WP_165785220.1	hypothetical protein	46	CWM61_RS28920
NZ_PIBN01000001.1	32689	32928		minus	hypothetical protein			protein-coding			WP_008804905.1	hypothetical protein	79	CWM61_RS00185
NZ_PIBN01000001.1	33357	33800		minus	PTS sugar transporter subunit IIA			protein-coding			WP_008804904.1	PTS sugar transporter subunit IIA	147	CWM61_RS00195
NZ_PIBN01000001.1	33790	35235		minus	sugar porter family MFS transporter			protein-coding			WP_022066173.1	sugar porter family MFS transporter	481	CWM61_RS00200
NZ_PIBN01000001.1	35968	37296		minus	6-phospho-alpha-glucosidase			protein-coding			WP_100630404.1	6-phospho-alpha-glucosidase	442	CWM61_RS00205
NZ_PIBN01000001.1	37308	38846		minus	PTS transporter subunit EIIC			protein-coding			WP_100630406.1	PTS transporter subunit EIIC	512	CWM61_RS00210
NZ_PIBN01000001.1	39102	39800		plus	GntR family transcriptional regulator			protein-coding			WP_100630408.1	GntR family transcriptional regulator	232	CWM61_RS00215
NZ_PIBN01000001.1	39806	40549		minus	sulfite exporter TauE/SafE family protein			protein-coding			WP_100630738.1	sulfite exporter TauE/SafE family protein	247	CWM61_RS00220
NZ_PIBN01000001.1	40661	41545		plus	LysR family transcriptional regulator			protein-coding			WP_100630410.1	LysR family transcriptional regulator	294	CWM61_RS00225
NZ_PIBN01000001.1	41657	42532		plus	NAD(P)-dependent oxidoreductase			protein-coding			WP_074385865.1	NAD(P)-dependent oxidoreductase	291	CWM61_RS00230
NZ_PIBN01000001.1	42590	44059		minus	alpha/beta hydrolase			protein-coding			WP_100630412.1	alpha/beta hydrolase	489	CWM61_RS00235
NZ_PIBN01000001.1	44240	44827		minus	histidine phosphatase family protein			protein-coding			WP_100630414.1	histidine phosphatase family protein	195	CWM61_RS00240
NZ_PIBN01000001.1	44834	45589		minus	CbtA family protein			protein-coding			WP_063266847.1	CbtA family protein	251	CWM61_RS00245
NZ_PIBN01000001.1	45600	45809		minus	CbtB-domain containing protein			protein-coding			WP_100630416.1	CbtB-domain containing protein	69	CWM61_RS00250
NZ_PIBN01000001.1	45806	46273		minus	nitrile hydratase accessory protein			protein-coding			WP_100630418.1	nitrile hydratase accessory protein	155	CWM61_RS00255
NZ_PIBN01000001.1	46270	46923		minus	nitrile hydratase subunit beta	nthB		protein-coding			WP_100630420.1	nitrile hydratase subunit beta	217	CWM61_RS00260
NZ_PIBN01000001.1	46939	47547		minus	nitrile hydratase subunit alpha	nthA		protein-coding			WP_061154603.1	nitrile hydratase subunit alpha	202	CWM61_RS00265
NZ_PIBN01000001.1	47572	49086		minus	amidase			protein-coding			WP_049139565.1	amidase	504	CWM61_RS00270
NZ_PIBN01000001.1	49223	49705		minus	group 1 truncated hemoglobin			protein-coding			WP_100630422.1	group 1 truncated hemoglobin	160	CWM61_RS00275
NZ_PIBN01000001.1	49766	50659		minus	transporter			protein-coding			WP_074385859.1	transporter	297	CWM61_RS00280
NZ_PIBN01000001.1	51067	52020		plus	AraC family transcriptional regulator			protein-coding			WP_074385858.1	AraC family transcriptional regulator	317	CWM61_RS00285
NZ_PIBN01000001.1	51956	55081		minus	efflux RND transporter permease subunit			protein-coding			WP_100630424.1	efflux RND transporter permease subunit	1041	CWM61_RS00290
NZ_PIBN01000001.1	55078	56226		minus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_074385856.1	efflux RND transporter periplasmic adaptor subunit	382	CWM61_RS00295
NZ_PIBN01000001.1	56305	57501		minus	ATP-binding protein			protein-coding			WP_074385855.1	ATP-binding protein	398	CWM61_RS00300
NZ_PIBN01000001.1	57498	58193		minus	response regulator			protein-coding			WP_100630426.1	response regulator	231	CWM61_RS00305
NZ_PIBN01000001.1	58318	59103		plus	MipA/OmpV family protein			protein-coding			WP_074385853.1	MipA/OmpV family protein	261	CWM61_RS00310
NZ_PIBN01000001.1	59355	60335		plus	helix-turn-helix domain-containing protein			protein-coding			WP_100630428.1	helix-turn-helix domain-containing protein	326	CWM61_RS00315
NZ_PIBN01000001.1	60414	61424		plus	type I glyceraldehyde-3-phosphate dehydrogenase	gap		protein-coding			WP_100630430.1	type I glyceraldehyde-3-phosphate dehydrogenase	336	CWM61_RS00320
NZ_PIBN01000001.1	61878	62043		minus	uncharacterized gene			pseudogene						CWM61_RS28930
NZ_PIBN01000001.1	62159	62671		plus	uncharacterized gene			pseudogene						CWM61_RS00325
NZ_PIBN01000001.1	62724	63377		minus	LysE family translocator			protein-coding			WP_042947498.1	LysE family translocator	217	CWM61_RS00330
NZ_PIBN01000001.1	63554	64204		minus	GntR family transcriptional regulator			protein-coding			WP_074385850.1	GntR family transcriptional regulator	216	CWM61_RS00335
NZ_PIBN01000001.1	64290	65492		plus	MFS transporter			protein-coding			WP_074385849.1	MFS transporter	400	CWM61_RS00340
NZ_PIBN01000001.1	65581	66139		plus	uncharacterized gene			pseudogene						CWM61_RS00345
NZ_PIBN01000001.1	66534	66989		plus	MarR family transcriptional regulator			protein-coding			WP_100630432.1	MarR family transcriptional regulator	151	CWM61_RS00350
NZ_PIBN01000001.1	67005	68183		plus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_176713412.1	efflux RND transporter periplasmic adaptor subunit	392	CWM61_RS00355
NZ_PIBN01000001.1	68194	69732		plus	DHA2 family efflux MFS transporter permease subunit			protein-coding			WP_061154586.1	DHA2 family efflux MFS transporter permease subunit	512	CWM61_RS00360
NZ_PIBN01000001.1	69918	71591		minus	ABC transporter ATP-binding protein			protein-coding			WP_100630433.1	ABC transporter ATP-binding protein	557	CWM61_RS00365
NZ_PIBN01000001.1	71588	72451		minus	ABC transporter permease			protein-coding			WP_100630435.1	ABC transporter permease	287	CWM61_RS00370
NZ_PIBN01000001.1	72444	73406		minus	ABC transporter permease			protein-coding			WP_100630437.1	ABC transporter permease	320	CWM61_RS00375
NZ_PIBN01000001.1	73384	74994		minus	ABC transporter substrate-binding protein			protein-coding			WP_100630439.1	ABC transporter substrate-binding protein	536	CWM61_RS00380
NZ_PIBN01000001.1	75372	76016		minus	TenA family protein			protein-coding			WP_100630440.1	TenA family protein	214	CWM61_RS00385
NZ_PIBN01000001.1	76016	76861		minus	BtpA/SgcQ family protein			protein-coding			WP_100630442.1	BtpA/SgcQ family protein	281	CWM61_RS00390
NZ_PIBN01000001.1	76888	77760		plus	PfkB family carbohydrate kinase			protein-coding			WP_100630444.1	PfkB family carbohydrate kinase	290	CWM61_RS00395
NZ_PIBN01000001.1	77762	78715		minus	substrate-binding domain-containing protein			protein-coding			WP_100630446.1	substrate-binding domain-containing protein	317	CWM61_RS00400
NZ_PIBN01000001.1	79061	80083		plus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_004190069.1	LacI family DNA-binding transcriptional regulator	340	CWM61_RS00405
NZ_PIBN01000001.1	80464	81210		plus	ATP-binding cassette domain-containing protein			protein-coding			WP_165784150.1	ATP-binding cassette domain-containing protein	248	CWM61_RS00410
NZ_PIBN01000001.1	81229	82230		plus	ABC transporter permease			protein-coding			WP_016161045.1	ABC transporter permease	333	CWM61_RS00415
NZ_PIBN01000001.1	82234	83313		plus	phosphotriesterase-related protein			protein-coding			WP_100630448.1	phosphotriesterase-related protein	359	CWM61_RS00420
NZ_PIBN01000001.1	83328	84083		plus	glutamine amidotransferase			protein-coding			WP_008804865.1	glutamine amidotransferase	251	CWM61_RS00425
NZ_PIBN01000001.1	84083	85225		plus	M20 family metallopeptidase			protein-coding			WP_074385840.1	M20 family metallopeptidase	380	CWM61_RS00430
NZ_PIBN01000001.1	85338	85766		plus	cell envelope integrity protein TolA			protein-coding			WP_074385839.1	cell envelope integrity protein TolA	142	CWM61_RS00435
NZ_PIBN01000001.1	85943	87673		minus	patatin-like phospholipase family protein			protein-coding			WP_100630450.1	patatin-like phospholipase family protein	576	CWM61_RS00440
NZ_PIBN01000001.1	87691	89244		minus	DUF2272 domain-containing protein			protein-coding			WP_100630452.1	DUF2272 domain-containing protein	517	CWM61_RS00445
NZ_PIBN01000001.1	89455	90249		minus	N-acyl homoserine lactonase family protein			protein-coding			WP_165784127.1	N-acyl homoserine lactonase family protein	264	CWM61_RS00450
NZ_PIBN01000001.1	90409	91296		plus	LysR family transcriptional regulator			protein-coding			WP_100630456.1	LysR family transcriptional regulator	295	CWM61_RS00455
NZ_PIBN01000001.1	91338	92240		minus	LysR family transcriptional regulator			protein-coding			WP_100630458.1	LysR family transcriptional regulator	300	CWM61_RS00460
NZ_PIBN01000001.1	92344	93552		plus	MFS transporter			protein-coding			WP_100630460.1	MFS transporter	402	CWM61_RS00465
NZ_PIBN01000001.1	93610	94230		minus	LysE family translocator			protein-coding			WP_100630462.1	LysE family translocator	206	CWM61_RS00470
NZ_PIBN01000001.1	94416	95522		minus	PTS fructose transporter subunit IIC			protein-coding			WP_100630464.1	PTS fructose transporter subunit IIC	368	CWM61_RS00475
NZ_PIBN01000001.1	95565	95876		minus	fructose PTS transporter subunit IIB			protein-coding			WP_004179922.1	fructose PTS transporter subunit IIB	103	CWM61_RS00480
NZ_PIBN01000001.1	95933	96403		minus	PTS sugar transporter subunit IIA			protein-coding			WP_100630466.1	PTS sugar transporter subunit IIA	156	CWM61_RS00485
NZ_PIBN01000001.1	96512	97192		minus	D-allulose 6-phosphate 3-epimerase	alsE		protein-coding			WP_074385833.1	D-allulose 6-phosphate 3-epimerase	226	CWM61_RS00490
NZ_PIBN01000001.1	97216	98478		minus	PTS ascorbate transporter subunit IIC			protein-coding			WP_012968204.1	PTS ascorbate transporter subunit IIC	420	CWM61_RS00495
NZ_PIBN01000001.1	98509	98775		minus	PTS sugar transporter subunit IIB			protein-coding			WP_074385832.1	PTS sugar transporter subunit IIB	88	CWM61_RS00500
NZ_PIBN01000001.1	98787	99224		minus	PTS sugar transporter subunit IIA			protein-coding			WP_032733050.1	PTS sugar transporter subunit IIA	145	CWM61_RS00505
NZ_PIBN01000001.1	99442	100494		plus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_032730998.1	LacI family DNA-binding transcriptional regulator	350	CWM61_RS00510
NZ_PIBN01000001.1	100530	101450		minus	LysR family transcriptional regulator			protein-coding			WP_074385831.1	LysR family transcriptional regulator	306	CWM61_RS00515
NZ_PIBN01000001.1	101555	102220		plus	SDR family oxidoreductase			protein-coding			WP_074385830.1	SDR family oxidoreductase	221	CWM61_RS00520
NZ_PIBN01000001.1	102346	102984		plus	hypothetical protein			protein-coding			WP_100630467.1	hypothetical protein	212	CWM61_RS00525
NZ_PIBN01000001.1	103027	104823		minus	allophanate hydrolase	atzF		protein-coding			WP_100630469.1	allophanate hydrolase	598	CWM61_RS00530
NZ_PIBN01000001.1	104820	108425		minus	urea carboxylase	uca		protein-coding			WP_100630470.1	urea carboxylase	1201	CWM61_RS00535
NZ_PIBN01000001.1	108592	109227		minus	urea carboxylase-associated family protein			protein-coding			WP_008804848.1	urea carboxylase-associated family protein	211	CWM61_RS00540
NZ_PIBN01000001.1	109238	109966		minus	urea carboxylase-associated family protein			protein-coding			WP_100630472.1	urea carboxylase-associated family protein	242	CWM61_RS00545
NZ_PIBN01000001.1	109971	110747		minus	ABC transporter ATP-binding protein			protein-coding			WP_100630473.1	ABC transporter ATP-binding protein	258	CWM61_RS00550
NZ_PIBN01000001.1	110744	111559		minus	ABC transporter permease			protein-coding			WP_023297641.1	ABC transporter permease	271	CWM61_RS00555
NZ_PIBN01000001.1	111584	112642		minus	putative urea ABC transporter substrate-binding protein			protein-coding			WP_044649752.1	putative urea ABC transporter substrate-binding protein	352	CWM61_RS00560
NZ_PIBN01000001.1	113244	114542		plus	oxalate/formate MFS antiporter	oxlT		protein-coding			WP_100630474.1	oxalate/formate MFS antiporter	432	CWM61_RS00565
NZ_PIBN01000001.1	114580	115158		minus	GNAT family protein			protein-coding			WP_165784126.1	GNAT family protein	192	CWM61_RS00570
NZ_PIBN01000001.1	115229	115417		minus	hypothetical protein			protein-coding			WP_074385823.1	hypothetical protein	62	CWM61_RS00575
NZ_PIBN01000001.1	115755	116333		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_100630477.1	TetR/AcrR family transcriptional regulator	192	CWM61_RS00580
NZ_PIBN01000001.1	116309	117409		minus	iron-containing redox enzyme family protein			protein-coding			WP_074385822.1	iron-containing redox enzyme family protein	366	CWM61_RS00585
NZ_PIBN01000001.1	117612	118526		plus	DMT family transporter			protein-coding			WP_074385821.1	DMT family transporter	304	CWM61_RS00590
NZ_PIBN01000001.1	118567	119799		minus	MFS transporter			protein-coding			WP_074385820.1	MFS transporter	410	CWM61_RS00595
NZ_PIBN01000001.1	120076	121683		plus	FAD-NAD(P)-binding protein			protein-coding			WP_074385819.1	FAD-NAD(P)-binding protein	535	CWM61_RS00600
NZ_PIBN01000001.1	121791	122891		plus	NADH:flavin oxidoreductase/NADH oxidase			protein-coding			WP_100630479.1	NADH:flavin oxidoreductase/NADH oxidase	366	CWM61_RS00605
NZ_PIBN01000001.1	123124	123612		minus	E3 ubiquitin--protein ligase			protein-coding			WP_165785222.1	E3 ubiquitin--protein ligase	162	CWM61_RS00610
NZ_PIBN01000001.1	123700	124605		minus	LysR family transcriptional regulator			protein-coding			WP_165785240.1	LysR family transcriptional regulator	301	CWM61_RS00615
NZ_PIBN01000001.1	124780	125757		plus	nitronate monooxygenase			protein-coding			WP_008804833.1	nitronate monooxygenase	325	CWM61_RS00620
NZ_PIBN01000001.1	125790	127049		minus	allantoate amidohydrolase	hpxK		protein-coding			WP_074385815.1	allantoate amidohydrolase	419	CWM61_RS00625
NZ_PIBN01000001.1	127046	128287		minus	alanine--glyoxylate aminotransferase family protein			protein-coding			WP_074385814.1	alanine--glyoxylate aminotransferase family protein	413	CWM61_RS00630
NZ_PIBN01000001.1	128303	129040		minus	amino acid ABC transporter ATP-binding protein			protein-coding			WP_004179947.1	amino acid ABC transporter ATP-binding protein	245	CWM61_RS00635
NZ_PIBN01000001.1	129021	129677		minus	amino acid ABC transporter permease			protein-coding			WP_004179948.1	amino acid ABC transporter permease	218	CWM61_RS00640
NZ_PIBN01000001.1	129677	130342		minus	amino acid ABC transporter permease			protein-coding			WP_004176117.1	amino acid ABC transporter permease	221	CWM61_RS00645
NZ_PIBN01000001.1	130352	131137		minus	transporter substrate-binding domain-containing protein			protein-coding			WP_032754423.1	transporter substrate-binding domain-containing protein	261	CWM61_RS00650
NZ_PIBN01000001.1	131352	132191		minus	MurR/RpiR family transcriptional regulator HpxU	hpxU		protein-coding			WP_100630485.1	MurR/RpiR family transcriptional regulator HpxU	279	CWM61_RS00655
NZ_PIBN01000001.1	132371	133957		plus	oxamate amidohydrolase	hpxW		protein-coding			WP_074385811.1	oxamate amidohydrolase	528	CWM61_RS00660
NZ_PIBN01000001.1	133968	134153		plus	oxalurate catabolism protein HpxX	hpxX		protein-coding			WP_100630487.1	oxalurate catabolism protein HpxX	61	CWM61_RS00665
NZ_PIBN01000001.1	134150	135547		plus	AtzE family amidohydrolase			protein-coding			WP_061154539.1	AtzE family amidohydrolase	465	CWM61_RS00670
NZ_PIBN01000001.1	135544	135930		plus	oxalurate catabolism protein HpxZ	hpxZ		protein-coding			WP_002905421.1	oxalurate catabolism protein HpxZ	128	CWM61_RS00675
NZ_PIBN01000001.1	136132	136251		plus	uncharacterized gene			pseudogene						CWM61_RS28935
NZ_PIBN01000001.1	136248	136805		plus	helix-turn-helix domain-containing protein			protein-coding			WP_074385807.1	helix-turn-helix domain-containing protein	185	CWM61_RS00680
NZ_PIBN01000001.1	136789	137832		plus	HlyD family secretion protein			protein-coding			WP_100630489.1	HlyD family secretion protein	347	CWM61_RS00685
NZ_PIBN01000001.1	137829	139391		plus	DHA2 family efflux MFS transporter permease subunit			protein-coding			WP_100630491.1	DHA2 family efflux MFS transporter permease subunit	520	CWM61_RS00690
NZ_PIBN01000001.1	139411	140685		plus	beta-ketoacyl-ACP synthase II	fabF		protein-coding			WP_100630493.1	beta-ketoacyl-ACP synthase II	424	CWM61_RS00695
NZ_PIBN01000001.1	140749	141057		minus	YciI family protein			protein-coding			WP_100630495.1	YciI family protein	102	CWM61_RS00700
NZ_PIBN01000001.1	141179	141907		minus	alpha/beta hydrolase			protein-coding			WP_100630739.1	alpha/beta hydrolase	242	CWM61_RS00705
NZ_PIBN01000001.1	142082	143134		plus	helix-turn-helix domain-containing protein			protein-coding			WP_100630497.1	helix-turn-helix domain-containing protein	350	CWM61_RS00710
NZ_PIBN01000001.1	143236	143550		plus	PTS cellobiose transporter subunit IIB			protein-coding			WP_012968173.1	PTS cellobiose transporter subunit IIB	104	CWM61_RS00715
NZ_PIBN01000001.1	143599	144213		minus	glutathione transferase GstA	gstA		protein-coding			WP_100630499.1	glutathione transferase GstA	204	CWM61_RS00720
NZ_PIBN01000001.1	144343	145218		plus	LysR family transcriptional regulator			protein-coding			WP_100630501.1	LysR family transcriptional regulator	291	CWM61_RS00725
NZ_PIBN01000001.1	145291	146124		minus	PRD domain-containing protein			protein-coding			WP_004205815.1	PRD domain-containing protein	277	CWM61_RS00730
NZ_PIBN01000001.1	146148	147608		minus	family 1 glycosylhydrolase			protein-coding			WP_074385799.1	family 1 glycosylhydrolase	486	CWM61_RS00735
NZ_PIBN01000001.1	147613	149481		minus	beta-glucoside-specific PTS transporter subunit IIABC			protein-coding			WP_074386190.1	beta-glucoside-specific PTS transporter subunit IIABC	622	CWM61_RS00740
NZ_PIBN01000001.1	149752	151347		minus	carbohydrate porin			protein-coding			WP_100630503.1	carbohydrate porin	531	CWM61_RS00745
NZ_PIBN01000001.1	152189	152680		minus	DMT family transporter			protein-coding			WP_074385797.1	DMT family transporter	163	CWM61_RS00750
NZ_PIBN01000001.1	152690	153124		minus	DMT family transporter			protein-coding			WP_074386189.1	DMT family transporter	144	CWM61_RS00755
NZ_PIBN01000001.1	153224	154159		plus	LysR family transcriptional regulator			protein-coding			WP_074385796.1	LysR family transcriptional regulator	311	CWM61_RS00760
NZ_PIBN01000001.1	154708	155733		plus	amino acid ABC transporter substrate-binding protein			protein-coding			WP_061154523.1	amino acid ABC transporter substrate-binding protein	341	CWM61_RS00770
NZ_PIBN01000001.1	155804	156982		plus	amino acid ABC transporter permease			protein-coding			WP_074385794.1	amino acid ABC transporter permease	392	CWM61_RS00775
NZ_PIBN01000001.1	156998	158098		plus	amino acid ABC transporter permease			protein-coding			WP_074385793.1	amino acid ABC transporter permease	366	CWM61_RS00780
NZ_PIBN01000001.1	158107	158868		plus	amino acid ABC transporter ATP-binding protein			protein-coding			WP_061154520.1	amino acid ABC transporter ATP-binding protein	253	CWM61_RS00785
NZ_PIBN01000001.1	158929	159810		minus	transglutaminase family protein			protein-coding			WP_074385792.1	transglutaminase family protein	293	CWM61_RS00790
NZ_PIBN01000001.1	159807	162218		minus	circularly permuted type 2 ATP-grasp protein			protein-coding			WP_206053094.1	circularly permuted type 2 ATP-grasp protein	803	CWM61_RS00795
NZ_PIBN01000001.1	162378	165722		minus	transglutaminase family protein			protein-coding			WP_100630505.1	transglutaminase family protein	1114	CWM61_RS00800
NZ_PIBN01000001.1	165719	166663		minus	alpha-E domain-containing protein			protein-coding			WP_074386187.1	alpha-E domain-containing protein	314	CWM61_RS00805
NZ_PIBN01000001.1	166669	168120		minus	circularly permuted type 2 ATP-grasp protein			protein-coding			WP_074386186.1	circularly permuted type 2 ATP-grasp protein	483	CWM61_RS00810
NZ_PIBN01000001.1	168954	169178		minus	hypothetical protein			protein-coding			WP_071839073.1	hypothetical protein	74	CWM61_RS00820
NZ_PIBN01000001.1	169427	169963		minus	dihydrofolate reductase family protein			protein-coding			WP_074385788.1	dihydrofolate reductase family protein	178	CWM61_RS00825
NZ_PIBN01000001.1	170129	170710		plus	hypothetical protein			protein-coding			WP_074385787.1	hypothetical protein	193	CWM61_RS00830
NZ_PIBN01000001.1	171325	172386		plus	M15 family metallopeptidase			protein-coding			WP_100630507.1	M15 family metallopeptidase	353	CWM61_RS00835
NZ_PIBN01000001.1	172830	174593		plus	alpha/beta hydrolase			protein-coding			WP_133122451.1	alpha/beta hydrolase	587	CWM61_RS00840
NZ_PIBN01000001.1	174634	175812		plus	hypothetical protein			protein-coding			WP_100630511.1	hypothetical protein	392	CWM61_RS00845
NZ_PIBN01000001.1	176101	177033		minus	allantoinase PuuE	puuE		protein-coding			WP_032730424.1	allantoinase PuuE	310	CWM61_RS00850
NZ_PIBN01000001.1	176918	177789		minus	uncharacterized gene	hpxA		pseudogene						CWM61_RS00855
NZ_PIBN01000001.1	177789	178505		minus	GntR family transcriptional regulator			protein-coding			WP_002905523.1	GntR family transcriptional regulator	238	CWM61_RS00860
NZ_PIBN01000001.1	178650	180146		plus	NCS1 family nucleobase:cation symporter-1			protein-coding			WP_100630513.1	NCS1 family nucleobase:cation symporter-1	498	CWM61_RS00865
NZ_PIBN01000001.1	180248	181558		plus	guanine deaminase	guaD		protein-coding			WP_100630515.1	guanine deaminase	436	CWM61_RS00870
NZ_PIBN01000001.1	181668	182609		minus	hypothetical protein			protein-coding			WP_074385782.1	hypothetical protein	313	CWM61_RS00875
NZ_PIBN01000001.1	182734	183990		minus	sensor domain-containing diguanylate cyclase			protein-coding			WP_074385781.1	sensor domain-containing diguanylate cyclase	418	CWM61_RS00880
NZ_PIBN01000001.1	184390	185430		plus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_100630517.1	LacI family DNA-binding transcriptional regulator	346	CWM61_RS00885
NZ_PIBN01000001.1	185622	186545		plus	TIM barrel protein			protein-coding			WP_100630519.1	TIM barrel protein	307	CWM61_RS00890
NZ_PIBN01000001.1	186559	187731		plus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WP_074385778.1	Gfo/Idh/MocA family oxidoreductase	390	CWM61_RS00895
