Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PIOM01000001.1	18331	18573		minus	DUF1289 domain-containing protein			protein-coding			WP_008804626.1	DUF1289 domain-containing protein	80	CWM63_RS00110
NZ_PIOM01000001.1	18713	19312		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_008804625.1	TetR/AcrR family transcriptional regulator	199	CWM63_RS00115
NZ_PIOM01000001.1	19366	20463		plus	alkene reductase			protein-coding			WP_012968038.1	alkene reductase	365	CWM63_RS00120
NZ_PIOM01000001.1	20542	20949		plus	lactoylglutathione lyase	gloA		protein-coding			WP_002907764.1	lactoylglutathione lyase	135	CWM63_RS00125
NZ_PIOM01000001.1	21087	21734		plus	ribonuclease T	rnt		protein-coding			WP_008804623.1	ribonuclease T	215	CWM63_RS00130
NZ_PIOM01000001.1	21782	22129		minus	Grx4 family monothiol glutaredoxin			protein-coding			WP_002907768.1	Grx4 family monothiol glutaredoxin	115	CWM63_RS00135
NZ_PIOM01000001.1	22470	23342		plus	C40 family peptidase			protein-coding			WP_012968037.1	C40 family peptidase	290	CWM63_RS00140
NZ_PIOM01000001.1	23297	23782		minus	AraC family transcriptional regulator			protein-coding			WP_012541516.1	AraC family transcriptional regulator	161	CWM63_RS00145
NZ_PIOM01000001.1	24265	24846		plus	superoxide dismutase [Fe]	sodB		protein-coding			WP_002907771.1	superoxide dismutase [Fe]	193	CWM63_RS00150
NZ_PIOM01000001.1	24909	26075		minus	MFS transporter			protein-coding			WP_016161205.1	MFS transporter	388	CWM63_RS00155
NZ_PIOM01000001.1	26243	26335		minus	YnhF family membrane protein			protein-coding			WP_012968036.1	YnhF family membrane protein	30	CWM63_RS00160
NZ_PIOM01000001.1	26628	27653		plus	HTH-type transcriptional repressor PurR	purR		protein-coding			WP_004202888.1	HTH-type transcriptional repressor PurR	341	CWM63_RS00165
NZ_PIOM01000001.1	27676	28584		minus	uncharacterized gene	punR		pseudogene						CWM63_RS00170
NZ_PIOM01000001.1	28697	29878		plus	purine nucleoside transporter PunC	punC		protein-coding			WP_012541514.1	purine nucleoside transporter PunC	393	CWM63_RS00175
NZ_PIOM01000001.1	30172	31320		plus	cyclopropane fatty acyl phospholipid synthase	cfa		protein-coding			WP_008804616.1	cyclopropane fatty acyl phospholipid synthase	382	CWM63_RS00180
NZ_PIOM01000001.1	31356	31991		minus	riboflavin synthase			protein-coding			WP_012541513.1	riboflavin synthase	211	CWM63_RS00185
NZ_PIOM01000001.1	32221	33594		plus	MdtK family multidrug efflux MATE transporter	mdtK		protein-coding			WP_016161206.1	MdtK family multidrug efflux MATE transporter	457	CWM63_RS00190
NZ_PIOM01000001.1	33772	34236		plus	acid resistance repetitive basic protein Asr	asr		protein-coding			WP_100780912.1	acid resistance repetitive basic protein Asr	154	CWM63_RS00195
NZ_PIOM01000001.1	34377	34955		minus	TIGR00730 family Rossman fold protein			protein-coding			WP_008804612.1	TIGR00730 family Rossman fold protein	192	CWM63_RS00200
NZ_PIOM01000001.1	35210	35286		plus	tRNA-Val			tRNA						CWM63_RS00205
NZ_PIOM01000001.1	35291	35367		plus	tRNA-Val			tRNA						CWM63_RS00210
NZ_PIOM01000001.1	35372	35448		plus	tRNA-Val			tRNA						CWM63_RS00215
NZ_PIOM01000001.1	35453	35529		plus	tRNA-Val			tRNA						CWM63_RS00220
NZ_PIOM01000001.1	36191	36670		minus	hypothetical protein			protein-coding			WP_133124732.1	hypothetical protein	159	CWM63_RS30445
NZ_PIOM01000001.1	36840	37592		minus	SDR family oxidoreductase			protein-coding			WP_016161208.1	SDR family oxidoreductase	250	CWM63_RS00230
NZ_PIOM01000001.1	37691	38617		plus	AraC family transcriptional regulator			protein-coding			WP_032754554.1	AraC family transcriptional regulator	308	CWM63_RS00235
NZ_PIOM01000001.1	38614	39498		minus	LysR substrate-binding domain-containing protein			protein-coding			WP_032700936.1	LysR substrate-binding domain-containing protein	294	CWM63_RS00240
NZ_PIOM01000001.1	39655	40170		plus	hypothetical protein			protein-coding			WP_023340262.1	hypothetical protein	171	CWM63_RS00245
NZ_PIOM01000001.1	40178	41014		plus	MBL fold metallo-hydrolase			protein-coding			WP_100780913.1	MBL fold metallo-hydrolase	278	CWM63_RS00250
NZ_PIOM01000001.1	41086	41235		minus	hypothetical protein			protein-coding			WP_012541503.1	hypothetical protein	49	CWM63_RS29625
NZ_PIOM01000001.1	41636	42070		plus	winged helix-turn-helix domain-containing protein			protein-coding			WP_012968028.1	winged helix-turn-helix domain-containing protein	144	CWM63_RS00255
NZ_PIOM01000001.1	42116	42832		plus	hypothetical protein			protein-coding			WP_100780914.1	hypothetical protein	238	CWM63_RS00260
NZ_PIOM01000001.1	42917	43126		plus	DUF1471 domain-containing protein			protein-coding			WP_004202908.1	DUF1471 domain-containing protein	69	CWM63_RS00265
NZ_PIOM01000001.1	43281	44297		plus	NAD(P)-dependent alcohol dehydrogenase			protein-coding			WP_206053234.1	NAD(P)-dependent alcohol dehydrogenase	338	CWM63_RS00270
NZ_PIOM01000001.1	44334	44969		minus	carbonic anhydrase			protein-coding			WP_008804599.1	carbonic anhydrase	211	CWM63_RS00275
NZ_PIOM01000001.1	45219	45848		plus	LysE family transporter			protein-coding			WP_023322746.1	LysE family transporter	209	CWM63_RS00280
NZ_PIOM01000001.1	45853	46623		minus	DeoR/GlpR family DNA-binding transcription regulator			protein-coding			WP_016161215.1	DeoR/GlpR family DNA-binding transcription regulator	256	CWM63_RS00285
NZ_PIOM01000001.1	46714	47097		plus	VOC family protein			protein-coding			WP_022065487.1	VOC family protein	127	CWM63_RS00290
NZ_PIOM01000001.1	47129	47812		plus	CatA-like O-acetyltransferase, family 1			protein-coding			WP_012541497.1	CatA-like O-acetyltransferase, family 1	227	CWM63_RS00295
NZ_PIOM01000001.1	48083	49309		plus	SfnB family sulfur acquisition oxidoreductase			protein-coding			WP_008804594.1	SfnB family sulfur acquisition oxidoreductase	408	CWM63_RS00300
NZ_PIOM01000001.1	49311	49985		plus	methionine ABC transporter permease			protein-coding			WP_008804593.1	methionine ABC transporter permease	224	CWM63_RS00305
NZ_PIOM01000001.1	50017	50793		plus	MetQ/NlpA family ABC transporter substrate-binding protein			protein-coding			WP_008804592.1	MetQ/NlpA family ABC transporter substrate-binding protein	258	CWM63_RS00310
NZ_PIOM01000001.1	50846	51889		plus	methionine ABC transporter ATP-binding protein			protein-coding			WP_032733145.1	methionine ABC transporter ATP-binding protein	347	CWM63_RS00315
NZ_PIOM01000001.1	52038	53741		plus	ABC transporter substrate-binding protein			protein-coding			WP_008804590.1	ABC transporter substrate-binding protein	567	CWM63_RS00320
NZ_PIOM01000001.1	53787	54746		plus	ABC transporter permease			protein-coding			WP_008804589.1	ABC transporter permease	319	CWM63_RS00325
NZ_PIOM01000001.1	54743	55693		plus	ABC transporter permease			protein-coding			WP_100780915.1	ABC transporter permease	316	CWM63_RS00330
NZ_PIOM01000001.1	55690	56670		plus	ABC transporter ATP-binding protein			protein-coding			WP_032733146.1	ABC transporter ATP-binding protein	326	CWM63_RS00335
NZ_PIOM01000001.1	56667	57638		plus	ATP-binding cassette domain-containing protein			protein-coding			WP_012541493.1	ATP-binding cassette domain-containing protein	323	CWM63_RS00340
NZ_PIOM01000001.1	58016	58534		plus	anti-virulence regulator CigR family protein			protein-coding			WP_008804585.1	anti-virulence regulator CigR family protein	172	CWM63_RS00345
NZ_PIOM01000001.1	58652	59140		plus	DinB family protein			protein-coding			WP_008804584.1	DinB family protein	162	CWM63_RS00350
NZ_PIOM01000001.1	59177	59432		minus	uncharacterized gene			pseudogene						CWM63_RS30450
NZ_PIOM01000001.1	60114	60227		minus	uncharacterized gene			pseudogene						CWM63_RS30455
NZ_PIOM01000001.1	60372	61904		minus	MFS transporter			protein-coding			WP_100780916.1	MFS transporter	510	CWM63_RS00360
NZ_PIOM01000001.1	62021	62938		plus	LysR family transcriptional regulator			protein-coding			WP_100780917.1	LysR family transcriptional regulator	305	CWM63_RS00365
NZ_PIOM01000001.1	63000	64526		minus	APC family permease			protein-coding			WP_049140033.1	APC family permease	508	CWM63_RS00370
NZ_PIOM01000001.1	64541	65314		minus	SDR family oxidoreductase			protein-coding			WP_024264438.1	SDR family oxidoreductase	257	CWM63_RS00375
NZ_PIOM01000001.1	65740	66795		plus	phosphotransferase			protein-coding			WP_227500880.1	phosphotransferase	351	CWM63_RS00380
NZ_PIOM01000001.1	66785	68122		plus	aspartate aminotransferase family protein			protein-coding			WP_012541487.1	aspartate aminotransferase family protein	445	CWM63_RS00385
NZ_PIOM01000001.1	68215	68997		plus	DeoR/GlpR family DNA-binding transcription regulator			protein-coding			WP_008804576.1	DeoR/GlpR family DNA-binding transcription regulator	260	CWM63_RS00390
NZ_PIOM01000001.1	69013	70002		minus	2-oxoglutarate and iron-dependent oxygenase domain-containing protein			protein-coding			WP_023322760.1	2-oxoglutarate and iron-dependent oxygenase domain-containing protein	329	CWM63_RS00395
NZ_PIOM01000001.1	70023	71441		minus	amidohydrolase family protein			protein-coding			WP_008804574.1	amidohydrolase family protein	472	CWM63_RS00400
NZ_PIOM01000001.1	71453	72442		minus	ABC transporter substrate-binding protein			protein-coding			WP_022065085.1	ABC transporter substrate-binding protein	329	CWM63_RS00405
NZ_PIOM01000001.1	72738	73637		minus	LysR family transcriptional regulator			protein-coding			WP_004202952.1	LysR family transcriptional regulator	299	CWM63_RS00410
NZ_PIOM01000001.1	73844	74812		plus	PDR/VanB family oxidoreductase			protein-coding			WP_048330366.1	PDR/VanB family oxidoreductase	322	CWM63_RS00420
NZ_PIOM01000001.1	74824	76107		plus	amidohydrolase family protein			protein-coding			WP_072124715.1	amidohydrolase family protein	427	CWM63_RS00425
NZ_PIOM01000001.1	76097	76576		plus	RidA family protein			protein-coding			WP_032421426.1	RidA family protein	159	CWM63_RS00430
NZ_PIOM01000001.1	76573	77454		plus	creatininase family protein			protein-coding			WP_016161231.1	creatininase family protein	293	CWM63_RS00435
NZ_PIOM01000001.1	77454	78437		plus	ABC transporter substrate-binding protein			protein-coding			WP_072124714.1	ABC transporter substrate-binding protein	327	CWM63_RS00440
NZ_PIOM01000001.1	78434	79264		plus	ABC transporter ATP-binding protein			protein-coding			WP_008804567.1	ABC transporter ATP-binding protein	276	CWM63_RS00445
NZ_PIOM01000001.1	79266	80081		plus	ABC transporter permease			protein-coding			WP_049162721.1	ABC transporter permease	271	CWM63_RS00450
NZ_PIOM01000001.1	80108	81529		plus	FAD-binding oxidoreductase			protein-coding			WP_043875164.1	FAD-binding oxidoreductase	473	CWM63_RS00455
NZ_PIOM01000001.1	81877	82365		plus	hypothetical protein			protein-coding			WP_023322768.1	hypothetical protein	162	CWM63_RS00460
NZ_PIOM01000001.1	82367	82795		plus	hypothetical protein			protein-coding			WP_015958548.1	hypothetical protein	142	CWM63_RS00465
NZ_PIOM01000001.1	82828	83130		plus	hypothetical protein			protein-coding			WP_051975541.1	hypothetical protein	100	CWM63_RS00470
NZ_PIOM01000001.1	83221	84588		minus	chromate efflux transporter	chrA		protein-coding			WP_048963791.1	chromate efflux transporter	455	CWM63_RS00475
NZ_PIOM01000001.1	84557	85468		minus	chromate resistance protein			protein-coding			WP_264755066.1	chromate resistance protein	303	CWM63_RS00480
NZ_PIOM01000001.1	85645	86838		minus	MFS transporter			protein-coding			WP_227521827.1	MFS transporter	397	CWM63_RS00485
NZ_PIOM01000001.1	87025	87273		minus	tautomerase family protein			protein-coding			WP_004175772.1	tautomerase family protein	82	CWM63_RS00490
NZ_PIOM01000001.1	87334	87795		plus	helix-turn-helix domain-containing protein			protein-coding			WP_100780920.1	helix-turn-helix domain-containing protein	153	CWM63_RS00495
NZ_PIOM01000001.1	87973	89190		plus	MFS transporter			protein-coding			WP_100780921.1	MFS transporter	405	CWM63_RS00500
NZ_PIOM01000001.1	89273	90181		minus	DUF535 family protein			protein-coding			WP_016161239.1	DUF535 family protein	302	CWM63_RS00505
NZ_PIOM01000001.1	90472	90612		plus	hypothetical protein			protein-coding			WP_002908189.1	hypothetical protein	46	CWM63_RS00510
NZ_PIOM01000001.1	90661	91551		minus	LysR family transcriptional regulator			protein-coding			WP_012541468.1	LysR family transcriptional regulator	296	CWM63_RS00515
NZ_PIOM01000001.1	91692	92399		plus	CoA transferase subunit A			protein-coding			WP_100780922.1	CoA transferase subunit A	235	CWM63_RS00520
NZ_PIOM01000001.1	92401	93057		plus	CoA transferase subunit B			protein-coding			WP_012541466.1	CoA transferase subunit B	218	CWM63_RS00525
NZ_PIOM01000001.1	93067	94248		plus	acetyl-CoA C-acetyltransferase			protein-coding			WP_043875158.1	acetyl-CoA C-acetyltransferase	393	CWM63_RS00530
NZ_PIOM01000001.1	94260	95183		plus	3-hydroxyacyl-CoA dehydrogenase family protein			protein-coding			WP_100780923.1	3-hydroxyacyl-CoA dehydrogenase family protein	307	CWM63_RS00535
NZ_PIOM01000001.1	95228	96622		plus	GntP family permease			protein-coding			WP_206053235.1	GntP family permease	464	CWM63_RS00540
NZ_PIOM01000001.1	96646	97416		plus	3-hydroxybutyrate dehydrogenase			protein-coding			WP_008804550.1	3-hydroxybutyrate dehydrogenase	256	CWM63_RS00545
NZ_PIOM01000001.1	97436	98308		minus	LysR family transcriptional regulator			protein-coding			WP_008804549.1	LysR family transcriptional regulator	290	CWM63_RS00550
NZ_PIOM01000001.1	98415	99194		plus	acetolactate decarboxylase	budA		protein-coding			WP_008804548.1	acetolactate decarboxylase	259	CWM63_RS00555
NZ_PIOM01000001.1	99204	100883		plus	acetolactate synthase AlsS	alsS		protein-coding			WP_060876476.1	acetolactate synthase AlsS	559	CWM63_RS00560
NZ_PIOM01000001.1	100907	101677		plus	(S)-acetoin forming diacetyl reductase			protein-coding			WP_008804546.1	(S)-acetoin forming diacetyl reductase	256	CWM63_RS00565
NZ_PIOM01000001.1	102076	102717		plus	hypothetical protein			protein-coding			WP_023322776.1	hypothetical protein	213	CWM63_RS30460
NZ_PIOM01000001.1	102846	103382		minus	GNAT family protein			protein-coding			WP_049163134.1	GNAT family protein	178	CWM63_RS00575
NZ_PIOM01000001.1	103458	106574		minus	multidrug efflux RND transporter permease subunit KexD	kexD		protein-coding			WP_100780925.1	multidrug efflux RND transporter permease subunit KexD	1038	CWM63_RS00580
NZ_PIOM01000001.1	106612	107496		minus	ABC transporter six-transmembrane domain-containing protein			protein-coding			WP_004151176.1	ABC transporter six-transmembrane domain-containing protein	294	CWM63_RS00585
NZ_PIOM01000001.1	107726	108115		minus	hypothetical protein			protein-coding			WP_046620353.1	hypothetical protein	129	CWM63_RS00595
NZ_PIOM01000001.1	108398	109102		plus	response regulator			protein-coding			WP_004151175.1	response regulator	234	CWM63_RS00600
NZ_PIOM01000001.1	109099	110160		plus	HAMP domain-containing histidine kinase CrrB	ccrB		protein-coding			WP_100780926.1	HAMP domain-containing histidine kinase CrrB	353	CWM63_RS00605
NZ_PIOM01000001.1	110157	111090		minus	uncharacterized gene			pseudogene						CWM63_RS00610
NZ_PIOM01000001.1	111327	112364		minus	LD-carboxypeptidase			protein-coding			WP_100780927.1	LD-carboxypeptidase	345	CWM63_RS00615
NZ_PIOM01000001.1	112543	112905		minus	TonB family protein			protein-coding			WP_023318491.1	TonB family protein	120	CWM63_RS00620
NZ_PIOM01000001.1	113143	113604		minus	uncharacterized gene			pseudogene						CWM63_RS00625
NZ_PIOM01000001.1	113637	114332		minus	B3/4 domain-containing protein			protein-coding			WP_012967971.1	B3/4 domain-containing protein	231	CWM63_RS00630
NZ_PIOM01000001.1	114376	114978		plus	helix-turn-helix transcriptional regulator			protein-coding			WP_004175741.1	helix-turn-helix transcriptional regulator	200	CWM63_RS00635
NZ_PIOM01000001.1	115041	115502		plus	GNAT family N-acetyltransferase			protein-coding			WP_023322784.1	GNAT family N-acetyltransferase	153	CWM63_RS00640
NZ_PIOM01000001.1	115528	116046		plus	GNAT family N-acetyltransferase			protein-coding			WP_032735827.1	GNAT family N-acetyltransferase	172	CWM63_RS00645
NZ_PIOM01000001.1	116312	117154		minus	c-type cytochrome biogenesis protein CcmI	ccmI		protein-coding			WP_046879013.1	c-type cytochrome biogenesis protein CcmI	280	CWM63_RS30385
NZ_PIOM01000001.1	117151	117597		minus	cytochrome c-type biogenesis protein CcmH			protein-coding			WP_165787469.1	cytochrome c-type biogenesis protein CcmH	148	CWM63_RS00655
NZ_PIOM01000001.1	117609	118163		minus	DsbE family thiol:disulfide interchange protein			protein-coding			WP_008804532.1	DsbE family thiol:disulfide interchange protein	184	CWM63_RS00660
NZ_PIOM01000001.1	118160	120112		minus	heme lyase CcmF/NrfE family subunit			protein-coding			WP_100780929.1	heme lyase CcmF/NrfE family subunit	650	CWM63_RS00665
NZ_PIOM01000001.1	120109	120567		minus	cytochrome c maturation protein CcmE	ccmE		protein-coding			WP_046882375.1	cytochrome c maturation protein CcmE	152	CWM63_RS00670
NZ_PIOM01000001.1	120551	120781		minus	heme exporter protein CcmD	ccmD		protein-coding			WP_002908220.1	heme exporter protein CcmD	76	CWM63_RS00675
NZ_PIOM01000001.1	120778	121515		minus	heme ABC transporter permease			protein-coding			WP_008804529.1	heme ABC transporter permease	245	CWM63_RS00680
NZ_PIOM01000001.1	121565	122224		minus	heme exporter protein CcmB	ccmB		protein-coding			WP_100780930.1	heme exporter protein CcmB	219	CWM63_RS00685
NZ_PIOM01000001.1	122221	122844		minus	cytochrome c biogenesis heme-transporting ATPase CcmA	ccmA		protein-coding			WP_048268519.1	cytochrome c biogenesis heme-transporting ATPase CcmA	207	CWM63_RS00690
NZ_PIOM01000001.1	122928	124268		minus	cytochrome c			protein-coding			WP_016161257.1	cytochrome c	446	CWM63_RS00695
NZ_PIOM01000001.1	124279	126063		minus	GMC family oxidoreductase			protein-coding			WP_002908285.1	GMC family oxidoreductase	594	CWM63_RS00700
NZ_PIOM01000001.1	126066	126821		minus	gluconate 2-dehydrogenase subunit 3 family protein			protein-coding			WP_162550797.1	gluconate 2-dehydrogenase subunit 3 family protein	251	CWM63_RS00705
NZ_PIOM01000001.1	127322	127693		plus	VOC family protein			protein-coding			WP_012967961.1	VOC family protein	123	CWM63_RS00710
NZ_PIOM01000001.1	127754	128437		minus	YrhA family protein			protein-coding			WP_100780931.1	YrhA family protein	227	CWM63_RS00715
NZ_PIOM01000001.1	128922	129992		minus	ABC transporter ATP-binding protein			protein-coding			WP_100780932.1	ABC transporter ATP-binding protein	356	CWM63_RS00725
NZ_PIOM01000001.1	129985	131754		minus	iron ABC transporter permease			protein-coding			WP_008804520.1	iron ABC transporter permease	589	CWM63_RS00730
NZ_PIOM01000001.1	131829	132917		minus	ABC transporter substrate-binding protein			protein-coding			WP_100780933.1	ABC transporter substrate-binding protein	362	CWM63_RS00735
NZ_PIOM01000001.1	133221	134300		plus	malate/lactate/ureidoglycolate dehydrogenase			protein-coding			WP_100780934.1	malate/lactate/ureidoglycolate dehydrogenase	359	CWM63_RS00745
NZ_PIOM01000001.1	134547	136697		plus	formate dehydrogenase subunit alpha	fdhF		protein-coding			WP_064323584.1	formate dehydrogenase subunit alpha	716	CWM63_RS00750
NZ_PIOM01000001.1	136740	137897		minus	M20 aminoacylase family protein			protein-coding			WP_012541438.1	M20 aminoacylase family protein	385	CWM63_RS00755
NZ_PIOM01000001.1	138194	139393		plus	MFS transporter			protein-coding			WP_064323585.1	MFS transporter	399	CWM63_RS00760
NZ_PIOM01000001.1	139419	139643		plus	hypothetical protein			protein-coding			WP_032735839.1	hypothetical protein	74	CWM63_RS00765
NZ_PIOM01000001.1	139811	143194		minus	molybdopterin-dependent oxidoreductase			protein-coding			WP_100780935.1	molybdopterin-dependent oxidoreductase	1127	CWM63_RS00770
NZ_PIOM01000001.1	143604	144644		minus	porin			protein-coding			WP_032735841.1	porin	346	CWM63_RS00775
NZ_PIOM01000001.1	144749	145585		minus	N-acetylmuramoyl-L-alanine amidase AmiA	amiA		protein-coding			WP_176600875.1	N-acetylmuramoyl-L-alanine amidase AmiA	278	CWM63_RS00780
NZ_PIOM01000001.1	145902	147284		plus	MFS transporter			protein-coding			WP_046620180.1	MFS transporter	460	CWM63_RS00785
NZ_PIOM01000001.1	147293	147697		plus	hypothetical protein			protein-coding			WP_032736176.1	hypothetical protein	134	CWM63_RS00790
NZ_PIOM01000001.1	147729	148805		plus	ABC transporter substrate-binding protein			protein-coding			WP_023322801.1	ABC transporter substrate-binding protein	358	CWM63_RS00795
NZ_PIOM01000001.1	148847	149857		plus	iron ABC transporter permease			protein-coding			WP_023340318.1	iron ABC transporter permease	336	CWM63_RS00800
NZ_PIOM01000001.1	149841	150596		plus	ABC transporter ATP-binding protein			protein-coding			WP_100780936.1	ABC transporter ATP-binding protein	251	CWM63_RS00805
NZ_PIOM01000001.1	150959	152083		plus	porin OmpC	ompC		protein-coding			WP_023322804.1	porin OmpC	374	CWM63_RS00810
NZ_PIOM01000001.1	152146	152541		plus	VOC family protein			protein-coding			WP_023322805.1	VOC family protein	131	CWM63_RS00815
NZ_PIOM01000001.1	152590	152943		minus	hypothetical protein			protein-coding			WP_023322806.1	hypothetical protein	117	CWM63_RS00820
NZ_PIOM01000001.1	153541	153765		minus	LuxR C-terminal-related transcriptional regulator			protein-coding			WP_223168512.1	LuxR C-terminal-related transcriptional regulator	74	CWM63_RS30465
NZ_PIOM01000001.1	154238	155119		minus	protein deglycase HchA	hchA		protein-coding			WP_023322807.1	protein deglycase HchA	293	CWM63_RS00830
NZ_PIOM01000001.1	155337	156242		minus	ABC transporter ATP-binding protein			protein-coding			WP_224224576.1	ABC transporter ATP-binding protein	301	CWM63_RS00835
NZ_PIOM01000001.1	156149	157867		minus	ABC transporter permease subunit			protein-coding			WP_044612783.1	ABC transporter permease subunit	572	CWM63_RS00840
NZ_PIOM01000001.1	158941	160848		plus	sulfatase-like hydrolase/transferase			protein-coding			WP_023322810.1	sulfatase-like hydrolase/transferase	635	CWM63_RS00845
NZ_PIOM01000001.1	160871	162103		plus	anaerobic sulfatase maturase			protein-coding			WP_023322811.1	anaerobic sulfatase maturase	410	CWM63_RS00850
NZ_PIOM01000001.1	162000	162956		minus	LysR family transcriptional regulator			protein-coding			WP_023322812.1	LysR family transcriptional regulator	318	CWM63_RS00855
NZ_PIOM01000001.1	163105	164079		plus	amidohydrolase family protein			protein-coding			WP_039103779.1	amidohydrolase family protein	324	CWM63_RS00860
NZ_PIOM01000001.1	164194	164556		plus	hypothetical protein			protein-coding			WP_032735853.1	hypothetical protein	120	CWM63_RS00865
NZ_PIOM01000001.1	164574	164819		plus	hypothetical protein			protein-coding			WP_128205811.1	hypothetical protein	81	CWM63_RS29360
NZ_PIOM01000001.1	165069	165791		minus	amino acid ABC transporter ATP-binding protein			protein-coding			WP_012967953.1	amino acid ABC transporter ATP-binding protein	240	CWM63_RS00870
NZ_PIOM01000001.1	165778	166542		minus	amino acid ABC transporter permease			protein-coding			WP_004151161.1	amino acid ABC transporter permease	254	CWM63_RS00875
NZ_PIOM01000001.1	166606	167373		minus	basic amino acid ABC transporter substrate-binding protein			protein-coding			WP_008804504.1	basic amino acid ABC transporter substrate-binding protein	255	CWM63_RS00880
NZ_PIOM01000001.1	167466	168399		minus	uncharacterized gene			pseudogene						CWM63_RS00885
NZ_PIOM01000001.1	168365	169342		minus	iron-siderophore ABC transporter substrate-binding protein			protein-coding			WP_074456603.1	iron-siderophore ABC transporter substrate-binding protein	325	CWM63_RS00890
NZ_PIOM01000001.1	169332	170384		minus	iron ABC transporter permease			protein-coding			WP_008804502.1	iron ABC transporter permease	350	CWM63_RS00895
NZ_PIOM01000001.1	170381	171406		minus	iron ABC transporter permease			protein-coding			WP_023297799.1	iron ABC transporter permease	341	CWM63_RS00900
NZ_PIOM01000001.1	171403	172224		minus	ABC transporter ATP-binding protein			protein-coding			WP_023297800.1	ABC transporter ATP-binding protein	273	CWM63_RS00905
NZ_PIOM01000001.1	172730	174802		plus	TonB-dependent siderophore receptor			protein-coding			WP_072122350.1	TonB-dependent siderophore receptor	690	CWM63_RS00910
NZ_PIOM01000001.1	174950	175738		minus	ABC transporter ATP-binding protein			protein-coding			WP_012541422.1	ABC transporter ATP-binding protein	262	CWM63_RS00915
NZ_PIOM01000001.1	175732	176727		minus	ABC transporter permease subunit			protein-coding			WP_100780937.1	ABC transporter permease subunit	331	CWM63_RS00920
