Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PYUA01000001.1	17226	17861		plus	hypothetical protein			protein-coding			WP_058838365.1	hypothetical protein	211	C9414_RS00100
NZ_PYUA01000001.1	17845	18492		plus	HNH endonuclease domain-containing protein			protein-coding			WP_058838366.1	HNH endonuclease domain-containing protein	215	C9414_RS00105
NZ_PYUA01000001.1	18513	19943		plus	N-6 DNA methylase			protein-coding			WP_197412155.1	N-6 DNA methylase	476	C9414_RS00110
NZ_PYUA01000001.1	20092	20940		plus	MBL fold metallo-hydrolase			protein-coding			WP_107162796.1	MBL fold metallo-hydrolase	282	C9414_RS00115
NZ_PYUA01000001.1	21091	21682		plus	uncharacterized gene			pseudogene						C9414_RS00120
NZ_PYUA01000001.1	21753	22094		plus	darcynin family protein			protein-coding			WP_107162797.1	darcynin family protein	113	C9414_RS00125
NZ_PYUA01000001.1	22200	22706		plus	LURP-one-related family protein			protein-coding			WP_058838369.1	LURP-one-related family protein	168	C9414_RS00130
NZ_PYUA01000001.1	22715	23590		plus	LysR family transcriptional regulator			protein-coding			WP_241768950.1	LysR family transcriptional regulator	291	C9414_RS00135
NZ_PYUA01000001.1	23631	24527		minus	PhzF family phenazine biosynthesis protein			protein-coding			WP_107162798.1	PhzF family phenazine biosynthesis protein	298	C9414_RS00140
NZ_PYUA01000001.1	24770	26953		plus	hypothetical protein			protein-coding			WP_107162799.1	hypothetical protein	727	C9414_RS00145
NZ_PYUA01000001.1	27056	28066		plus	hypothetical protein			protein-coding			WP_181286086.1	hypothetical protein	336	C9414_RS00150
NZ_PYUA01000001.1	28118	28828		minus	GntR family transcriptional regulator			protein-coding			WP_039182781.1	GntR family transcriptional regulator	236	C9414_RS00155
NZ_PYUA01000001.1	28984	30882		plus	beta-glucoside-specific PTS transporter subunit IIABC			protein-coding			WP_107162800.1	beta-glucoside-specific PTS transporter subunit IIABC	632	C9414_RS00160
NZ_PYUA01000001.1	30892	32331		plus	6-phospho-beta-glucosidase BglA	bglA		protein-coding			WP_107162801.1	6-phospho-beta-glucosidase BglA	479	C9414_RS00165
NZ_PYUA01000001.1	32383	32544		minus	hypothetical protein			protein-coding			WP_224930891.1	hypothetical protein	53	C9414_RS20420
NZ_PYUA01000001.1	32706	33944		plus	TerD family protein			protein-coding			WP_107162802.1	TerD family protein	412	C9414_RS00170
NZ_PYUA01000001.1	34541	35155		plus	hypothetical protein			protein-coding			WP_039182765.1	hypothetical protein	204	C9414_RS00180
NZ_PYUA01000001.1	35496	36689		plus	MFS transporter			protein-coding			WP_064498928.1	MFS transporter	397	C9414_RS00185
NZ_PYUA01000001.1	36731	37633		minus	shikimate dehydrogenase			protein-coding			WP_024423990.1	shikimate dehydrogenase	300	C9414_RS00190
NZ_PYUA01000001.1	37652	38833		minus	MFS transporter			protein-coding			WP_047203751.1	MFS transporter	393	C9414_RS00195
NZ_PYUA01000001.1	39281	40297		minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_047203749.1	LacI family DNA-binding transcriptional regulator	338	C9414_RS00205
NZ_PYUA01000001.1	40805	42151		plus	amino acid permease			protein-coding			WP_047203748.1	amino acid permease	448	C9414_RS00210
NZ_PYUA01000001.1	42198	42878		minus	DUF3169 family protein			protein-coding			WP_107162804.1	DUF3169 family protein	226	C9414_RS00215
NZ_PYUA01000001.1	42875	43081		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_003215336.1	helix-turn-helix transcriptional regulator	68	C9414_RS00220
NZ_PYUA01000001.1	43253	43876		plus	CoA pyrophosphatase			protein-coding			WP_047203752.1	CoA pyrophosphatase	207	C9414_RS00225
NZ_PYUA01000001.1	43888	44370		minus	DUF4188 domain-containing protein			protein-coding			WP_064498931.1	DUF4188 domain-containing protein	160	C9414_RS00230
NZ_PYUA01000001.1	44375	44926		minus	PadR family transcriptional regulator			protein-coding			WP_047203745.1	PadR family transcriptional regulator	183	C9414_RS00235
NZ_PYUA01000001.1	45081	45974		plus	hypothetical protein			protein-coding			WP_107162805.1	hypothetical protein	297	C9414_RS00240
NZ_PYUA01000001.1	46183	47136		plus	hypothetical protein			protein-coding			WP_107162806.1	hypothetical protein	317	C9414_RS00245
NZ_PYUA01000001.1	47478	49337		plus	beta-glucoside-specific PTS transporter subunit IIABC			protein-coding			WP_107162807.1	beta-glucoside-specific PTS transporter subunit IIABC	619	C9414_RS00250
NZ_PYUA01000001.1	49342	50808		plus	glycoside hydrolase family 1 protein			protein-coding			WP_107162808.1	glycoside hydrolase family 1 protein	488	C9414_RS00255
NZ_PYUA01000001.1	50839	51687		plus	PRD domain-containing protein			protein-coding			WP_047203741.1	PRD domain-containing protein	282	C9414_RS00260
NZ_PYUA01000001.1	51782	52960		minus	RapH N-terminal domain-containing protein			protein-coding			WP_107162809.1	RapH N-terminal domain-containing protein	392	C9414_RS00265
NZ_PYUA01000001.1	53616	54377		minus	ABC transporter ATP-binding protein			protein-coding			WP_107162810.1	ABC transporter ATP-binding protein	253	C9414_RS00275
NZ_PYUA01000001.1	54394	56718		minus	ABC transporter permease			protein-coding			WP_107162811.1	ABC transporter permease	774	C9414_RS00280
NZ_PYUA01000001.1	56715	57968		minus	MFS transporter			protein-coding			WP_107162812.1	MFS transporter	417	C9414_RS00285
NZ_PYUA01000001.1	58038	58688		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_047203735.1	TetR/AcrR family transcriptional regulator	216	C9414_RS00290
NZ_PYUA01000001.1	58849	59961		plus	sugar diacid recognition domain-containing protein			protein-coding			WP_107162813.1	sugar diacid recognition domain-containing protein	370	C9414_RS00295
NZ_PYUA01000001.1	60080	61351		plus	GntP family permease			protein-coding			WP_107162814.1	GntP family permease	423	C9414_RS00300
NZ_PYUA01000001.1	61382	62521		plus	glycerate kinase			protein-coding			WP_107162815.1	glycerate kinase	379	C9414_RS00305
NZ_PYUA01000001.1	62614	62952		plus	zinc ribbon domain-containing protein YjdM			protein-coding			WP_024423969.1	zinc ribbon domain-containing protein YjdM	112	C9414_RS00310
NZ_PYUA01000001.1	63204	63725		plus	hypothetical protein			protein-coding			WP_107162816.1	hypothetical protein	173	C9414_RS00315
NZ_PYUA01000001.1	63965	64894		plus	ABC transporter ATP-binding protein			protein-coding			WP_107162817.1	ABC transporter ATP-binding protein	309	C9414_RS00320
NZ_PYUA01000001.1	64891	65841		plus	ABC transporter permease			protein-coding			WP_107162818.1	ABC transporter permease	316	C9414_RS00325
NZ_PYUA01000001.1	65866	66294		plus	DUF4064 domain-containing protein			protein-coding			WP_107162819.1	DUF4064 domain-containing protein	142	C9414_RS00330
NZ_PYUA01000001.1	66336	67664		minus	citrate:proton symporter			protein-coding			WP_064498906.1	citrate:proton symporter	442	C9414_RS00335
NZ_PYUA01000001.1	67949	70015		minus	beta-galactosidase			protein-coding			WP_047203727.1	beta-galactosidase	688	C9414_RS00340
NZ_PYUA01000001.1	70039	71247		minus	glycosyl hydrolase 53 family protein			protein-coding			WP_107162820.1	glycosyl hydrolase 53 family protein	402	C9414_RS00345
NZ_PYUA01000001.1	71259	72101		minus	sugar ABC transporter permease			protein-coding			WP_041087477.1	sugar ABC transporter permease	280	C9414_RS00350
NZ_PYUA01000001.1	72103	73341		minus	sugar ABC transporter permease			protein-coding			WP_047203725.1	sugar ABC transporter permease	412	C9414_RS00355
NZ_PYUA01000001.1	73488	74753		minus	extracellular solute-binding protein			protein-coding			WP_047203724.1	extracellular solute-binding protein	421	C9414_RS00360
NZ_PYUA01000001.1	74926	75921		minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_107162821.1	LacI family DNA-binding transcriptional regulator	331	C9414_RS00365
NZ_PYUA01000001.1	76094	76993		plus	LysR family transcriptional regulator			protein-coding			WP_106025414.1	LysR family transcriptional regulator	299	C9414_RS00370
NZ_PYUA01000001.1	77009	78685		minus	hypothetical protein			protein-coding			WP_039182688.1	hypothetical protein	558	C9414_RS00375
NZ_PYUA01000001.1	78768	79178		minus	hypothetical protein			protein-coding			WP_041087490.1	hypothetical protein	136	C9414_RS00380
NZ_PYUA01000001.1	79191	80675		minus	DUF2974 domain-containing protein			protein-coding			WP_107162822.1	DUF2974 domain-containing protein	494	C9414_RS00385
NZ_PYUA01000001.1	80786	81280		plus	DUF1433 domain-containing protein			protein-coding			WP_107162823.1	DUF1433 domain-containing protein	164	C9414_RS00390
NZ_PYUA01000001.1	81375	82310		plus	nucleoside hydrolase			protein-coding			WP_107162824.1	nucleoside hydrolase	311	C9414_RS00395
NZ_PYUA01000001.1	82402	83259		plus	MurR/RpiR family transcriptional regulator			protein-coding			WP_107162825.1	MurR/RpiR family transcriptional regulator	285	C9414_RS00400
NZ_PYUA01000001.1	83444	84988		plus	gluconokinase	gntK		protein-coding			WP_047203716.1	gluconokinase	514	C9414_RS00405
NZ_PYUA01000001.1	85013	86341		plus	GntP family permease			protein-coding			WP_039182672.1	GntP family permease	442	C9414_RS00410
NZ_PYUA01000001.1	86452	87540		plus	hypothetical protein			protein-coding			WP_181286103.1	hypothetical protein	362	C9414_RS00415
NZ_PYUA01000001.1	87572	88909		minus	amino acid permease			protein-coding			WP_107162827.1	amino acid permease	445	C9414_RS00420
NZ_PYUA01000001.1	89224	90738		plus	PAS domain-containing protein			protein-coding			WP_107162828.1	PAS domain-containing protein	504	C9414_RS00425
NZ_PYUA01000001.1	90778	91761		minus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WP_047203567.1	Gfo/Idh/MocA family oxidoreductase	327	C9414_RS00430
NZ_PYUA01000001.1	91891	92250		minus	MerR family transcriptional regulator			protein-coding			WP_039182663.1	MerR family transcriptional regulator	119	C9414_RS00435
NZ_PYUA01000001.1	92552	93364		plus	sugar-phosphatase	yidA		protein-coding			WP_107162829.1	sugar-phosphatase	270	C9414_RS00440
NZ_PYUA01000001.1	93402	94409		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_107162830.1	helix-turn-helix transcriptional regulator	335	C9414_RS00445
NZ_PYUA01000001.1	94539	95246		plus	class I SAM-dependent methyltransferase			protein-coding			WP_107162831.1	class I SAM-dependent methyltransferase	235	C9414_RS00450
NZ_PYUA01000001.1	95243	96340		plus	saccharopine dehydrogenase NADP-binding domain-containing protein			protein-coding			WP_047203562.1	saccharopine dehydrogenase NADP-binding domain-containing protein	365	C9414_RS00455
NZ_PYUA01000001.1	96414	97676		plus	MFS transporter			protein-coding			WP_107162832.1	MFS transporter	420	C9414_RS00460
NZ_PYUA01000001.1	97825	99648		minus	acyltransferase family protein			protein-coding			WP_107163153.1	acyltransferase family protein	607	C9414_RS00465
NZ_PYUA01000001.1	99888	100763		plus	aldose 1-epimerase family protein			protein-coding			WP_107162833.1	aldose 1-epimerase family protein	291	C9414_RS00470
NZ_PYUA01000001.1	100824	101768		plus	sugar-binding transcriptional regulator			protein-coding			WP_107162834.1	sugar-binding transcriptional regulator	314	C9414_RS00475
NZ_PYUA01000001.1	101853	102524		plus	deoxyribose-phosphate aldolase	deoC		protein-coding			WP_039182640.1	deoxyribose-phosphate aldolase	223	C9414_RS00480
NZ_PYUA01000001.1	102691	103872		plus	NupC/NupG family nucleoside CNT transporter			protein-coding			WP_034281385.1	NupC/NupG family nucleoside CNT transporter	393	C9414_RS00485
NZ_PYUA01000001.1	103898	105199		plus	pyrimidine-nucleoside phosphorylase			protein-coding			WP_039182634.1	pyrimidine-nucleoside phosphorylase	433	C9414_RS00490
NZ_PYUA01000001.1	105340	105824		plus	uncharacterized gene			pseudogene						C9414_RS00495
NZ_PYUA01000001.1	105838	106476		plus	nitroreductase family protein			protein-coding			WP_039182629.1	nitroreductase family protein	212	C9414_RS00500
NZ_PYUA01000001.1	106502	106795		plus	putative quinol monooxygenase			protein-coding			WP_039182626.1	putative quinol monooxygenase	97	C9414_RS00505
NZ_PYUA01000001.1	106985	109366		plus	immune inhibitor A			protein-coding			WP_107162835.1	immune inhibitor A	793	C9414_RS00510
NZ_PYUA01000001.1	109572	109826		plus	ORF6C domain-containing protein			protein-coding			WP_047203551.1	ORF6C domain-containing protein	84	C9414_RS00515
NZ_PYUA01000001.1	109832	110203		plus	DUF1304 domain-containing protein			protein-coding			WP_034281380.1	DUF1304 domain-containing protein	123	C9414_RS00520
NZ_PYUA01000001.1	110239	110403		minus	hypothetical protein			protein-coding			WP_003214630.1	hypothetical protein	54	C9414_RS20080
NZ_PYUA01000001.1	110662	111318		plus	type 1 glutamine amidotransferase domain-containing protein			protein-coding			WP_047203550.1	type 1 glutamine amidotransferase domain-containing protein	218	C9414_RS00525
NZ_PYUA01000001.1	111459	112586		plus	hypothetical protein			protein-coding			WP_107162836.1	hypothetical protein	375	C9414_RS00530
NZ_PYUA01000001.1	112833	113519		plus	thiaminase II	tenA		protein-coding			WP_047202913.1	thiaminase II	228	C9414_RS00535
NZ_PYUA01000001.1	113516	114115		plus	ECF transporter S component			protein-coding			WP_025093768.1	ECF transporter S component	199	C9414_RS00540
NZ_PYUA01000001.1	114090	115688		plus	ABC transporter ATP-binding protein			protein-coding			WP_107162837.1	ABC transporter ATP-binding protein	532	C9414_RS00545
NZ_PYUA01000001.1	115678	116412		plus	energy-coupling factor transporter transmembrane component T			protein-coding			WP_058838430.1	energy-coupling factor transporter transmembrane component T	244	C9414_RS00550
NZ_PYUA01000001.1	116563	117402		plus	methyl-accepting chemotaxis protein			protein-coding			WP_039182599.1	methyl-accepting chemotaxis protein	279	C9414_RS00555
NZ_PYUA01000001.1	117572	118387		plus	YwqG family protein			protein-coding			WP_107162838.1	YwqG family protein	271	C9414_RS00560
NZ_PYUA01000001.1	118623	119456		plus	PRD domain-containing protein			protein-coding			WP_047202918.1	PRD domain-containing protein	277	C9414_RS00565
NZ_PYUA01000001.1	119784	121691		plus	beta-glucoside-specific PTS transporter subunit IIABC			protein-coding			WP_107162839.1	beta-glucoside-specific PTS transporter subunit IIABC	635	C9414_RS00570
NZ_PYUA01000001.1	121663	123081		plus	glycoside hydrolase family 1 protein			protein-coding			WP_107162840.1	glycoside hydrolase family 1 protein	472	C9414_RS00575
NZ_PYUA01000001.1	123296	125479		minus	asparagine synthase (glutamine-hydrolyzing)	asnB		protein-coding			WP_107162841.1	asparagine synthase (glutamine-hydrolyzing)	727	C9414_RS00580
NZ_PYUA01000001.1	125486	126874		minus	MFS transporter			protein-coding			WP_047202922.1	MFS transporter	462	C9414_RS00585
NZ_PYUA01000001.1	126871	127860		minus	GNAT family N-acetyltransferase			protein-coding			WP_107162842.1	GNAT family N-acetyltransferase	329	C9414_RS00590
NZ_PYUA01000001.1	127857	128114		minus	PqqD family protein			protein-coding			WP_047202924.1	PqqD family protein	85	C9414_RS00595
NZ_PYUA01000001.1	128104	128832		minus	class I SAM-dependent methyltransferase			protein-coding			WP_107162843.1	class I SAM-dependent methyltransferase	242	C9414_RS00600
NZ_PYUA01000001.1	129835	130827		plus	cupin domain-containing protein			protein-coding			WP_047202926.1	cupin domain-containing protein	330	C9414_RS00605
NZ_PYUA01000001.1	130980	132101		minus	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase			protein-coding			WP_107162844.1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	373	C9414_RS00610
NZ_PYUA01000001.1	132385	133704		minus	gluconate:H+ symporter			protein-coding			WP_024423918.1	gluconate:H+ symporter	439	C9414_RS00615
NZ_PYUA01000001.1	133755	135176		minus	four-carbon acid sugar kinase family protein			protein-coding			WP_107163154.1	four-carbon acid sugar kinase family protein	473	C9414_RS00620
NZ_PYUA01000001.1	135184	136077		minus	2-hydroxy-3-oxopropionate reductase	garR		protein-coding			WP_107162845.1	2-hydroxy-3-oxopropionate reductase	297	C9414_RS00625
NZ_PYUA01000001.1	136276	137133		minus	MurR/RpiR family transcriptional regulator			protein-coding			WP_181286087.1	MurR/RpiR family transcriptional regulator	285	C9414_RS00630
NZ_PYUA01000001.1	137295	137972		plus	DUF3298 and DUF4163 domain-containing protein			protein-coding			WP_039182576.1	DUF3298 and DUF4163 domain-containing protein	225	C9414_RS00635
NZ_PYUA01000001.1	138056	138235		minus	hypothetical protein			protein-coding			WP_008345664.1	hypothetical protein	59	C9414_RS00640
NZ_PYUA01000001.1	138525	139757		minus	peptidase T	pepT		protein-coding			WP_047202931.1	peptidase T	410	C9414_RS00645
NZ_PYUA01000001.1	139984	140307		plus	WXG100 family type VII secretion target			protein-coding			WP_024427532.1	WXG100 family type VII secretion target	107	C9414_RS00650
NZ_PYUA01000001.1	140312	141508		plus	hypothetical protein			protein-coding			WP_024427531.1	hypothetical protein	398	C9414_RS00655
NZ_PYUA01000001.1	141521	142279		plus	hypothetical protein			protein-coding			WP_058838436.1	hypothetical protein	252	C9414_RS00660
NZ_PYUA01000001.1	142301	142828		plus	YfjD family protein			protein-coding			WP_058838437.1	YfjD family protein	175	C9414_RS00665
NZ_PYUA01000001.1	142928	143392		plus	helix-turn-helix transcriptional regulator			protein-coding			WP_039182560.1	helix-turn-helix transcriptional regulator	154	C9414_RS00670
NZ_PYUA01000001.1	143446	143793		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_039182556.1	helix-turn-helix transcriptional regulator	115	C9414_RS00675
NZ_PYUA01000001.1	143999	144988		plus	asparaginase			protein-coding			WP_024427527.1	asparaginase	329	C9414_RS00680
NZ_PYUA01000001.1	145017	146438		plus	aspartate ammonia-lyase	aspA		protein-coding			WP_039182553.1	aspartate ammonia-lyase	473	C9414_RS00685
NZ_PYUA01000001.1	146584	147990		plus	Na+/H+ antiporter NhaC	nhaC		protein-coding			WP_024427525.1	Na+/H+ antiporter NhaC	468	C9414_RS00690
NZ_PYUA01000001.1	148286	148711		plus	DUF5082 family protein			protein-coding			WP_041118256.1	DUF5082 family protein	141	C9414_RS00695
NZ_PYUA01000001.1	148749	149012		plus	YwqI/YxiC family protein			protein-coding			WP_047202934.1	YwqI/YxiC family protein	87	C9414_RS00700
NZ_PYUA01000001.1	149300	149725		plus	DUF5082 family protein			protein-coding			WP_039182541.1	DUF5082 family protein	141	C9414_RS00705
NZ_PYUA01000001.1	149774	149989		minus	hypothetical protein			protein-coding			WP_235436031.1	hypothetical protein	71	C9414_RS00710
NZ_PYUA01000001.1	150126	152084		plus	BglG family transcription antiterminator			protein-coding			WP_107162846.1	BglG family transcription antiterminator	652	C9414_RS00715
NZ_PYUA01000001.1	152174	153484		plus	PTS transporter subunit EIIC			protein-coding			WP_039182533.1	PTS transporter subunit EIIC	436	C9414_RS00720
NZ_PYUA01000001.1	153516	154949		plus	glycoside hydrolase family 1 protein			protein-coding			WP_107162847.1	glycoside hydrolase family 1 protein	477	C9414_RS00725
NZ_PYUA01000001.1	154962	155285		plus	PTS sugar transporter subunit IIB			protein-coding			WP_107162848.1	PTS sugar transporter subunit IIB	107	C9414_RS00730
NZ_PYUA01000001.1	155305	155634		plus	PTS lactose/cellobiose transporter subunit IIA			protein-coding			WP_024423898.1	PTS lactose/cellobiose transporter subunit IIA	109	C9414_RS00735
NZ_PYUA01000001.1	155715	156548		plus	polysaccharide deacetylase family protein			protein-coding			WP_228280199.1	polysaccharide deacetylase family protein	277	C9414_RS00740
NZ_PYUA01000001.1	156847	157215		plus	VOC family protein			protein-coding			WP_047202939.1	VOC family protein	122	C9414_RS00745
NZ_PYUA01000001.1	157260	158351		minus	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD		protein-coding			WP_107162850.1	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	363	C9414_RS00750
NZ_PYUA01000001.1	158338	159099		minus	GTP cyclohydrolase II			protein-coding			WP_024427515.1	GTP cyclohydrolase II	253	C9414_RS00755
NZ_PYUA01000001.1	159116	159970		minus	VOC family protein			protein-coding			WP_047202941.1	VOC family protein	284	C9414_RS00760
NZ_PYUA01000001.1	160148	160480		plus	helix-turn-helix domain-containing protein			protein-coding			WP_047202942.1	helix-turn-helix domain-containing protein	110	C9414_RS00765
NZ_PYUA01000001.1	160851	161309		plus	NEAT domain-containing protein			protein-coding			WP_047202943.1	NEAT domain-containing protein	152	C9414_RS00770
NZ_PYUA01000001.1	161330	161986		plus	heme uptake protein IsdC	isdC		protein-coding			WP_047202944.1	heme uptake protein IsdC	218	C9414_RS00775
NZ_PYUA01000001.1	162006	163862		plus	NEAT domain-containing protein			protein-coding			WP_107162851.1	NEAT domain-containing protein	618	C9414_RS00780
NZ_PYUA01000001.1	163939	164826		plus	heme ABC transporter substrate-binding protein IsdE	isdE		protein-coding			WP_107162852.1	heme ABC transporter substrate-binding protein IsdE	295	C9414_RS00785
NZ_PYUA01000001.1	164861	165847		plus	iron ABC transporter permease			protein-coding			WP_107162853.1	iron ABC transporter permease	328	C9414_RS00790
NZ_PYUA01000001.1	165834	166604		plus	ABC transporter ATP-binding protein			protein-coding			WP_041087616.1	ABC transporter ATP-binding protein	256	C9414_RS00795
NZ_PYUA01000001.1	166631	167380		plus	class B sortase	srtB		protein-coding			WP_107162854.1	class B sortase	249	C9414_RS00800
NZ_PYUA01000001.1	167399	168337		plus	ABC transporter substrate-binding protein			protein-coding			WP_047202948.1	ABC transporter substrate-binding protein	312	C9414_RS00805
NZ_PYUA01000001.1	168334	169347		plus	iron ABC transporter permease			protein-coding			WP_047202949.1	iron ABC transporter permease	337	C9414_RS00810
NZ_PYUA01000001.1	169355	170470		plus	heme oxygenase			protein-coding			WP_269773774.1	heme oxygenase	371	C9414_RS20600
NZ_PYUA01000001.1	170794	172209		plus	cytochrome ubiquinol oxidase subunit I			protein-coding			WP_039182485.1	cytochrome ubiquinol oxidase subunit I	471	C9414_RS00820
NZ_PYUA01000001.1	172196	173212		plus	cytochrome d ubiquinol oxidase subunit II	cydB		protein-coding			WP_047202951.1	cytochrome d ubiquinol oxidase subunit II	338	C9414_RS00825
NZ_PYUA01000001.1	173212	174948		plus	thiol reductant ABC exporter subunit CydD	cydD		protein-coding			WP_107162856.1	thiol reductant ABC exporter subunit CydD	578	C9414_RS00830
NZ_PYUA01000001.1	174938	176671		plus	thiol reductant ABC exporter subunit CydC	cydC		protein-coding			WP_107162857.1	thiol reductant ABC exporter subunit CydC	577	C9414_RS00835
NZ_PYUA01000001.1	176725	177762		minus	pectate lyase			protein-coding			WP_064498828.1	pectate lyase	345	C9414_RS00840
NZ_PYUA01000001.1	178215	178748		plus	RNA polymerase sigma factor SigY	sigY		protein-coding			WP_107162858.1	RNA polymerase sigma factor SigY	177	C9414_RS00845
NZ_PYUA01000001.1	178745	179056		plus	YxlC family protein			protein-coding			WP_047202956.1	YxlC family protein	103	C9414_RS00850
NZ_PYUA01000001.1	179053	179265		plus	transcriptional regulator			protein-coding			WP_107162859.1	transcriptional regulator	70	C9414_RS00855
NZ_PYUA01000001.1	179577	180947		plus	NADP-specific glutamate dehydrogenase	gdhA		protein-coding			WP_041087641.1	NADP-specific glutamate dehydrogenase	456	C9414_RS00860
NZ_PYUA01000001.1	181030	181143		plus	hypothetical protein			protein-coding			WP_223250414.1	hypothetical protein	37	C9414_RS20435
NZ_PYUA01000001.1	181267	182658		plus	copper amine oxidase			protein-coding			WP_107162860.1	copper amine oxidase	463	C9414_RS00865
NZ_PYUA01000001.1	182718	183332		plus	class F sortase			protein-coding			WP_107162861.1	class F sortase	204	C9414_RS00870
NZ_PYUA01000001.1	183567	185510		plus	BglG family transcription antiterminator			protein-coding			WP_107162862.1	BglG family transcription antiterminator	647	C9414_RS00875
NZ_PYUA01000001.1	185633	185938		plus	PTS sugar transporter subunit IIB			protein-coding			WP_003214824.1	PTS sugar transporter subunit IIB	101	C9414_RS00880
NZ_PYUA01000001.1	185953	187302		plus	PTS cellobiose transporter subunit IIC	celB		protein-coding			WP_024423868.1	PTS cellobiose transporter subunit IIC	449	C9414_RS00885
NZ_PYUA01000001.1	187329	187655		plus	PTS lactose/cellobiose transporter subunit IIA			protein-coding			WP_039182451.1	PTS lactose/cellobiose transporter subunit IIA	108	C9414_RS00890
NZ_PYUA01000001.1	187652	188980		plus	6-phospho-beta-glucosidase			protein-coding			WP_047202962.1	6-phospho-beta-glucosidase	442	C9414_RS00895
NZ_PYUA01000001.1	189103	189501		plus	hypothetical protein			protein-coding			WP_047202963.1	hypothetical protein	132	C9414_RS00900
NZ_PYUA01000001.1	189521	189715		minus	hypothetical protein			protein-coding			WP_107162863.1	hypothetical protein	64	C9414_RS00905
NZ_PYUA01000001.1	189811	190902		minus	branched-chain amino acid aminotransferase			protein-coding			WP_039182437.1	branched-chain amino acid aminotransferase	363	C9414_RS00910
