Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP065688.1	55016	56008		minus	galactose/glucose ABC transporter substrate-binding protein MglB	mglB		protein-coding			WP_013812178.1	galactose/glucose ABC transporter substrate-binding protein MglB	330	I6G52_RS00200
NZ_CP065688.1	56263	57300		minus	HTH-type transcriptional regulator GalS	galS		protein-coding			WP_063199953.1	HTH-type transcriptional regulator GalS	345	I6G52_RS00205
NZ_CP065688.1	57430	58611		minus	DUF418 family protein			protein-coding			WP_037432502.1	DUF418 family protein	393	I6G52_RS00210
NZ_CP065688.1	58801	59466		minus	GTP cyclohydrolase I FolE	folE		protein-coding			WP_004942347.1	GTP cyclohydrolase I FolE	221	I6G52_RS00215
NZ_CP065688.1	59714	60871		minus	YbfB/YjiJ family MFS transporter			protein-coding			WP_062870253.1	YbfB/YjiJ family MFS transporter	385	I6G52_RS00220
NZ_CP065688.1	60979	61896		plus	LysR family transcriptional regulator			protein-coding			WP_063199956.1	LysR family transcriptional regulator	305	I6G52_RS00225
NZ_CP065688.1	61925	63052		plus	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase			protein-coding			WP_062870249.1	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	375	I6G52_RS00230
NZ_CP065688.1	63067	63909		plus	S-formylglutathione hydrolase	fghA		protein-coding			WP_004942338.1	S-formylglutathione hydrolase	280	I6G52_RS00235
NZ_CP065688.1	63943	64260		minus	CcdB family protein			protein-coding			WP_013812173.1	CcdB family protein	105	I6G52_RS00240
NZ_CP065688.1	64263	64499		minus	type II toxin-antitoxin system CcdA family antitoxin			protein-coding			WP_063199959.1	type II toxin-antitoxin system CcdA family antitoxin	78	I6G52_RS00245
NZ_CP065688.1	64644	65552		minus	glutathione ABC transporter permease GsiD	gsiD		protein-coding			WP_174523958.1	glutathione ABC transporter permease GsiD	302	I6G52_RS00250
NZ_CP065688.1	65562	66482		minus	glutathione ABC transporter permease GsiC	gsiC		protein-coding			WP_062870247.1	glutathione ABC transporter permease GsiC	306	I6G52_RS00255
NZ_CP065688.1	66535	68073		minus	glutathione ABC transporter substrate-binding protein GsiB	gsiB		protein-coding			WP_004942332.1	glutathione ABC transporter substrate-binding protein GsiB	512	I6G52_RS00260
NZ_CP065688.1	68097	69974		minus	dipeptide ABC transporter ATP-binding protein			protein-coding			WP_063199962.1	dipeptide ABC transporter ATP-binding protein	625	I6G52_RS00265
NZ_CP065688.1	69994	70950		minus	isoaspartyl peptidase/L-asparaginase			protein-coding			WP_063199964.1	isoaspartyl peptidase/L-asparaginase	318	I6G52_RS00270
NZ_CP065688.1	71372	71908		minus	DUF924 family protein			protein-coding			WP_063199967.1	DUF924 family protein	178	I6G52_RS00275
NZ_CP065688.1	72023	73261		plus	molybdopterin molybdotransferase MoeA	moeA		protein-coding			WP_063199970.1	molybdopterin molybdotransferase MoeA	412	I6G52_RS00280
NZ_CP065688.1	73264	74019		plus	molybdopterin-synthase adenylyltransferase MoeB	moeB		protein-coding			WP_063199973.1	molybdopterin-synthase adenylyltransferase MoeB	251	I6G52_RS00285
NZ_CP065688.1	74908	76500		minus	ABC-F family ATPase			protein-coding			WP_073972047.1	ABC-F family ATPase	530	I6G52_RS00290
NZ_CP065688.1	76762	77187		minus	MchS3 family protein	mchS3		protein-coding			WP_063200077.1	MchS3 family protein	141	I6G52_RS00295
NZ_CP065688.1	77438	77620		minus	hypothetical protein			protein-coding			WP_063199981.1	hypothetical protein	60	I6G52_RS00300
NZ_CP065688.1	78278	79585		plus	MFS transporter			protein-coding			WP_063199984.1	MFS transporter	435	I6G52_RS00305
NZ_CP065688.1	79619	80050		plus	hypothetical protein			protein-coding			WP_063199988.1	hypothetical protein	143	I6G52_RS00310
NZ_CP065688.1	80147	80647		minus	ATP-binding protein			protein-coding			WP_063199991.1	ATP-binding protein	166	I6G52_RS00315
NZ_CP065688.1	80843	81190		minus	antibiotic biosynthesis monooxygenase			protein-coding			WP_063199994.1	antibiotic biosynthesis monooxygenase	115	I6G52_RS00320
NZ_CP065688.1	81265	81948		plus	helix-turn-helix transcriptional regulator			protein-coding			WP_063199997.1	helix-turn-helix transcriptional regulator	227	I6G52_RS00325
NZ_CP065688.1	82012	82719		plus	glutathione S-transferase N-terminal domain-containing protein			protein-coding			WP_062870217.1	glutathione S-transferase N-terminal domain-containing protein	235	I6G52_RS00330
NZ_CP065688.1	82858	84285		plus	alkaline phosphatase	phoA		protein-coding			WP_063200000.1	alkaline phosphatase	475	I6G52_RS00335
NZ_CP065688.1	84437	84997		plus	GNAT family protein			protein-coding			WP_063200003.1	GNAT family protein	186	I6G52_RS00340
NZ_CP065688.1	85004	85627		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_063200080.1	TetR/AcrR family transcriptional regulator	207	I6G52_RS00345
NZ_CP065688.1	85725	86564		plus	NAD(P)H-binding protein			protein-coding			WP_063200006.1	NAD(P)H-binding protein	279	I6G52_RS00350
NZ_CP065688.1	86999	88576		plus	malate:quinone oxidoreductase			protein-coding			WP_063200009.1	malate:quinone oxidoreductase	525	I6G52_RS00355
NZ_CP065688.1	88782	89240		plus	helix-turn-helix domain-containing protein			protein-coding			WP_063200010.1	helix-turn-helix domain-containing protein	152	I6G52_RS00360
NZ_CP065688.1	89302	90198		minus	fimbrial protein			protein-coding			WP_232246021.1	fimbrial protein	298	I6G52_RS00365
NZ_CP065688.1	90336	92900		minus	fimbrial biogenesis outer membrane usher protein			protein-coding			WP_063200017.1	fimbrial biogenesis outer membrane usher protein	854	I6G52_RS00370
NZ_CP065688.1	92979	93707		minus	fimbria/pilus periplasmic chaperone			protein-coding			WP_004942286.1	fimbria/pilus periplasmic chaperone	242	I6G52_RS00375
NZ_CP065688.1	93772	94329		minus	fimbrial protein			protein-coding			WP_120978375.1	fimbrial protein	185	I6G52_RS00380
NZ_CP065688.1	94803	95519		plus	EAL domain-containing protein			protein-coding			WP_063200023.1	EAL domain-containing protein	238	I6G52_RS00385
NZ_CP065688.1	95542	96132		plus	hypothetical protein			protein-coding			WP_004942281.1	hypothetical protein	196	I6G52_RS00390
NZ_CP065688.1	96309	97937		plus	FMN-binding glutamate synthase family protein			protein-coding			WP_063200026.1	FMN-binding glutamate synthase family protein	542	I6G52_RS00395
NZ_CP065688.1	98034	99701		minus	choline dehydrogenase	betA		protein-coding			WP_063200029.1	choline dehydrogenase	555	I6G52_RS00400
NZ_CP065688.1	99923	101395		minus	betaine-aldehyde dehydrogenase	betB		protein-coding			WP_063200032.1	betaine-aldehyde dehydrogenase	490	I6G52_RS00405
NZ_CP065688.1	101416	102012		minus	transcriptional regulator BetI	betI		protein-coding			WP_063200035.1	transcriptional regulator BetI	198	I6G52_RS00410
NZ_CP065688.1	102403	104439		plus	choline transporter			protein-coding			WP_062870190.1	choline transporter	678	I6G52_RS00415
NZ_CP065688.1	104777	107809		plus	DUF4214 domain-containing protein			protein-coding			WP_063200036.1	DUF4214 domain-containing protein	1010	I6G52_RS00420
NZ_CP065688.1	108318	111356		plus	DUF4214 domain-containing protein			protein-coding			WP_063200039.1	DUF4214 domain-containing protein	1012	I6G52_RS00425
NZ_CP065688.1	111605	113041		minus	heavy metal sensor histidine kinase			protein-coding			WP_063200042.1	heavy metal sensor histidine kinase	478	I6G52_RS00430
NZ_CP065688.1	113038	113709		minus	heavy metal response regulator transcription factor			protein-coding			WP_004942258.1	heavy metal response regulator transcription factor	223	I6G52_RS00435
NZ_CP065688.1	113850	114476		plus	hypothetical protein			protein-coding			WP_063200045.1	hypothetical protein	208	I6G52_RS00440
NZ_CP065688.1	114491	115096		plus	cytochrome b/b6 domain-containing protein			protein-coding			WP_063200048.1	cytochrome b/b6 domain-containing protein	201	I6G52_RS00445
NZ_CP065688.1	115089	115856		plus	molybdopterin-dependent oxidoreductase			protein-coding			WP_062870186.1	molybdopterin-dependent oxidoreductase	255	I6G52_RS00450
NZ_CP065688.1	115981	116514		plus	hypothetical protein			protein-coding			WP_063200050.1	hypothetical protein	177	I6G52_RS00455
NZ_CP065688.1	116894	117670		plus	HPr family phosphocarrier protein			protein-coding			WP_063200056.1	HPr family phosphocarrier protein	258	I6G52_RS00460
NZ_CP065688.1	117737	118267		plus	GNAT family N-acetyltransferase			protein-coding			WP_062870183.1	GNAT family N-acetyltransferase	176	I6G52_RS00465
NZ_CP065688.1	118277	119152		minus	LysR family transcriptional regulator			protein-coding			WP_037432492.1	LysR family transcriptional regulator	291	I6G52_RS00470
NZ_CP065688.1	119246	120229		plus	nitrilase family protein			protein-coding			WP_063200059.1	nitrilase family protein	327	I6G52_RS00475
NZ_CP065688.1	120327	120845		minus	outer membrane protein OmpX	ompX		protein-coding			WP_013812125.1	outer membrane protein OmpX	172	I6G52_RS00480
NZ_CP065688.1	121245	122132		plus	threonine/homoserine exporter RhtA	rhtA		protein-coding			WP_004942245.1	threonine/homoserine exporter RhtA	295	I6G52_RS00485
NZ_CP065688.1	122274	122771		plus	N-acetylneuraminate anomerase	nanQ		protein-coding			WP_062870179.1	N-acetylneuraminate anomerase	165	I6G52_RS00490
NZ_CP065688.1	122746	123285		minus	(d)CMP kinase			protein-coding			WP_063200062.1	(d)CMP kinase	179	I6G52_RS00495
NZ_CP065688.1	123682	124185		plus	DNA starvation/stationary phase protection protein Dps	dps		protein-coding			WP_006324338.1	DNA starvation/stationary phase protection protein Dps	167	I6G52_RS00500
NZ_CP065688.1	124374	124640		plus	DksA/TraR family C4-type zinc finger protein			protein-coding			WP_062870175.1	DksA/TraR family C4-type zinc finger protein	88	I6G52_RS00505
NZ_CP065688.1	125012	125755		plus	glutamine ABC transporter substrate-binding protein GlnH	glnH		protein-coding			WP_006324335.1	glutamine ABC transporter substrate-binding protein GlnH	247	I6G52_RS00510
NZ_CP065688.1	125861	126520		plus	glutamine ABC transporter permease GlnP	glnP		protein-coding			WP_004942232.1	glutamine ABC transporter permease GlnP	219	I6G52_RS00515
NZ_CP065688.1	126517	127239		plus	glutamine ABC transporter ATP-binding protein GlnQ	glnQ		protein-coding			WP_004942230.1	glutamine ABC transporter ATP-binding protein GlnQ	240	I6G52_RS00520
NZ_CP065688.1	127425	128390		minus	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	rlmF		protein-coding			WP_063200065.1	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	321	I6G52_RS00525
NZ_CP065688.1	128511	129149		plus	flavin reductase family protein			protein-coding			WP_004942223.1	flavin reductase family protein	212	I6G52_RS00530
NZ_CP065688.1	129315	129575		plus	DUF1471 domain-containing protein			protein-coding			WP_063200069.1	DUF1471 domain-containing protein	86	I6G52_RS00535
NZ_CP065688.1	129642	131498		minus	M3 family metallopeptidase			protein-coding			WP_063201498.1	M3 family metallopeptidase	618	I6G52_RS00540
NZ_CP065688.1	131548	132507		minus	DNA-binding protein YbiB	ybiB		protein-coding			WP_063201502.1	DNA-binding protein YbiB	319	I6G52_RS00545
NZ_CP065688.1	132548	133180		minus	FMN-binding negative transcriptional regulator			protein-coding			WP_063201506.1	FMN-binding negative transcriptional regulator	210	I6G52_RS00550
NZ_CP065688.1	133241	134662		minus	MFS transporter			protein-coding			WP_063201509.1	MFS transporter	473	I6G52_RS00555
NZ_CP065688.1	134760	135596		plus	helix-turn-helix transcriptional regulator			protein-coding			WP_063201512.1	helix-turn-helix transcriptional regulator	278	I6G52_RS00560
NZ_CP065688.1	135599	136228		minus	LysE family translocator			protein-coding			WP_004942207.1	LysE family translocator	209	I6G52_RS00565
NZ_CP065688.1	136302	137216		minus	LysR family transcriptional regulator			protein-coding			WP_063201516.1	LysR family transcriptional regulator	304	I6G52_RS00570
NZ_CP065688.1	137329	138681		plus	DHA2 family efflux MFS transporter permease subunit			protein-coding			WP_063201519.1	DHA2 family efflux MFS transporter permease subunit	450	I6G52_RS00575
NZ_CP065688.1	138640	139554		minus	DMT family transporter			protein-coding			WP_063201522.1	DMT family transporter	304	I6G52_RS00580
NZ_CP065688.1	139692	140126		plus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_004942199.1	Lrp/AsnC family transcriptional regulator	144	I6G52_RS00585
NZ_CP065688.1	140127	142325		minus	ATP-dependent DNA helicase DinG	dinG		protein-coding			WP_006324320.1	ATP-dependent DNA helicase DinG	732	I6G52_RS00590
NZ_CP065688.1	142393	142785		minus	tautomerase family protein			protein-coding			WP_004942196.1	tautomerase family protein	130	I6G52_RS00595
NZ_CP065688.1	142790	143107		minus	carboxymuconolactone decarboxylase family protein			protein-coding			WP_004942194.1	carboxymuconolactone decarboxylase family protein	105	I6G52_RS00600
NZ_CP065688.1	143500	144597		plus	porin OmpC	ompC		protein-coding			WP_063201525.1	porin OmpC	365	I6G52_RS00605
NZ_CP065688.1	144867	145715		plus	GNAT family N-acetyltransferase			protein-coding			WP_063201528.1	GNAT family N-acetyltransferase	282	I6G52_RS00610
NZ_CP065688.1	145756	146571		plus	5'-nucleotidase, lipoprotein e(P4) family			protein-coding			WP_063201531.1	5'-nucleotidase, lipoprotein e(P4) family	271	I6G52_RS00615
NZ_CP065688.1	146617	147069		minus	GNAT family N-acetyltransferase			protein-coding			WP_081113166.1	GNAT family N-acetyltransferase	150	I6G52_RS00620
NZ_CP065688.1	147066	147584		minus	GNAT family N-acetyltransferase			protein-coding			WP_063201534.1	GNAT family N-acetyltransferase	172	I6G52_RS00625
NZ_CP065688.1	147587	148156		minus	XRE family transcriptional regulator			protein-coding			WP_062870141.1	XRE family transcriptional regulator	189	I6G52_RS00630
NZ_CP065688.1	148226	148537		minus	AzlD domain-containing protein			protein-coding			WP_063201537.1	AzlD domain-containing protein	103	I6G52_RS00635
NZ_CP065688.1	148534	149244		minus	AzlC family ABC transporter permease			protein-coding			WP_063201540.1	AzlC family ABC transporter permease	236	I6G52_RS00640
NZ_CP065688.1	149315	150160		minus	AraC family transcriptional regulator			protein-coding			WP_062870134.1	AraC family transcriptional regulator	281	I6G52_RS00645
NZ_CP065688.1	150194	151645		minus	MFS transporter			protein-coding			WP_006324311.1	MFS transporter	483	I6G52_RS00650
NZ_CP065688.1	151750	152403		plus	transcriptional regulator			protein-coding			WP_062870132.1	transcriptional regulator	217	I6G52_RS00655
NZ_CP065688.1	152438	152929		plus	DUF2878 domain-containing protein			protein-coding			WP_062870130.1	DUF2878 domain-containing protein	163	I6G52_RS00660
NZ_CP065688.1	153078	153989		plus	drug/metabolite exporter YedA	yedA		protein-coding			WP_063201544.1	drug/metabolite exporter YedA	303	I6G52_RS00665
NZ_CP065688.1	154136	154312		plus	hypothetical protein			protein-coding			WP_169800863.1	hypothetical protein	58	I6G52_RS00670
NZ_CP065688.1	154300	155211		minus	LysR family transcriptional regulator			protein-coding			WP_062870126.1	LysR family transcriptional regulator	303	I6G52_RS00675
NZ_CP065688.1	155340	156068		plus	SDR family oxidoreductase			protein-coding			WP_063201547.1	SDR family oxidoreductase	242	I6G52_RS00680
NZ_CP065688.1	156386	157236		plus	uncharacterized gene			pseudogene						I6G52_RS00685
NZ_CP065688.1	157220	157684		plus	DUF943 family protein			protein-coding			WP_063201550.1	DUF943 family protein	154	I6G52_RS00690
NZ_CP065688.1	157685	157798		plus	uncharacterized gene			pseudogene						I6G52_RS24960
NZ_CP065688.1	157996	158778		minus	PhnD/SsuA/transferrin family substrate-binding protein			protein-coding			WP_063201554.1	PhnD/SsuA/transferrin family substrate-binding protein	260	I6G52_RS00695
NZ_CP065688.1	158784	159560		minus	ABC transporter permease			protein-coding			WP_062870118.1	ABC transporter permease	258	I6G52_RS00700
NZ_CP065688.1	159557	160492		minus	ABC transporter ATP-binding protein			protein-coding			WP_063201557.1	ABC transporter ATP-binding protein	311	I6G52_RS00705
NZ_CP065688.1	160489	161649		minus	ABC transporter permease			protein-coding			WP_062870114.1	ABC transporter permease	386	I6G52_RS00710
NZ_CP065688.1	161723	162655		minus	ABC transporter substrate-binding protein			protein-coding			WP_062870112.1	ABC transporter substrate-binding protein	310	I6G52_RS00715
NZ_CP065688.1	162685	163752		minus	fatty acid desaturase			protein-coding			WP_063201560.1	fatty acid desaturase	355	I6G52_RS00720
NZ_CP065688.1	163841	164317		minus	OsmC family protein			protein-coding			WP_063201563.1	OsmC family protein	158	I6G52_RS00725
NZ_CP065688.1	164549	165337		plus	PhzF family phenazine biosynthesis protein			protein-coding			WP_063201566.1	PhzF family phenazine biosynthesis protein	262	I6G52_RS00730
NZ_CP065688.1	165401	166309		minus	LysR family transcriptional regulator			protein-coding			WP_062870106.1	LysR family transcriptional regulator	302	I6G52_RS00735
NZ_CP065688.1	166449	167093		plus	isochorismatase family protein			protein-coding			WP_063201569.1	isochorismatase family protein	214	I6G52_RS00740
NZ_CP065688.1	167138	167683		plus	antibiotic biosynthesis monooxygenase			protein-coding			WP_063201572.1	antibiotic biosynthesis monooxygenase	181	I6G52_RS00745
NZ_CP065688.1	167910	169040		minus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WP_004942141.1	Gfo/Idh/MocA family oxidoreductase	376	I6G52_RS00750
NZ_CP065688.1	169278	169901		minus	glutathione S-transferase			protein-coding			WP_063201575.1	glutathione S-transferase	207	I6G52_RS00755
NZ_CP065688.1	169914	170102		minus	DUF1127 domain-containing protein			protein-coding			WP_063201579.1	DUF1127 domain-containing protein	62	I6G52_RS00760
NZ_CP065688.1	170279	171733		plus	PLP-dependent aminotransferase family protein			protein-coding			WP_063201582.1	PLP-dependent aminotransferase family protein	484	I6G52_RS00765
NZ_CP065688.1	171816	172838		plus	AraC family transcriptional regulator			protein-coding			WP_063201586.1	AraC family transcriptional regulator	340	I6G52_RS00770
NZ_CP065688.1	172838	173512		plus	epimerase			protein-coding			WP_063201589.1	epimerase	224	I6G52_RS00775
NZ_CP065688.1	173585	174085		plus	DUF523 domain-containing protein			protein-coding			WP_063201592.1	DUF523 domain-containing protein	166	I6G52_RS00780
NZ_CP065688.1	174082	174498		minus	NUDIX hydrolase			protein-coding			WP_063201595.1	NUDIX hydrolase	138	I6G52_RS00785
NZ_CP065688.1	174601	175446		plus	3-mercaptopyruvate sulfurtransferase	sseA		protein-coding			WP_063201598.1	3-mercaptopyruvate sulfurtransferase	281	I6G52_RS00790
NZ_CP065688.1	175443	176312		minus	LysR substrate-binding domain-containing protein			protein-coding			WP_063201836.1	LysR substrate-binding domain-containing protein	289	I6G52_RS00795
NZ_CP065688.1	176418	176987		plus	DUF4865 family protein			protein-coding			WP_063201601.1	DUF4865 family protein	189	I6G52_RS00800
NZ_CP065688.1	177060	178277		plus	FAD-dependent oxidoreductase			protein-coding			WP_063201604.1	FAD-dependent oxidoreductase	405	I6G52_RS00805
NZ_CP065688.1	178368	179006		minus	RES family NAD+ phosphorylase			protein-coding			WP_063201606.1	RES family NAD+ phosphorylase	212	I6G52_RS00810
NZ_CP065688.1	178999	179766		minus	hypothetical protein			protein-coding			WP_063201608.1	hypothetical protein	255	I6G52_RS00815
NZ_CP065688.1	179885	180397		plus	GNAT family N-acetyltransferase			protein-coding			WP_063201611.1	GNAT family N-acetyltransferase	170	I6G52_RS00820
NZ_CP065688.1	180420	182132		minus	acid phosphatase	acpA		protein-coding			WP_063201613.1	acid phosphatase	570	I6G52_RS00825
NZ_CP065688.1	182303	182815		minus	DUF2165 family protein			protein-coding			WP_062870076.1	DUF2165 family protein	170	I6G52_RS00830
NZ_CP065688.1	182956	183219		plus	type II toxin-antitoxin system ParD family antitoxin			protein-coding			WP_063201615.1	type II toxin-antitoxin system ParD family antitoxin	87	I6G52_RS00835
NZ_CP065688.1	183242	183940		minus	urea ABC transporter ATP-binding subunit UrtE	urtE		protein-coding			WP_062870072.1	urea ABC transporter ATP-binding subunit UrtE	232	I6G52_RS00840
NZ_CP065688.1	183950	184756		minus	urea ABC transporter ATP-binding protein UrtD	urtD		protein-coding			WP_063201617.1	urea ABC transporter ATP-binding protein UrtD	268	I6G52_RS00845
NZ_CP065688.1	184753	185829		minus	urea ABC transporter permease subunit UrtC	urtC		protein-coding			WP_063201621.1	urea ABC transporter permease subunit UrtC	358	I6G52_RS00850
NZ_CP065688.1	185829	187349		minus	urea ABC transporter permease subunit UrtB	urtB		protein-coding			WP_232246040.1	urea ABC transporter permease subunit UrtB	506	I6G52_RS00855
NZ_CP065688.1	187498	188766		minus	urea ABC transporter substrate-binding protein	urtA		protein-coding			WP_004942111.1	urea ABC transporter substrate-binding protein	422	I6G52_RS00860
NZ_CP065688.1	188811	189521		minus	GntR family transcriptional regulator			protein-coding			WP_063201630.1	GntR family transcriptional regulator	236	I6G52_RS00865
NZ_CP065688.1	189594	193217		minus	urea carboxylase	uca		protein-coding			WP_063201634.1	urea carboxylase	1207	I6G52_RS00870
NZ_CP065688.1	193286	195154		minus	allophanate hydrolase	atzF		protein-coding			WP_063201638.1	allophanate hydrolase	622	I6G52_RS00875
NZ_CP065688.1	195360	195824		minus	DUF1456 family protein			protein-coding			WP_004942106.1	DUF1456 family protein	154	I6G52_RS00880
NZ_CP065688.1	196050	196949		minus	phosphonate ABC transporter, permease protein PhnE	phnE		protein-coding			WP_063201641.1	phosphonate ABC transporter, permease protein PhnE	299	I6G52_RS00885
