Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PIOJ01000001.1	27075	27305		plus	putative cation transport regulator ChaB	chaB		protein-coding			WP_100696702.1	putative cation transport regulator ChaB	76	CWM62_RS00140
NZ_PIOJ01000001.1	27442	28122		plus	gamma-glutamylcyclotransferase			protein-coding			WP_074385521.1	gamma-glutamylcyclotransferase	226	CWM62_RS00145
NZ_PIOJ01000001.1	28179	28421		minus	DUF1883 domain-containing protein			protein-coding			WP_002910387.1	DUF1883 domain-containing protein	80	CWM62_RS00150
NZ_PIOJ01000001.1	28660	29013		minus	DsrE/DsrF/TusD sulfur relay family protein			protein-coding			WP_064160516.1	DsrE/DsrF/TusD sulfur relay family protein	117	CWM62_RS00155
NZ_PIOJ01000001.1	29082	30263		plus	nitrate regulatory protein NasR	nasR		protein-coding			WP_100696701.1	nitrate regulatory protein NasR	393	CWM62_RS00160
NZ_PIOJ01000001.1	30506	31762		plus	CmpA/NrtA family ABC transporter substrate-binding protein			protein-coding			WP_100696930.1	CmpA/NrtA family ABC transporter substrate-binding protein	418	CWM62_RS00165
NZ_PIOJ01000001.1	31764	32648		plus	nitrate ABC transporter permease	ntrB		protein-coding			WP_100680539.1	nitrate ABC transporter permease	294	CWM62_RS00170
NZ_PIOJ01000001.1	32658	33446		plus	ABC transporter ATP-binding protein			protein-coding			WP_004145418.1	ABC transporter ATP-binding protein	262	CWM62_RS00175
NZ_PIOJ01000001.1	33457	37524		plus	nitrite reductase large subunit NirB	nirB		protein-coding			WP_100680538.1	nitrite reductase large subunit NirB	1355	CWM62_RS00180
NZ_PIOJ01000001.1	37524	40130		plus	nitrate reductase			protein-coding			WP_100680537.1	nitrate reductase	868	CWM62_RS00185
NZ_PIOJ01000001.1	40282	41664		plus	YchO/YchP family invasin			protein-coding			WP_100696699.1	YchO/YchP family invasin	460	CWM62_RS00190
NZ_PIOJ01000001.1	41661	42311		minus	two-component system response regulator NarL	narL		protein-coding			WP_002910198.1	two-component system response regulator NarL	216	CWM62_RS00195
NZ_PIOJ01000001.1	42322	44100		minus	nitrate/nitrite two-component system sensor histidine kinase NarX	narX		protein-coding			WP_061154195.1	nitrate/nitrite two-component system sensor histidine kinase NarX	592	CWM62_RS00200
NZ_PIOJ01000001.1	44412	45800		plus	NarK family nitrate/nitrite MFS transporter			protein-coding			WP_061154196.1	NarK family nitrate/nitrite MFS transporter	462	CWM62_RS00205
NZ_PIOJ01000001.1	46206	49949		plus	nitrate reductase subunit alpha			protein-coding			WP_061154197.1	nitrate reductase subunit alpha	1247	CWM62_RS00210
NZ_PIOJ01000001.1	49946	51481		plus	nitrate reductase subunit beta	narH		protein-coding			WP_061154198.1	nitrate reductase subunit beta	511	CWM62_RS00215
NZ_PIOJ01000001.1	51478	52188		plus	nitrate reductase molybdenum cofactor assembly chaperone	narJ		protein-coding			WP_100680536.1	nitrate reductase molybdenum cofactor assembly chaperone	236	CWM62_RS00220
NZ_PIOJ01000001.1	52188	52865		plus	respiratory nitrate reductase subunit gamma	narI		protein-coding			WP_002910189.1	respiratory nitrate reductase subunit gamma	225	CWM62_RS00225
NZ_PIOJ01000001.1	52862	53758		minus	DMT family transporter			protein-coding			WP_012541354.1	DMT family transporter	298	CWM62_RS00230
NZ_PIOJ01000001.1	53866	54309		plus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_100680535.1	Lrp/AsnC family transcriptional regulator	147	CWM62_RS00235
NZ_PIOJ01000001.1	54493	54624		minus	RtT sRNA			ncRNA						CWM62_RS00240
NZ_PIOJ01000001.1	54694	54825		minus	RtT sRNA			ncRNA						CWM62_RS00245
NZ_PIOJ01000001.1	54869	54953		minus	tRNA-Tyr			tRNA						CWM62_RS00250
NZ_PIOJ01000001.1	54993	55125		minus	RtT sRNA			ncRNA						CWM62_RS00255
NZ_PIOJ01000001.1	55169	55253		minus	tRNA-Tyr			tRNA						CWM62_RS00260
NZ_PIOJ01000001.1	55413	56255		minus	formyltetrahydrofolate deformylase	purU		protein-coding			WP_061154201.1	formyltetrahydrofolate deformylase	280	CWM62_RS00265
NZ_PIOJ01000001.1	56298	56756		minus	YchJ family protein			protein-coding			WP_061154202.1	YchJ family protein	152	CWM62_RS00270
NZ_PIOJ01000001.1	56869	57771		plus	patatin-like phospholipase RssA	rssA		protein-coding			WP_061154203.1	patatin-like phospholipase RssA	300	CWM62_RS00275
NZ_PIOJ01000001.1	57861	58874		plus	two-component system response regulator RssB	rssB		protein-coding			WP_061154204.1	two-component system response regulator RssB	337	CWM62_RS00280
NZ_PIOJ01000001.1	59072	59974		plus	UTP--glucose-1-phosphate uridylyltransferase GalU	galU		protein-coding			WP_061154205.1	UTP--glucose-1-phosphate uridylyltransferase GalU	300	CWM62_RS00285
NZ_PIOJ01000001.1	60098	60505		minus	DNA-binding transcriptional regulator H-NS	hns		protein-coding			WP_002910103.1	DNA-binding transcriptional regulator H-NS	135	CWM62_RS00290
NZ_PIOJ01000001.1	60927	61058		minus	hypothetical protein			protein-coding			WP_165785899.1	hypothetical protein	43	CWM62_RS28120
NZ_PIOJ01000001.1	61066	61683		plus	thymidine kinase	tdk		protein-coding			WP_061156354.1	thymidine kinase	205	CWM62_RS00295
NZ_PIOJ01000001.1	61821	64496		minus	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	adhE		protein-coding			WP_074385535.1	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	891	CWM62_RS00300
NZ_PIOJ01000001.1	64574	64789		plus	hypothetical protein			protein-coding			WP_071839070.1	hypothetical protein	71	CWM62_RS00305
NZ_PIOJ01000001.1	64973	65620		plus	YchE family NAAT transporter			protein-coding			WP_061154207.1	YchE family NAAT transporter	215	CWM62_RS00310
NZ_PIOJ01000001.1	66366	68000		plus	oligopeptide ABC transporter substrate-binding protein OppA	oppA		protein-coding			WP_074385536.1	oligopeptide ABC transporter substrate-binding protein OppA	544	CWM62_RS00315
NZ_PIOJ01000001.1	68086	69006		plus	oligopeptide ABC transporter permease OppB	oppB		protein-coding			WP_061154209.1	oligopeptide ABC transporter permease OppB	306	CWM62_RS00320
NZ_PIOJ01000001.1	69021	69929		plus	oligopeptide ABC transporter permease OppC	oppC		protein-coding			WP_061154210.1	oligopeptide ABC transporter permease OppC	302	CWM62_RS00325
NZ_PIOJ01000001.1	69941	70954		plus	ABC transporter ATP-binding protein			protein-coding			WP_004151853.1	ABC transporter ATP-binding protein	337	CWM62_RS00330
NZ_PIOJ01000001.1	70951	71955		plus	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF	oppF		protein-coding			WP_008804414.1	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF	334	CWM62_RS00335
NZ_PIOJ01000001.1	72010	72837		plus	ion transporter			protein-coding			WP_012541359.1	ion transporter	275	CWM62_RS00340
NZ_PIOJ01000001.1	72901	73230		minus	HI1450 family dsDNA-mimic protein			protein-coding			WP_061154212.1	HI1450 family dsDNA-mimic protein	109	CWM62_RS00345
NZ_PIOJ01000001.1	73265	74725		minus	cardiolipin synthase	cls		protein-coding			WP_008804416.1	cardiolipin synthase	486	CWM62_RS00350
NZ_PIOJ01000001.1	74869	75042		plus	YciY family protein			protein-coding			WP_123235798.1	YciY family protein	57	CWM62_RS27840
NZ_PIOJ01000001.1	75535	76182		minus	YceI family protein			protein-coding			WP_162677339.1	YceI family protein	215	CWM62_RS00360
NZ_PIOJ01000001.1	76900	79329		plus	glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase			protein-coding			WP_100696697.1	glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase	809	CWM62_RS00365
NZ_PIOJ01000001.1	79600	79896		minus	YciI family protein			protein-coding			WP_008804420.1	YciI family protein	98	CWM62_RS00370
NZ_PIOJ01000001.1	80116	80847		plus	TonB system transport protein TonB	tonB		protein-coding			WP_206053112.1	TonB system transport protein TonB	243	CWM62_RS00375
NZ_PIOJ01000001.1	80891	81763		minus	fructosamine kinase family protein			protein-coding			WP_061154217.1	fructosamine kinase family protein	290	CWM62_RS00380
NZ_PIOJ01000001.1	81869	82153		minus	type V toxin-antitoxin system endoribonuclease antitoxin GhoS	ghoS		protein-coding			WP_061154218.1	type V toxin-antitoxin system endoribonuclease antitoxin GhoS	94	CWM62_RS00385
NZ_PIOJ01000001.1	82246	83178		minus	6-phosphofructokinase II	pfkB		protein-coding			WP_074385542.1	6-phosphofructokinase II	310	CWM62_RS00390
NZ_PIOJ01000001.1	83533	84291		plus	YdiY family protein			protein-coding			WP_061154219.1	YdiY family protein	252	CWM62_RS00395
NZ_PIOJ01000001.1	84562	84795		plus	hypothetical protein			protein-coding			WP_100696928.1	hypothetical protein	77	CWM62_RS00400
NZ_PIOJ01000001.1	85228	87156		plus	threonine--tRNA ligase	thrS		protein-coding			WP_061154222.1	threonine--tRNA ligase	642	CWM62_RS00405
NZ_PIOJ01000001.1	87160	87702		plus	translation initiation factor IF-3	infC		protein-coding			WP_012967832.1	translation initiation factor IF-3	180	CWM62_RS00410
NZ_PIOJ01000001.1	87799	87996		plus	50S ribosomal protein L35	rpmI		protein-coding			WP_001124225.1	50S ribosomal protein L35	65	CWM62_RS00415
NZ_PIOJ01000001.1	88047	88403		plus	50S ribosomal protein L20	rplT		protein-coding			WP_000124850.1	50S ribosomal protein L20	118	CWM62_RS00420
NZ_PIOJ01000001.1	88527	88571		plus	pheST operon leader peptide PheM	pheM		protein-coding			WP_001386830.1	pheST operon leader peptide PheM	14	CWM62_RS28125
NZ_PIOJ01000001.1	88710	89693		plus	phenylalanine--tRNA ligase subunit alpha	pheS		protein-coding			WP_008804435.1	phenylalanine--tRNA ligase subunit alpha	327	CWM62_RS00425
NZ_PIOJ01000001.1	89709	92096		plus	phenylalanine--tRNA ligase subunit beta	pheT		protein-coding			WP_100696693.1	phenylalanine--tRNA ligase subunit beta	795	CWM62_RS00430
NZ_PIOJ01000001.1	92101	92400		plus	integration host factor subunit alpha	ihfA		protein-coding			WP_002909098.1	integration host factor subunit alpha	99	CWM62_RS00435
NZ_PIOJ01000001.1	92453	92806		minus	RidA family protein			protein-coding			WP_100696691.1	RidA family protein	117	CWM62_RS00440
NZ_PIOJ01000001.1	92803	94056		minus	D-amino acid dehydrogenase			protein-coding			WP_100696689.1	D-amino acid dehydrogenase	417	CWM62_RS00445
NZ_PIOJ01000001.1	94106	95020		minus	LysR family transcriptional regulator			protein-coding			WP_100696687.1	LysR family transcriptional regulator	304	CWM62_RS00450
NZ_PIOJ01000001.1	95298	96731		plus	gluconate:proton symporter			protein-coding			WP_061154228.1	gluconate:proton symporter	477	CWM62_RS00455
NZ_PIOJ01000001.1	96855	97841		plus	vitamin B12 ABC transporter permease BtuC	btuC		protein-coding			WP_061154229.1	vitamin B12 ABC transporter permease BtuC	328	CWM62_RS00460
NZ_PIOJ01000001.1	97878	98678		minus	MetQ/NlpA family lipoprotein			protein-coding			WP_061154230.1	MetQ/NlpA family lipoprotein	266	CWM62_RS00465
NZ_PIOJ01000001.1	98915	99466		plus	glutathione peroxidase			protein-coding			WP_074385548.1	glutathione peroxidase	183	CWM62_RS00470
NZ_PIOJ01000001.1	99466	100215		plus	vitamin B12 ABC transporter ATP-binding protein BtuD	btuD		protein-coding			WP_100696685.1	vitamin B12 ABC transporter ATP-binding protein BtuD	249	CWM62_RS00475
NZ_PIOJ01000001.1	100297	100761		plus	NlpC/P60 family protein			protein-coding			WP_002909082.1	NlpC/P60 family protein	154	CWM62_RS00480
NZ_PIOJ01000001.1	100875	102317		plus	protein adenylyltransferase SelO	selO		protein-coding			WP_100680526.1	protein adenylyltransferase SelO	480	CWM62_RS00485
NZ_PIOJ01000001.1	102347	102526		minus	hemin uptake protein HemP	hemP		protein-coding			WP_023290103.1	hemin uptake protein HemP	59	CWM62_RS00490
NZ_PIOJ01000001.1	102682	103728		minus	3-deoxy-7-phosphoheptulonate synthase AroH	aroH		protein-coding			WP_061156355.1	3-deoxy-7-phosphoheptulonate synthase AroH	348	CWM62_RS00495
NZ_PIOJ01000001.1	103883	104716		minus	pyruvate, water dikinase regulatory protein			protein-coding			WP_044612763.1	pyruvate, water dikinase regulatory protein	277	CWM62_RS00500
NZ_PIOJ01000001.1	104861	104980		minus	hypothetical protein			protein-coding			WP_077274676.1	hypothetical protein	39	CWM62_RS28130
NZ_PIOJ01000001.1	105056	107434		plus	phosphoenolpyruvate synthase	ppsA		protein-coding			WP_008804447.1	phosphoenolpyruvate synthase	792	CWM62_RS00505
NZ_PIOJ01000001.1	107519	107626		minus	antisense sRNA RprA	rprA		antisense_RNA						CWM62_RS00510
NZ_PIOJ01000001.1	107816	108928		minus	AI-2E family transporter YdiK	ydiK		protein-coding			WP_100696683.1	AI-2E family transporter YdiK	370	CWM62_RS00515
NZ_PIOJ01000001.1	109147	112203		plus	FAD-binding and (Fe-S)-binding domain-containing protein			protein-coding			WP_100696681.1	FAD-binding and (Fe-S)-binding domain-containing protein	1018	CWM62_RS00520
NZ_PIOJ01000001.1	112200	112610		plus	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	menI		protein-coding			WP_023290099.1	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	136	CWM62_RS00525
NZ_PIOJ01000001.1	112814	113062		plus	GlsB/YeaQ/YmgE family stress response membrane protein			protein-coding			WP_002909014.1	GlsB/YeaQ/YmgE family stress response membrane protein	82	CWM62_RS00530
NZ_PIOJ01000001.1	113160	113480		minus	hypothetical protein			protein-coding			WP_061154234.1	hypothetical protein	106	CWM62_RS00535
NZ_PIOJ01000001.1	114089	115069		plus	DUF1852 domain-containing protein			protein-coding			WP_061154235.1	DUF1852 domain-containing protein	326	CWM62_RS00545
NZ_PIOJ01000001.1	115093	116124		plus	methionine synthase			protein-coding			WP_100696679.1	methionine synthase	343	CWM62_RS00550
NZ_PIOJ01000001.1	116209	117396		minus	MFS transporter			protein-coding			WP_165785914.1	MFS transporter	395	CWM62_RS00555
NZ_PIOJ01000001.1	117453	118214		minus	ABC transporter ATP-binding protein			protein-coding			WP_100696675.1	ABC transporter ATP-binding protein	253	CWM62_RS00560
NZ_PIOJ01000001.1	118214	119251		minus	iron ABC transporter permease			protein-coding			WP_100696673.1	iron ABC transporter permease	345	CWM62_RS00565
NZ_PIOJ01000001.1	119251	120249		minus	ABC transporter substrate-binding protein			protein-coding			WP_012967850.1	ABC transporter substrate-binding protein	332	CWM62_RS00570
NZ_PIOJ01000001.1	120408	121319		minus	LysR family transcriptional regulator			protein-coding			WP_100696671.1	LysR family transcriptional regulator	303	CWM62_RS00575
NZ_PIOJ01000001.1	121416	122411		plus	NAD(P)H-binding protein			protein-coding			WP_100696669.1	NAD(P)H-binding protein	331	CWM62_RS00580
NZ_PIOJ01000001.1	122506	123120		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_004143215.1	TetR/AcrR family transcriptional regulator	204	CWM62_RS00585
NZ_PIOJ01000001.1	123195	124304		plus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_100696667.1	efflux RND transporter periplasmic adaptor subunit	369	CWM62_RS00590
NZ_PIOJ01000001.1	124301	127402		plus	efflux RND transporter permease subunit			protein-coding			WP_100696665.1	efflux RND transporter permease subunit	1033	CWM62_RS00595
NZ_PIOJ01000001.1	127458	128642		minus	FMN-dependent L-lactate dehydrogenase LldD	lldD		protein-coding			WP_100696663.1	FMN-dependent L-lactate dehydrogenase LldD	394	CWM62_RS00600
NZ_PIOJ01000001.1	128933	129022		minus	uncharacterized gene			pseudogene						CWM62_RS29020
NZ_PIOJ01000001.1	129021	129218		plus	hypothetical protein			protein-coding			WP_004203090.1	hypothetical protein	65	CWM62_RS00605
NZ_PIOJ01000001.1	129694	130071		plus	Fe-S cluster assembly scaffold SufA	sufA		protein-coding			WP_061154246.1	Fe-S cluster assembly scaffold SufA	125	CWM62_RS00610
NZ_PIOJ01000001.1	130074	131561		plus	Fe-S cluster assembly protein SufB	sufB		protein-coding			WP_008804465.1	Fe-S cluster assembly protein SufB	495	CWM62_RS00615
NZ_PIOJ01000001.1	131578	132324		plus	Fe-S cluster assembly ATPase SufC	sufC		protein-coding			WP_100680516.1	Fe-S cluster assembly ATPase SufC	248	CWM62_RS00620
NZ_PIOJ01000001.1	132299	133573		plus	Fe-S cluster assembly protein SufD	sufD		protein-coding			WP_100696661.1	Fe-S cluster assembly protein SufD	424	CWM62_RS00625
NZ_PIOJ01000001.1	133570	134790		plus	cysteine desulfurase SufS	sufS		protein-coding			WP_100696659.1	cysteine desulfurase SufS	406	CWM62_RS00630
NZ_PIOJ01000001.1	134802	135218		plus	cysteine desulfuration protein SufE	sufE		protein-coding			WP_008804468.1	cysteine desulfuration protein SufE	138	CWM62_RS00635
NZ_PIOJ01000001.1	135319	136305		plus	L,D-transpeptidase family protein			protein-coding			WP_100680513.1	L,D-transpeptidase family protein	328	CWM62_RS00640
NZ_PIOJ01000001.1	136367	136603		minus	major outer membrane lipoprotein			protein-coding			WP_002908860.1	major outer membrane lipoprotein	78	CWM62_RS00645
NZ_PIOJ01000001.1	136916	138328		minus	pyruvate kinase PykF	pykF		protein-coding			WP_012541397.1	pyruvate kinase PykF	470	CWM62_RS00650
NZ_PIOJ01000001.1	138466	138597		plus	hypothetical protein			protein-coding			WP_004217210.1	hypothetical protein	43	CWM62_RS28135
NZ_PIOJ01000001.1	138834	139046		plus	fumarate hydratase FumD	fumD		protein-coding			WP_061154252.1	fumarate hydratase FumD	70	CWM62_RS00655
NZ_PIOJ01000001.1	139064	139702		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_008804472.1	TetR/AcrR family transcriptional regulator	212	CWM62_RS00660
NZ_PIOJ01000001.1	139829	141682		plus	sugar phosphate isomerase/epimerase and 4-hydroxyphenylpyruvate domain-containing protein			protein-coding			WP_100696657.1	sugar phosphate isomerase/epimerase and 4-hydroxyphenylpyruvate domain-containing protein	617	CWM62_RS00665
NZ_PIOJ01000001.1	141754	143076		plus	MFS transporter			protein-coding			WP_061154254.1	MFS transporter	440	CWM62_RS00670
NZ_PIOJ01000001.1	143092	143928		plus	shikimate dehydrogenase			protein-coding			WP_100680511.1	shikimate dehydrogenase	278	CWM62_RS00675
NZ_PIOJ01000001.1	143985	144728		plus	substrate-binding domain-containing protein			protein-coding			WP_100696655.1	substrate-binding domain-containing protein	247	CWM62_RS00680
NZ_PIOJ01000001.1	144712	145461		minus	ABC transporter ATP-binding protein			protein-coding			WP_061154256.1	ABC transporter ATP-binding protein	249	CWM62_RS00685
NZ_PIOJ01000001.1	145458	146465		minus	iron ABC transporter permease			protein-coding			WP_100696653.1	iron ABC transporter permease	335	CWM62_RS00690
NZ_PIOJ01000001.1	146455	147513		minus	ABC transporter substrate-binding protein			protein-coding			WP_100696651.1	ABC transporter substrate-binding protein	352	CWM62_RS00695
NZ_PIOJ01000001.1	147606	148418		minus	DNA-binding transcriptional regulator			protein-coding			WP_100696649.1	DNA-binding transcriptional regulator	270	CWM62_RS00700
NZ_PIOJ01000001.1	148596	150260		plus	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase			protein-coding			WP_100696648.1	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	554	CWM62_RS00705
NZ_PIOJ01000001.1	150262	151206		plus	3-carboxyethylcatechol 2,3-dioxygenase	mhpB		protein-coding			WP_100680505.1	3-carboxyethylcatechol 2,3-dioxygenase	314	CWM62_RS00710
NZ_PIOJ01000001.1	151224	152090		plus	alpha/beta fold hydrolase			protein-coding			WP_100680504.1	alpha/beta fold hydrolase	288	CWM62_RS00715
NZ_PIOJ01000001.1	152101	152907		plus	2-keto-4-pentenoate hydratase	mhpD		protein-coding			WP_100680503.1	2-keto-4-pentenoate hydratase	268	CWM62_RS00720
NZ_PIOJ01000001.1	152900	153850		plus	acetaldehyde dehydrogenase (acetylating)			protein-coding			WP_023297812.1	acetaldehyde dehydrogenase (acetylating)	316	CWM62_RS00725
NZ_PIOJ01000001.1	153847	154863		plus	4-hydroxy-2-oxovalerate aldolase	dmpG		protein-coding			WP_100696646.1	4-hydroxy-2-oxovalerate aldolase	338	CWM62_RS00730
NZ_PIOJ01000001.1	154939	156135		plus	3-(3-hydroxy-phenyl)propionate transporter MhpT	mhpT		protein-coding			WP_100696644.1	3-(3-hydroxy-phenyl)propionate transporter MhpT	398	CWM62_RS00735
NZ_PIOJ01000001.1	156238	156963		plus	polyphenol oxidase family protein			protein-coding			WP_041165350.1	polyphenol oxidase family protein	241	CWM62_RS00740
NZ_PIOJ01000001.1	156976	158556		minus	rhodanese homology domain-containing protein			protein-coding			WP_100696642.1	rhodanese homology domain-containing protein	526	CWM62_RS00745
NZ_PIOJ01000001.1	158562	159164		minus	cysteine dioxygenase			protein-coding			WP_100696640.1	cysteine dioxygenase	200	CWM62_RS00750
NZ_PIOJ01000001.1	159271	160164		plus	LysR family transcriptional regulator			protein-coding			WP_100696639.1	LysR family transcriptional regulator	297	CWM62_RS00755
NZ_PIOJ01000001.1	160309	161404		plus	uncharacterized gene			pseudogene						CWM62_RS00760
NZ_PIOJ01000001.1	161391	162542		plus	acyl-CoA dehydrogenase family protein			protein-coding			WP_165785897.1	acyl-CoA dehydrogenase family protein	383	CWM62_RS00765
NZ_PIOJ01000001.1	162548	163510		plus	ABC transporter substrate-binding protein			protein-coding			WP_023340331.1	ABC transporter substrate-binding protein	320	CWM62_RS00770
NZ_PIOJ01000001.1	163507	164544		plus	ABC transporter substrate-binding protein			protein-coding			WP_100696637.1	ABC transporter substrate-binding protein	345	CWM62_RS00775
NZ_PIOJ01000001.1	164525	165520		plus	ABC transporter permease subunit			protein-coding			WP_100696636.1	ABC transporter permease subunit	331	CWM62_RS00780
NZ_PIOJ01000001.1	165514	166302		plus	ABC transporter ATP-binding protein			protein-coding			WP_100696634.1	ABC transporter ATP-binding protein	262	CWM62_RS00785
NZ_PIOJ01000001.1	166451	168523		minus	TonB-dependent siderophore receptor			protein-coding			WP_087653252.1	TonB-dependent siderophore receptor	690	CWM62_RS00790
NZ_PIOJ01000001.1	169029	169850		plus	ABC transporter ATP-binding protein			protein-coding			WP_100696632.1	ABC transporter ATP-binding protein	273	CWM62_RS00795
NZ_PIOJ01000001.1	169847	170872		plus	iron ABC transporter permease			protein-coding			WP_100696630.1	iron ABC transporter permease	341	CWM62_RS00800
NZ_PIOJ01000001.1	170869	171909		plus	iron ABC transporter permease			protein-coding			WP_100696628.1	iron ABC transporter permease	346	CWM62_RS00805
NZ_PIOJ01000001.1	171899	172876		plus	ABC transporter substrate-binding protein			protein-coding			WP_165785913.1	ABC transporter substrate-binding protein	325	CWM62_RS00810
NZ_PIOJ01000001.1	172842	173775		plus	uncharacterized gene			pseudogene						CWM62_RS00815
NZ_PIOJ01000001.1	173868	174635		plus	basic amino acid ABC transporter substrate-binding protein			protein-coding			WP_004203029.1	basic amino acid ABC transporter substrate-binding protein	255	CWM62_RS00820
NZ_PIOJ01000001.1	174699	175463		plus	amino acid ABC transporter permease			protein-coding			WP_008804505.1	amino acid ABC transporter permease	254	CWM62_RS00825
