Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PIOI01000001.1	46376	46741		plus	cupin domain-containing protein			protein-coding			WP_061155438.1	cupin domain-containing protein	121	CWM60_RS00210
NZ_PIOI01000001.1	47048	48547		plus	APC family permease			protein-coding			WP_061155439.1	APC family permease	499	CWM60_RS00215
NZ_PIOI01000001.1	48525	49067		plus	DUF3156 family protein			protein-coding			WP_100729359.1	DUF3156 family protein	180	CWM60_RS00220
NZ_PIOI01000001.1	49134	49232		minus	uncharacterized gene			pseudogene						CWM60_RS29695
NZ_PIOI01000001.1	49233	49382		minus	uncharacterized gene			pseudogene						CWM60_RS00230
NZ_PIOI01000001.1	49528	50211		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_100729360.1	helix-turn-helix transcriptional regulator	227	CWM60_RS00235
NZ_PIOI01000001.1	50723	51499		plus	SDR family oxidoreductase			protein-coding			WP_100729361.1	SDR family oxidoreductase	258	CWM60_RS00240
NZ_PIOI01000001.1	51525	52316		plus	MoaF C-terminal domain-containing protein			protein-coding			WP_100729362.1	MoaF C-terminal domain-containing protein	263	CWM60_RS00245
NZ_PIOI01000001.1	52867	53820		minus	aldo/keto reductase			protein-coding			WP_074386651.1	aldo/keto reductase	317	CWM60_RS00250
NZ_PIOI01000001.1	53948	54724		minus	ABC transporter substrate-binding protein			protein-coding			WP_074386652.1	ABC transporter substrate-binding protein	258	CWM60_RS00255
NZ_PIOI01000001.1	54744	55922		minus	M20 aminoacylase family protein			protein-coding			WP_100729363.1	M20 aminoacylase family protein	392	CWM60_RS00260
NZ_PIOI01000001.1	56463	56744		plus	YSC84-related protein			protein-coding			WP_229588915.1	YSC84-related protein	93	CWM60_RS29700
NZ_PIOI01000001.1	56908	58452		plus	DUF1593 domain-containing protein			protein-coding			WP_226682233.1	DUF1593 domain-containing protein	514	CWM60_RS00270
NZ_PIOI01000001.1	58546	59562		plus	ROK family transcriptional regulator			protein-coding			WP_100729365.1	ROK family transcriptional regulator	338	CWM60_RS00275
NZ_PIOI01000001.1	59623	60078		minus	RcnB family protein			protein-coding			WP_061155450.1	RcnB family protein	151	CWM60_RS00280
NZ_PIOI01000001.1	60250	60639		minus	hypothetical protein			protein-coding			WP_100729366.1	hypothetical protein	129	CWM60_RS00285
NZ_PIOI01000001.1	60911	62029		plus	ABC transporter substrate-binding protein			protein-coding			WP_100675944.1	ABC transporter substrate-binding protein	372	CWM60_RS00295
NZ_PIOI01000001.1	62090	63118		plus	iron ABC transporter permease			protein-coding			WP_165784186.1	iron ABC transporter permease	342	CWM60_RS00300
NZ_PIOI01000001.1	63115	63912		plus	ABC transporter ATP-binding protein			protein-coding			WP_064179912.1	ABC transporter ATP-binding protein	265	CWM60_RS00305
NZ_PIOI01000001.1	63953	65095		minus	HlyD family secretion protein			protein-coding			WP_100729367.1	HlyD family secretion protein	380	CWM60_RS00310
NZ_PIOI01000001.1	65095	65439		minus	DUF3302 domain-containing protein			protein-coding			WP_100675946.1	DUF3302 domain-containing protein	114	CWM60_RS00315
NZ_PIOI01000001.1	65574	66215		minus	helix-turn-helix domain-containing protein			protein-coding			WP_165785115.1	helix-turn-helix domain-containing protein	213	CWM60_RS00320
NZ_PIOI01000001.1	66454	67377		plus	aminoimidazole riboside kinase			protein-coding			WP_100729369.1	aminoimidazole riboside kinase	307	CWM60_RS00325
NZ_PIOI01000001.1	67545	69062		plus	carbohydrate porin			protein-coding			WP_074386691.1	carbohydrate porin	505	CWM60_RS00330
NZ_PIOI01000001.1	69167	70537		plus	sucrose-specific PTS transporter subunit IIBC			protein-coding			WP_061155459.1	sucrose-specific PTS transporter subunit IIBC	456	CWM60_RS00335
NZ_PIOI01000001.1	70537	71937		plus	sucrose-6-phosphate hydrolase			protein-coding			WP_100729370.1	sucrose-6-phosphate hydrolase	466	CWM60_RS00340
NZ_PIOI01000001.1	71961	72971		plus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_162494424.1	LacI family DNA-binding transcriptional regulator	336	CWM60_RS00345
NZ_PIOI01000001.1	73019	73628		minus	uncharacterized gene			pseudogene						CWM60_RS00350
NZ_PIOI01000001.1	73814	74836		minus	ABC transporter permease			protein-coding			WP_004152946.1	ABC transporter permease	340	CWM60_RS00355
NZ_PIOI01000001.1	74856	76340		minus	sugar ABC transporter ATP-binding protein			protein-coding			WP_004202401.1	sugar ABC transporter ATP-binding protein	494	CWM60_RS00360
NZ_PIOI01000001.1	76373	77296		minus	sugar ABC transporter substrate-binding protein			protein-coding			WP_002892597.1	sugar ABC transporter substrate-binding protein	307	CWM60_RS00365
NZ_PIOI01000001.1	77726	78745		minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_100729372.1	LacI family DNA-binding transcriptional regulator	339	CWM60_RS00370
NZ_PIOI01000001.1	78847	79854		plus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WP_100675951.1	Gfo/Idh/MocA family oxidoreductase	335	CWM60_RS00375
NZ_PIOI01000001.1	80234	81265		minus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WP_100729373.1	Gfo/Idh/MocA family oxidoreductase	343	CWM60_RS00380
NZ_PIOI01000001.1	81275	82447		minus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WP_100729374.1	Gfo/Idh/MocA family oxidoreductase	390	CWM60_RS00385
NZ_PIOI01000001.1	82444	83364		minus	myo-inosose-2 dehydratase	iolE		protein-coding			WP_100729375.1	myo-inosose-2 dehydratase	306	CWM60_RS00390
NZ_PIOI01000001.1	83937	84362		plus	hypothetical protein			protein-coding			WP_074386667.1	hypothetical protein	141	CWM60_RS00395
NZ_PIOI01000001.1	84439	85956		minus	lysine--tRNA ligase	lysS		protein-coding			WP_004202393.1	lysine--tRNA ligase	505	CWM60_RS00400
NZ_PIOI01000001.1	86288	87763		minus	dipeptide permease DtpD	dtpD		protein-coding			WP_100675955.1	dipeptide permease DtpD	491	CWM60_RS00405
NZ_PIOI01000001.1	87825	89972		minus	lysine decarboxylase CadA	cadA		protein-coding			WP_061155471.1	lysine decarboxylase CadA	715	CWM60_RS00410
NZ_PIOI01000001.1	90055	91392		minus	cadaverine/lysine antiporter	cadB		protein-coding			WP_061155472.1	cadaverine/lysine antiporter	445	CWM60_RS00415
NZ_PIOI01000001.1	91758	93320		minus	lysine decarboxylation/transport transcriptional activator CadC	cadC		protein-coding			WP_074386669.1	lysine decarboxylation/transport transcriptional activator CadC	520	CWM60_RS00420
NZ_PIOI01000001.1	93613	93885		minus	DUF1471 domain-containing protein			protein-coding			WP_002892402.1	DUF1471 domain-containing protein	90	CWM60_RS00425
NZ_PIOI01000001.1	93986	94906		minus	Kdo(2)-lipid IV(A) acyltransferase			protein-coding			WP_074386670.1	Kdo(2)-lipid IV(A) acyltransferase	306	CWM60_RS00430
NZ_PIOI01000001.1	95417	96283		plus	GNAT family N-acetyltransferase			protein-coding			WP_100675956.1	GNAT family N-acetyltransferase	288	CWM60_RS00435
NZ_PIOI01000001.1	96306	97331		minus	fimbrial protein			protein-coding			WP_061155477.1	fimbrial protein	341	CWM60_RS00440
NZ_PIOI01000001.1	97333	99768		minus	fimbria/pilus outer membrane usher protein			protein-coding			WP_100729376.1	fimbria/pilus outer membrane usher protein	811	CWM60_RS00445
NZ_PIOI01000001.1	99779	100474		minus	molecular chaperone			protein-coding			WP_100631529.1	molecular chaperone	231	CWM60_RS00450
NZ_PIOI01000001.1	100533	101093		minus	fimbrial protein			protein-coding			WP_074386674.1	fimbrial protein	186	CWM60_RS00455
NZ_PIOI01000001.1	101564	102226		plus	LuxR C-terminal-related transcriptional regulator			protein-coding			WP_074386675.1	LuxR C-terminal-related transcriptional regulator	220	CWM60_RS00460
NZ_PIOI01000001.1	102204	102509		plus	hypothetical protein			protein-coding			WP_070611853.1	hypothetical protein	101	CWM60_RS00465
NZ_PIOI01000001.1	102562	103866		minus	citrate synthase			protein-coding			WP_074386677.1	citrate synthase	434	CWM60_RS00470
NZ_PIOI01000001.1	103912	104052		minus	hypothetical protein			protein-coding			WP_162677911.1	hypothetical protein	46	CWM60_RS28820
NZ_PIOI01000001.1	104111	104254		plus	hypothetical protein			protein-coding			WP_165785271.1	hypothetical protein	47	CWM60_RS28825
NZ_PIOI01000001.1	104376	104546		plus	ATP-NAD kinase			protein-coding			WP_074386678.1	ATP-NAD kinase	56	CWM60_RS00475
NZ_PIOI01000001.1	104625	105026		minus	hydroxyisourate hydrolase	uraH		protein-coding			WP_100631530.1	hydroxyisourate hydrolase	133	CWM60_RS00480
NZ_PIOI01000001.1	105354	105728		minus	hypothetical protein			protein-coding			WP_133122462.1	hypothetical protein	124	CWM60_RS00485
NZ_PIOI01000001.1	105819	106283		minus	glycine zipper 2TM domain-containing protein			protein-coding			WP_071787335.1	glycine zipper 2TM domain-containing protein	154	CWM60_RS00490
NZ_PIOI01000001.1	106606	106767		minus	hypothetical protein			protein-coding			WP_158239530.1	hypothetical protein	53	CWM60_RS29705
NZ_PIOI01000001.1	107172	108323		minus	VENN motif pre-toxin domain-containing protein			protein-coding			WP_100729377.1	VENN motif pre-toxin domain-containing protein	383	CWM60_RS00505
NZ_PIOI01000001.1	108439	108738		minus	hypothetical protein			protein-coding			WP_074386682.1	hypothetical protein	99	CWM60_RS00510
NZ_PIOI01000001.1	108753	109130		minus	polymorphic toxin type 50 domain-containing protein			protein-coding			WP_074386683.1	polymorphic toxin type 50 domain-containing protein	125	CWM60_RS28545
NZ_PIOI01000001.1	109546	109773		minus	hypothetical protein			protein-coding			WP_074386684.1	hypothetical protein	75	CWM60_RS28555
NZ_PIOI01000001.1	109770	110027		minus	TNT domain-containing protein			protein-coding			WP_074386685.1	TNT domain-containing protein	85	CWM60_RS00525
NZ_PIOI01000001.1	110020	110439		minus	hypothetical protein			protein-coding			WP_227521731.1	hypothetical protein	139	CWM60_RS29715
NZ_PIOI01000001.1	110965	111327		minus	hypothetical protein			protein-coding			WP_074386687.1	hypothetical protein	120	CWM60_RS00535
NZ_PIOI01000001.1	111337	113187		minus	VENN motif pre-toxin domain-containing protein			protein-coding			WP_319826662.1	VENN motif pre-toxin domain-containing protein	616	CWM60_RS29985
NZ_PIOI01000001.1	113329	113646		minus	hypothetical protein			protein-coding			WP_032729497.1	hypothetical protein	105	CWM60_RS00545
NZ_PIOI01000001.1	113646	123044		minus	hemagglutinin repeat-containing protein			protein-coding			WP_165785111.1	hemagglutinin repeat-containing protein	3132	CWM60_RS00550
NZ_PIOI01000001.1	123057	124715		minus	uncharacterized gene			pseudogene						CWM60_RS00555
NZ_PIOI01000001.1	125002	125078		minus	tRNA-Arg			tRNA						CWM60_RS00560
NZ_PIOI01000001.1	125418	126284		plus	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD		protein-coding			WP_004143017.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	288	CWM60_RS00570
NZ_PIOI01000001.1	126286	126498		plus	ribosome-associated protein YbcJ	ybcJ		protein-coding			WP_048267531.1	ribosome-associated protein YbcJ	70	CWM60_RS00575
NZ_PIOI01000001.1	126544	127929		minus	cysteine--tRNA ligase	cysS		protein-coding			WP_074386696.1	cysteine--tRNA ligase	461	CWM60_RS00580
NZ_PIOI01000001.1	128105	128599		plus	peptidylprolyl isomerase B	ppiB		protein-coding			WP_008805471.1	peptidylprolyl isomerase B	164	CWM60_RS00585
NZ_PIOI01000001.1	128603	129325		plus	UDP-2,3-diacylglucosamine diphosphatase	lpxH		protein-coding			WP_074386697.1	UDP-2,3-diacylglucosamine diphosphatase	240	CWM60_RS00590
NZ_PIOI01000001.1	129433	129771		plus	hypothetical protein			protein-coding			WP_060876188.1	hypothetical protein	112	CWM60_RS00595
NZ_PIOI01000001.1	129868	130377		plus	5-(carboxyamino)imidazole ribonucleotide mutase	purE		protein-coding			WP_074386698.1	5-(carboxyamino)imidazole ribonucleotide mutase	169	CWM60_RS00605
NZ_PIOI01000001.1	130374	131441		plus	5-(carboxyamino)imidazole ribonucleotide synthase	purK		protein-coding			WP_008805468.1	5-(carboxyamino)imidazole ribonucleotide synthase	355	CWM60_RS00610
NZ_PIOI01000001.1	131553	132629		plus	tRNA 2-selenouridine(34) synthase MnmH	mnmH		protein-coding			WP_100729378.1	tRNA 2-selenouridine(34) synthase MnmH	358	CWM60_RS00615
NZ_PIOI01000001.1	132737	133882		minus	porin			protein-coding			WP_074386700.1	porin	381	CWM60_RS00620
NZ_PIOI01000001.1	133974	134102		plus	hypothetical protein			protein-coding			WP_165784178.1	hypothetical protein	42	CWM60_RS28830
NZ_PIOI01000001.1	134064	136478		minus	putative ABC transporter permease subunit YbbP	ybbP		protein-coding			WP_100631444.1	putative ABC transporter permease subunit YbbP	804	CWM60_RS00625
NZ_PIOI01000001.1	136475	137161		minus	putative ABC transporter ATP-binding protein YbbA	ybbA		protein-coding			WP_074386810.1	putative ABC transporter ATP-binding protein YbbA	228	CWM60_RS00630
NZ_PIOI01000001.1	137132	137755		plus	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	tesA		protein-coding			WP_165785114.1	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	207	CWM60_RS00635
NZ_PIOI01000001.1	137745	138554		plus	SDR family oxidoreductase			protein-coding			WP_165785110.1	SDR family oxidoreductase	269	CWM60_RS00640
NZ_PIOI01000001.1	138613	139467		plus	co-chaperone YbbN			protein-coding			WP_074386703.1	co-chaperone YbbN	284	CWM60_RS00645
NZ_PIOI01000001.1	139564	140346		minus	iron export ABC transporter permease subunit FetB	fetB		protein-coding			WP_012968803.1	iron export ABC transporter permease subunit FetB	260	CWM60_RS00650
NZ_PIOI01000001.1	140333	141010		minus	iron ABC transporter ATP-binding protein FetA	fetA		protein-coding			WP_074386704.1	iron ABC transporter ATP-binding protein FetA	225	CWM60_RS00655
NZ_PIOI01000001.1	141151	142068		plus	SPFH domain-containing protein			protein-coding			WP_074386705.1	SPFH domain-containing protein	305	CWM60_RS00660
NZ_PIOI01000001.1	142065	142523		plus	NfeD family protein			protein-coding			WP_061155507.1	NfeD family protein	152	CWM60_RS00665
NZ_PIOI01000001.1	142520	142930		minus	Cu(I)-responsive transcriptional regulator	cueR		protein-coding			WP_002892208.1	Cu(I)-responsive transcriptional regulator	136	CWM60_RS00670
NZ_PIOI01000001.1	143038	145539		plus	copper-exporting P-type ATPase CopA	copA		protein-coding			WP_100729379.1	copper-exporting P-type ATPase CopA	833	CWM60_RS00675
NZ_PIOI01000001.1	145669	146463		plus	TraB/GumN family protein			protein-coding			WP_100729380.1	TraB/GumN family protein	264	CWM60_RS00680
NZ_PIOI01000001.1	146665	147144		plus	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	ybaK		protein-coding			WP_004204728.1	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	159	CWM60_RS00685
NZ_PIOI01000001.1	147250	148902		minus	bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA	ushA		protein-coding			WP_032734896.1	bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA	550	CWM60_RS00690
NZ_PIOI01000001.1	149198	150418		plus	MFS transporter			protein-coding			WP_100729381.1	MFS transporter	406	CWM60_RS00695
NZ_PIOI01000001.1	150644	152320		plus	YbaL family putative K(+) efflux transporter	ybaL		protein-coding			WP_061155513.1	YbaL family putative K(+) efflux transporter	558	CWM60_RS00700
NZ_PIOI01000001.1	152355	153659		minus	inosine/guanosine kinase			protein-coding			WP_074386709.1	inosine/guanosine kinase	434	CWM60_RS00705
NZ_PIOI01000001.1	153723	154685		minus	ferrochelatase	hemH		protein-coding			WP_100631440.1	ferrochelatase	320	CWM60_RS00710
NZ_PIOI01000001.1	154814	155458		minus	adenylate kinase	adk		protein-coding			WP_002892184.1	adenylate kinase	214	CWM60_RS00715
NZ_PIOI01000001.1	155681	157555		minus	molecular chaperone HtpG	htpG		protein-coding			WP_012542661.1	molecular chaperone HtpG	624	CWM60_RS00720
NZ_PIOI01000001.1	157668	158273		minus	recombination mediator RecR	recR		protein-coding			WP_008805449.1	recombination mediator RecR	201	CWM60_RS00725
NZ_PIOI01000001.1	158273	158605		minus	YbaB/EbfC family nucleoid-associated protein			protein-coding			WP_061155516.1	YbaB/EbfC family nucleoid-associated protein	110	CWM60_RS00730
NZ_PIOI01000001.1	158663	160570		minus	DNA polymerase III subunit gamma/tau	dnaX		protein-coding			WP_074386710.1	DNA polymerase III subunit gamma/tau	635	CWM60_RS00735
NZ_PIOI01000001.1	160663	161214		minus	adenine phosphoribosyltransferase	apt		protein-coding			WP_012542663.1	adenine phosphoribosyltransferase	183	CWM60_RS00740
NZ_PIOI01000001.1	161365	161742		minus	DUF454 family protein			protein-coding			WP_008805444.1	DUF454 family protein	125	CWM60_RS00750
NZ_PIOI01000001.1	161812	162339		plus	primosomal replication protein N''	priC		protein-coding			WP_061155518.1	primosomal replication protein N''	175	CWM60_RS00755
NZ_PIOI01000001.1	162352	162525		plus	pleiotropic regulatory protein RsmS	rsmS		protein-coding			WP_008805442.1	pleiotropic regulatory protein RsmS	57	CWM60_RS00760
NZ_PIOI01000001.1	162593	163492		plus	Rpn family recombination-promoting nuclease/putative transposase			protein-coding			WP_074386712.1	Rpn family recombination-promoting nuclease/putative transposase	299	CWM60_RS00765
NZ_PIOI01000001.1	163528	166875		minus	mechanosensitive channel MscK	mscK		protein-coding			WP_100729382.1	mechanosensitive channel MscK	1115	CWM60_RS00770
NZ_PIOI01000001.1	167003	167653		minus	multidrug efflux transporter transcriptional repressor AcrR	acrR		protein-coding			WP_100631438.1	multidrug efflux transporter transcriptional repressor AcrR	216	CWM60_RS00775
NZ_PIOI01000001.1	167796	168989		plus	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	acrA		protein-coding			WP_074386714.1	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	397	CWM60_RS00780
NZ_PIOI01000001.1	169012	172158		plus	multidrug efflux RND transporter permease subunit AcrB	acrB		protein-coding			WP_074386715.1	multidrug efflux RND transporter permease subunit AcrB	1048	CWM60_RS00785
NZ_PIOI01000001.1	172640	173014		plus	Hha toxicity modulator TomB	tomB		protein-coding			WP_074386716.1	Hha toxicity modulator TomB	124	CWM60_RS00790
NZ_PIOI01000001.1	173041	173259		plus	HHA domain-containing protein			protein-coding			WP_002892050.1	HHA domain-containing protein	72	CWM60_RS00795
NZ_PIOI01000001.1	173417	173983		plus	maltose O-acetyltransferase	maa		protein-coding			WP_074386717.1	maltose O-acetyltransferase	188	CWM60_RS00800
NZ_PIOI01000001.1	173955	174086		minus	uncharacterized gene			pseudogene						CWM60_RS28840
NZ_PIOI01000001.1	174120	174590		plus	YlaC family protein			protein-coding			WP_061155526.1	YlaC family protein	156	CWM60_RS00805
NZ_PIOI01000001.1	174559	176016		minus	PLP-dependent aminotransferase family protein			protein-coding			WP_074386718.1	PLP-dependent aminotransferase family protein	485	CWM60_RS00810
NZ_PIOI01000001.1	176117	176815		plus	GNAT family protein			protein-coding			WP_074386719.1	GNAT family protein	232	CWM60_RS00815
NZ_PIOI01000001.1	176812	176952		minus	type B 50S ribosomal protein L36	ykgO		protein-coding			WP_002892018.1	type B 50S ribosomal protein L36	46	CWM60_RS00820
NZ_PIOI01000001.1	176952	177215		minus	type B 50S ribosomal protein L31			protein-coding			WP_074386720.1	type B 50S ribosomal protein L31	87	CWM60_RS00825
NZ_PIOI01000001.1	177332	178402		minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_008805430.1	LacI family DNA-binding transcriptional regulator	356	CWM60_RS00830
NZ_PIOI01000001.1	178673	179944		plus	maltoporin			protein-coding			WP_061155530.1	maltoporin	423	CWM60_RS00835
NZ_PIOI01000001.1	180082	180396		minus	glucose PTS transporter subunit EIIB			protein-coding			WP_012542670.1	glucose PTS transporter subunit EIIB	104	CWM60_RS00840
NZ_PIOI01000001.1	180461	182518		minus	beta-galactosidase			protein-coding			WP_074386721.1	beta-galactosidase	685	CWM60_RS00845
NZ_PIOI01000001.1	182549	183751		minus	arabinogalactan endo-beta-1,4-galactanase			protein-coding			WP_100631437.1	arabinogalactan endo-beta-1,4-galactanase	400	CWM60_RS00850
NZ_PIOI01000001.1	183756	184607		minus	sugar ABC transporter permease			protein-coding			WP_004204761.1	sugar ABC transporter permease	283	CWM60_RS00855
NZ_PIOI01000001.1	184618	185925		minus	sugar ABC transporter permease			protein-coding			WP_008805425.1	sugar ABC transporter permease	435	CWM60_RS00860
NZ_PIOI01000001.1	185988	187220		minus	maltodextrin ABC transporter substrate-binding protein			protein-coding			WP_100729383.1	maltodextrin ABC transporter substrate-binding protein	410	CWM60_RS00865
NZ_PIOI01000001.1	187577	188686		plus	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC		protein-coding			WP_016160387.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	369	CWM60_RS00870
NZ_PIOI01000001.1	188921	190480		plus	EAL domain-containing protein			protein-coding			WP_088717837.1	EAL domain-containing protein	519	CWM60_RS00875
