Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PION01000001.1	33655	34011		plus	50S ribosomal protein L20	rplT		protein-coding			WP_000124850.1	50S ribosomal protein L20	118	CWM57_RS00185
NZ_PION01000001.1	34135	34179		plus	pheST operon leader peptide PheM	pheM		protein-coding			WP_001386830.1	pheST operon leader peptide PheM	14	CWM57_RS27295
NZ_PION01000001.1	34318	35301		plus	phenylalanine--tRNA ligase subunit alpha	pheS		protein-coding			WP_008804435.1	phenylalanine--tRNA ligase subunit alpha	327	CWM57_RS00190
NZ_PION01000001.1	35317	37704		plus	phenylalanine--tRNA ligase subunit beta	pheT		protein-coding			WP_074385545.1	phenylalanine--tRNA ligase subunit beta	795	CWM57_RS00195
NZ_PION01000001.1	37709	38008		plus	integration host factor subunit alpha	ihfA		protein-coding			WP_002909098.1	integration host factor subunit alpha	99	CWM57_RS00200
NZ_PION01000001.1	38061	38414		minus	RidA family protein			protein-coding			WP_008804437.1	RidA family protein	117	CWM57_RS00205
NZ_PION01000001.1	38411	39664		minus	D-amino acid dehydrogenase			protein-coding			WP_100675431.1	D-amino acid dehydrogenase	417	CWM57_RS00210
NZ_PION01000001.1	39714	40628		minus	LysR family transcriptional regulator			protein-coding			WP_048268542.1	LysR family transcriptional regulator	304	CWM57_RS00215
NZ_PION01000001.1	40906	42343		plus	uncharacterized gene			pseudogene						CWM57_RS00220
NZ_PION01000001.1	42467	43453		plus	vitamin B12 ABC transporter permease BtuC	btuC		protein-coding			WP_100675432.1	vitamin B12 ABC transporter permease BtuC	328	CWM57_RS00225
NZ_PION01000001.1	43490	44290		minus	MetQ/NlpA family lipoprotein			protein-coding			WP_100675433.1	MetQ/NlpA family lipoprotein	266	CWM57_RS00230
NZ_PION01000001.1	44527	45078		plus	glutathione peroxidase			protein-coding			WP_074385548.1	glutathione peroxidase	183	CWM57_RS00235
NZ_PION01000001.1	45078	45827		plus	vitamin B12 ABC transporter ATP-binding protein BtuD	btuD		protein-coding			WP_100630676.1	vitamin B12 ABC transporter ATP-binding protein BtuD	249	CWM57_RS00240
NZ_PION01000001.1	45909	46373		plus	NlpC/P60 family protein			protein-coding			WP_100630675.1	NlpC/P60 family protein	154	CWM57_RS00245
NZ_PION01000001.1	46486	47928		plus	protein adenylyltransferase SelO	selO		protein-coding			WP_100630674.1	protein adenylyltransferase SelO	480	CWM57_RS00250
NZ_PION01000001.1	47958	48137		minus	hemin uptake protein HemP	hemP		protein-coding			WP_023290103.1	hemin uptake protein HemP	59	CWM57_RS00255
NZ_PION01000001.1	48293	49339		minus	3-deoxy-7-phosphoheptulonate synthase AroH	aroH		protein-coding			WP_061156355.1	3-deoxy-7-phosphoheptulonate synthase AroH	348	CWM57_RS00260
NZ_PION01000001.1	49493	50326		minus	pyruvate, water dikinase regulatory protein			protein-coding			WP_044612763.1	pyruvate, water dikinase regulatory protein	277	CWM57_RS00265
NZ_PION01000001.1	50471	50590		minus	hypothetical protein			protein-coding			WP_165784109.1	hypothetical protein	39	CWM57_RS27300
NZ_PION01000001.1	50666	53044		plus	phosphoenolpyruvate synthase	ppsA		protein-coding			WP_008804447.1	phosphoenolpyruvate synthase	792	CWM57_RS00270
NZ_PION01000001.1	53131	53238		minus	antisense sRNA RprA	rprA		antisense_RNA						CWM57_RS00275
NZ_PION01000001.1	53428	54540		minus	AI-2E family transporter YdiK	ydiK		protein-coding			WP_100675434.1	AI-2E family transporter YdiK	370	CWM57_RS00280
NZ_PION01000001.1	54759	57815		plus	FAD-binding and (Fe-S)-binding domain-containing protein			protein-coding			WP_074385554.1	FAD-binding and (Fe-S)-binding domain-containing protein	1018	CWM57_RS00285
NZ_PION01000001.1	57812	58222		plus	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	menI		protein-coding			WP_023290099.1	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	136	CWM57_RS00290
NZ_PION01000001.1	58426	58674		plus	GlsB/YeaQ/YmgE family stress response membrane protein			protein-coding			WP_002909014.1	GlsB/YeaQ/YmgE family stress response membrane protein	82	CWM57_RS00295
NZ_PION01000001.1	58771	59091		minus	hypothetical protein			protein-coding			WP_061154234.1	hypothetical protein	106	CWM57_RS00300
NZ_PION01000001.1	59700	60680		plus	DUF1852 domain-containing protein			protein-coding			WP_074385555.1	DUF1852 domain-containing protein	326	CWM57_RS00310
NZ_PION01000001.1	60704	61735		plus	methionine synthase			protein-coding			WP_061154236.1	methionine synthase	343	CWM57_RS00315
NZ_PION01000001.1	61820	63007		minus	MFS transporter			protein-coding			WP_165784144.1	MFS transporter	395	CWM57_RS00320
NZ_PION01000001.1	63064	63825		minus	ABC transporter ATP-binding protein			protein-coding			WP_008804455.1	ABC transporter ATP-binding protein	253	CWM57_RS00325
NZ_PION01000001.1	63825	64862		minus	iron ABC transporter permease			protein-coding			WP_100675436.1	iron ABC transporter permease	345	CWM57_RS00330
NZ_PION01000001.1	64862	65860		minus	ABC transporter substrate-binding protein			protein-coding			WP_100675437.1	ABC transporter substrate-binding protein	332	CWM57_RS00335
NZ_PION01000001.1	66047	66265		plus	hypothetical protein			protein-coding			WP_074385558.1	hypothetical protein	72	CWM57_RS00340
NZ_PION01000001.1	66279	67190		minus	LysR family transcriptional regulator			protein-coding			WP_074385559.1	LysR family transcriptional regulator	303	CWM57_RS00345
NZ_PION01000001.1	67287	68282		plus	NAD(P)H-binding protein			protein-coding			WP_074385560.1	NAD(P)H-binding protein	331	CWM57_RS00350
NZ_PION01000001.1	68377	68991		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_004143215.1	TetR/AcrR family transcriptional regulator	204	CWM57_RS00355
NZ_PION01000001.1	69065	70174		plus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_100675438.1	efflux RND transporter periplasmic adaptor subunit	369	CWM57_RS00360
NZ_PION01000001.1	70171	73272		plus	efflux RND transporter permease subunit			protein-coding			WP_100675439.1	efflux RND transporter permease subunit	1033	CWM57_RS00365
NZ_PION01000001.1	73328	74512		minus	FMN-dependent L-lactate dehydrogenase LldD	lldD		protein-coding			WP_100675440.1	FMN-dependent L-lactate dehydrogenase LldD	394	CWM57_RS00370
NZ_PION01000001.1	74873	75070		plus	hypothetical protein			protein-coding			WP_074386168.1	hypothetical protein	65	CWM57_RS00375
NZ_PION01000001.1	75546	75923		plus	Fe-S cluster assembly scaffold SufA	sufA		protein-coding			WP_074385564.1	Fe-S cluster assembly scaffold SufA	125	CWM57_RS00380
NZ_PION01000001.1	75926	77413		plus	Fe-S cluster assembly protein SufB	sufB		protein-coding			WP_008804465.1	Fe-S cluster assembly protein SufB	495	CWM57_RS00385
NZ_PION01000001.1	77430	78176		plus	Fe-S cluster assembly ATPase SufC	sufC		protein-coding			WP_061154248.1	Fe-S cluster assembly ATPase SufC	248	CWM57_RS00390
NZ_PION01000001.1	78151	79425		plus	Fe-S cluster assembly protein SufD	sufD		protein-coding			WP_100630664.1	Fe-S cluster assembly protein SufD	424	CWM57_RS00395
NZ_PION01000001.1	79422	80642		plus	cysteine desulfurase SufS	sufS		protein-coding			WP_100675441.1	cysteine desulfurase SufS	406	CWM57_RS00400
NZ_PION01000001.1	80654	81070		plus	cysteine desulfuration protein SufE	sufE		protein-coding			WP_008804468.1	cysteine desulfuration protein SufE	138	CWM57_RS00405
NZ_PION01000001.1	81171	82157		plus	L,D-transpeptidase family protein			protein-coding			WP_100675442.1	L,D-transpeptidase family protein	328	CWM57_RS00410
NZ_PION01000001.1	82219	82455		minus	major outer membrane lipoprotein			protein-coding			WP_002908860.1	major outer membrane lipoprotein	78	CWM57_RS00415
NZ_PION01000001.1	82768	84180		minus	pyruvate kinase PykF	pykF		protein-coding			WP_012541397.1	pyruvate kinase PykF	470	CWM57_RS00420
NZ_PION01000001.1	84318	84449		plus	hypothetical protein			protein-coding			WP_004217210.1	hypothetical protein	43	CWM57_RS27305
NZ_PION01000001.1	84686	84898		plus	fumarate hydratase FumD	fumD		protein-coding			WP_061154252.1	fumarate hydratase FumD	70	CWM57_RS00425
NZ_PION01000001.1	84916	85554		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_008804472.1	TetR/AcrR family transcriptional regulator	212	CWM57_RS00430
NZ_PION01000001.1	85681	87534		plus	sugar phosphate isomerase/epimerase and 4-hydroxyphenylpyruvate domain-containing protein			protein-coding			WP_100630660.1	sugar phosphate isomerase/epimerase and 4-hydroxyphenylpyruvate domain-containing protein	617	CWM57_RS00435
NZ_PION01000001.1	87606	88928		plus	MFS transporter			protein-coding			WP_100675443.1	MFS transporter	440	CWM57_RS00440
NZ_PION01000001.1	88944	89780		plus	shikimate dehydrogenase			protein-coding			WP_100675444.1	shikimate dehydrogenase	278	CWM57_RS00445
NZ_PION01000001.1	89837	90580		plus	substrate-binding domain-containing protein			protein-coding			WP_100675445.1	substrate-binding domain-containing protein	247	CWM57_RS00450
NZ_PION01000001.1	90564	91313		minus	ABC transporter ATP-binding protein			protein-coding			WP_100630657.1	ABC transporter ATP-binding protein	249	CWM57_RS00455
NZ_PION01000001.1	91310	92317		minus	iron ABC transporter permease			protein-coding			WP_100675446.1	iron ABC transporter permease	335	CWM57_RS00460
NZ_PION01000001.1	92307	93365		minus	ABC transporter substrate-binding protein			protein-coding			WP_100675447.1	ABC transporter substrate-binding protein	352	CWM57_RS00465
NZ_PION01000001.1	93458	94270		minus	DNA-binding transcriptional regulator			protein-coding			WP_074385574.1	DNA-binding transcriptional regulator	270	CWM57_RS00470
NZ_PION01000001.1	94448	96112		plus	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase			protein-coding			WP_100675448.1	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	554	CWM57_RS00475
NZ_PION01000001.1	96114	97058		plus	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase	mhpB		protein-coding			WP_074385576.1	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase	314	CWM57_RS00480
NZ_PION01000001.1	97076	97942		plus	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	mhpC		protein-coding			WP_004151837.1	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	288	CWM57_RS00485
NZ_PION01000001.1	97953	98759		plus	2-keto-4-pentenoate hydratase	mhpD		protein-coding			WP_100630654.1	2-keto-4-pentenoate hydratase	268	CWM57_RS00490
NZ_PION01000001.1	98752	99702		plus	acetaldehyde dehydrogenase	mhpF		protein-coding			WP_100675449.1	acetaldehyde dehydrogenase	316	CWM57_RS00495
NZ_PION01000001.1	99699	100715		plus	4-hydroxy-2-oxovalerate aldolase	mhpE		protein-coding			WP_012541412.1	4-hydroxy-2-oxovalerate aldolase	338	CWM57_RS00500
NZ_PION01000001.1	100791	101987		plus	3-(3-hydroxy-phenyl)propionate transporter MhpT	mhpT		protein-coding			WP_100675450.1	3-(3-hydroxy-phenyl)propionate transporter MhpT	398	CWM57_RS00505
NZ_PION01000001.1	102090	102815		plus	polyphenol oxidase family protein			protein-coding			WP_100675451.1	polyphenol oxidase family protein	241	CWM57_RS00510
NZ_PION01000001.1	102828	104408		minus	rhodanese homology domain-containing protein			protein-coding			WP_100675452.1	rhodanese homology domain-containing protein	526	CWM57_RS00515
NZ_PION01000001.1	104414	105016		minus	cysteine dioxygenase			protein-coding			WP_012541416.1	cysteine dioxygenase	200	CWM57_RS00520
NZ_PION01000001.1	105123	106016		plus	LysR family transcriptional regulator			protein-coding			WP_100630651.1	LysR family transcriptional regulator	297	CWM57_RS00525
NZ_PION01000001.1	106161	107256		plus	uncharacterized gene			pseudogene						CWM57_RS00530
NZ_PION01000001.1	107243	108394		plus	acyl-CoA dehydrogenase family protein			protein-coding			WP_165784110.1	acyl-CoA dehydrogenase family protein	383	CWM57_RS00535
NZ_PION01000001.1	108400	109362		plus	ABC transporter substrate-binding protein			protein-coding			WP_008804495.1	ABC transporter substrate-binding protein	320	CWM57_RS00540
NZ_PION01000001.1	109359	110396		plus	ABC transporter substrate-binding protein			protein-coding			WP_032733194.1	ABC transporter substrate-binding protein	345	CWM57_RS00545
NZ_PION01000001.1	110377	111372		plus	ABC transporter permease subunit			protein-coding			WP_061154271.1	ABC transporter permease subunit	331	CWM57_RS00550
NZ_PION01000001.1	111366	112154		plus	ABC transporter ATP-binding protein			protein-coding			WP_100675453.1	ABC transporter ATP-binding protein	262	CWM57_RS00555
NZ_PION01000001.1	112297	114369		minus	TonB-dependent siderophore receptor			protein-coding			WP_072122350.1	TonB-dependent siderophore receptor	690	CWM57_RS00560
NZ_PION01000001.1	114875	115696		plus	ABC transporter ATP-binding protein			protein-coding			WP_061154275.1	ABC transporter ATP-binding protein	273	CWM57_RS00565
NZ_PION01000001.1	115693	116718		plus	iron ABC transporter permease			protein-coding			WP_046620197.1	iron ABC transporter permease	341	CWM57_RS00570
NZ_PION01000001.1	116715	117755		plus	iron ABC transporter permease			protein-coding			WP_100675454.1	iron ABC transporter permease	346	CWM57_RS00575
NZ_PION01000001.1	117745	118722		plus	ABC transporter substrate-binding protein			protein-coding			WP_165784145.1	ABC transporter substrate-binding protein	325	CWM57_RS00580
NZ_PION01000001.1	118688	119621		plus	uncharacterized gene			pseudogene						CWM57_RS00585
NZ_PION01000001.1	119714	120481		plus	basic amino acid ABC transporter substrate-binding protein			protein-coding			WP_061154280.1	basic amino acid ABC transporter substrate-binding protein	255	CWM57_RS00590
NZ_PION01000001.1	120545	121309		plus	amino acid ABC transporter permease			protein-coding			WP_004151161.1	amino acid ABC transporter permease	254	CWM57_RS00595
NZ_PION01000001.1	121296	122018		plus	amino acid ABC transporter ATP-binding protein			protein-coding			WP_100675769.1	amino acid ABC transporter ATP-binding protein	240	CWM57_RS00600
NZ_PION01000001.1	122440	122628		minus	hypothetical protein			protein-coding			WP_133122260.1	hypothetical protein	62	CWM57_RS27120
NZ_PION01000001.1	122632	122937		minus	hypothetical protein			protein-coding			WP_100675457.1	hypothetical protein	101	CWM57_RS00605
NZ_PION01000001.1	122940	123431		minus	hypothetical protein			protein-coding			WP_133122261.1	hypothetical protein	163	CWM57_RS27125
NZ_PION01000001.1	123733	124128		minus	hypothetical protein			protein-coding			WP_100675458.1	hypothetical protein	131	CWM57_RS00610
NZ_PION01000001.1	124131	124766		minus	hypothetical protein			protein-coding			WP_206052717.1	hypothetical protein	211	CWM57_RS27995
NZ_PION01000001.1	124763	125125		minus	hypothetical protein			protein-coding			WP_133122262.1	hypothetical protein	120	CWM57_RS27130
NZ_PION01000001.1	125977	126355		plus	uncharacterized gene			pseudogene						CWM57_RS00625
NZ_PION01000001.1	126421	126813		minus	RidA family protein			protein-coding			WP_100630648.1	RidA family protein	130	CWM57_RS00630
NZ_PION01000001.1	126935	128415		minus	uncharacterized gene			pseudogene						CWM57_RS00635
NZ_PION01000001.1	128477	129223		minus	glucose 1-dehydrogenase			protein-coding			WP_100630646.1	glucose 1-dehydrogenase	248	CWM57_RS00640
NZ_PION01000001.1	129352	130221		plus	LysR family transcriptional regulator			protein-coding			WP_074385590.1	LysR family transcriptional regulator	289	CWM57_RS00645
NZ_PION01000001.1	130224	130763		minus	cytochrome b/b6 domain-containing protein			protein-coding			WP_008804511.1	cytochrome b/b6 domain-containing protein	179	CWM57_RS00650
NZ_PION01000001.1	130760	131815		minus	catalase family peroxidase			protein-coding			WP_100675460.1	catalase family peroxidase	351	CWM57_RS00655
NZ_PION01000001.1	131863	132435		minus	DUF308 domain-containing protein			protein-coding			WP_074385592.1	DUF308 domain-containing protein	190	CWM57_RS00660
NZ_PION01000001.1	132635	133219		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_074385593.1	TetR/AcrR family transcriptional regulator	194	CWM57_RS00665
NZ_PION01000001.1	133362	133754		minus	VOC family protein			protein-coding			WP_100675461.1	VOC family protein	130	CWM57_RS00670
NZ_PION01000001.1	133842	135041		minus	MFS transporter			protein-coding			WP_070612124.1	MFS transporter	399	CWM57_RS00675
NZ_PION01000001.1	135338	136495		plus	M20 aminoacylase family protein			protein-coding			WP_074385594.1	M20 aminoacylase family protein	385	CWM57_RS00680
NZ_PION01000001.1	136536	138686		minus	formate dehydrogenase subunit alpha	fdhF		protein-coding			WP_100675462.1	formate dehydrogenase subunit alpha	716	CWM57_RS00685
NZ_PION01000001.1	138933	140012		minus	malate/lactate/ureidoglycolate dehydrogenase			protein-coding			WP_100675463.1	malate/lactate/ureidoglycolate dehydrogenase	359	CWM57_RS00690
NZ_PION01000001.1	140310	141398		plus	ABC transporter substrate-binding protein			protein-coding			WP_012541442.1	ABC transporter substrate-binding protein	362	CWM57_RS00700
NZ_PION01000001.1	141474	143243		plus	iron ABC transporter permease			protein-coding			WP_100675464.1	iron ABC transporter permease	589	CWM57_RS00705
NZ_PION01000001.1	143236	144306		plus	ABC transporter ATP-binding protein			protein-coding			WP_100675465.1	ABC transporter ATP-binding protein	356	CWM57_RS00710
NZ_PION01000001.1	145182	147797		plus	CRISPR-associated helicase Cas3'	cas3		protein-coding			WP_100675467.1	CRISPR-associated helicase Cas3'	871	CWM57_RS00720
NZ_PION01000001.1	147801	149324		plus	type I-E CRISPR-associated protein Cse1/CasA	casA		protein-coding			WP_100675468.1	type I-E CRISPR-associated protein Cse1/CasA	507	CWM57_RS00725
NZ_PION01000001.1	149336	149902		plus	type I-E CRISPR-associated protein Cse2/CasB	casB		protein-coding			WP_100675469.1	type I-E CRISPR-associated protein Cse2/CasB	188	CWM57_RS00730
NZ_PION01000001.1	149895	150542		plus	type I-E CRISPR-associated protein Cas6/Cse3/CasE	cas6e		protein-coding			WP_100675470.1	type I-E CRISPR-associated protein Cas6/Cse3/CasE	215	CWM57_RS00735
NZ_PION01000001.1	150572	151606		plus	type I-E CRISPR-associated protein Cas7/Cse4/CasC	cas7e		protein-coding			WP_100675471.1	type I-E CRISPR-associated protein Cas7/Cse4/CasC	344	CWM57_RS00740
NZ_PION01000001.1	151619	152335		plus	type I-E CRISPR-associated protein Cas5/CasD	cas5e		protein-coding			WP_100675472.1	type I-E CRISPR-associated protein Cas5/CasD	238	CWM57_RS00745
NZ_PION01000001.1	152335	153210		plus	type I-E CRISPR-associated endonuclease Cas1e	cas1e		protein-coding			WP_100675473.1	type I-E CRISPR-associated endonuclease Cas1e	291	CWM57_RS00750
NZ_PION01000001.1	153188	153475		plus	type I-E CRISPR-associated endoribonuclease Cas2e	cas2e		protein-coding			WP_100675474.1	type I-E CRISPR-associated endoribonuclease Cas2e	95	CWM57_RS00755
NZ_PION01000001.1	154762	155877		plus	hypothetical protein			protein-coding			WP_100675475.1	hypothetical protein	371	CWM57_RS00760
NZ_PION01000001.1	155888	156571		plus	YrhA family protein			protein-coding			WP_100630637.1	YrhA family protein	227	CWM57_RS00765
NZ_PION01000001.1	156632	157003		minus	VOC family protein			protein-coding			WP_100630636.1	VOC family protein	123	CWM57_RS00770
NZ_PION01000001.1	157503	158258		plus	gluconate 2-dehydrogenase subunit 3 family protein			protein-coding			WP_165784111.1	gluconate 2-dehydrogenase subunit 3 family protein	251	CWM57_RS00775
NZ_PION01000001.1	158261	160045		plus	GMC family oxidoreductase			protein-coding			WP_061154294.1	GMC family oxidoreductase	594	CWM57_RS00780
NZ_PION01000001.1	160056	161396		plus	cytochrome c			protein-coding			WP_165784112.1	cytochrome c	446	CWM57_RS00785
NZ_PION01000001.1	161480	162103		plus	cytochrome c biogenesis heme-transporting ATPase CcmA	ccmA		protein-coding			WP_012541448.1	cytochrome c biogenesis heme-transporting ATPase CcmA	207	CWM57_RS00790
NZ_PION01000001.1	162100	162759		plus	heme exporter protein CcmB	ccmB		protein-coding			WP_032730613.1	heme exporter protein CcmB	219	CWM57_RS00795
NZ_PION01000001.1	162809	163546		plus	heme ABC transporter permease			protein-coding			WP_100630633.1	heme ABC transporter permease	245	CWM57_RS00800
NZ_PION01000001.1	163543	163773		plus	heme exporter protein CcmD	ccmD		protein-coding			WP_002908220.1	heme exporter protein CcmD	76	CWM57_RS00805
NZ_PION01000001.1	163757	164215		plus	cytochrome c maturation protein CcmE	ccmE		protein-coding			WP_004143391.1	cytochrome c maturation protein CcmE	152	CWM57_RS00810
NZ_PION01000001.1	164212	166164		plus	heme lyase CcmF/NrfE family subunit			protein-coding			WP_100675476.1	heme lyase CcmF/NrfE family subunit	650	CWM57_RS00815
NZ_PION01000001.1	166161	166715		plus	DsbE family thiol:disulfide interchange protein			protein-coding			WP_008804532.1	DsbE family thiol:disulfide interchange protein	184	CWM57_RS00820
NZ_PION01000001.1	166727	167173		plus	cytochrome c-type biogenesis protein			protein-coding			WP_162493314.1	cytochrome c-type biogenesis protein	148	CWM57_RS00825
NZ_PION01000001.1	167170	168012		plus	c-type cytochrome biogenesis protein CcmI	ccmI		protein-coding			WP_074385605.1	c-type cytochrome biogenesis protein CcmI	280	CWM57_RS28000
NZ_PION01000001.1	168278	168796		minus	N-acetyltransferase			protein-coding			WP_016161252.1	N-acetyltransferase	172	CWM57_RS00835
NZ_PION01000001.1	168822	169283		minus	GNAT family N-acetyltransferase			protein-coding			WP_100675477.1	GNAT family N-acetyltransferase	153	CWM57_RS00840
NZ_PION01000001.1	169346	169948		minus	XRE family transcriptional regulator			protein-coding			WP_012967970.1	XRE family transcriptional regulator	200	CWM57_RS00845
NZ_PION01000001.1	169992	170687		plus	B3/4 domain-containing protein			protein-coding			WP_012967971.1	B3/4 domain-containing protein	231	CWM57_RS00850
NZ_PION01000001.1	170720	171181		plus	uncharacterized gene			pseudogene						CWM57_RS00855
NZ_PION01000001.1	171419	171781		plus	TonB family protein			protein-coding			WP_100675478.1	TonB family protein	120	CWM57_RS00860
NZ_PION01000001.1	171960	172997		plus	LD-carboxypeptidase			protein-coding			WP_074385608.1	LD-carboxypeptidase	345	CWM57_RS00865
NZ_PION01000001.1	173372	174352		minus	quinone oxidoreductase			protein-coding			WP_074385609.1	quinone oxidoreductase	326	CWM57_RS00870
