Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_PIBM01000001.1	20884	24399		plus	pyruvate:ferredoxin (flavodoxin) oxidoreductase	nifJ		protein-coding			WP_100675333.1	pyruvate:ferredoxin (flavodoxin) oxidoreductase	1171	CWM64_RS00110
NZ_PIBM01000001.1	24416	24724		minus	helix-turn-helix domain-containing protein			protein-coding			WP_008804136.1	helix-turn-helix domain-containing protein	102	CWM64_RS00115
NZ_PIBM01000001.1	24965	27067		plus	elongation factor G	fusA		protein-coding			WP_100630815.1	elongation factor G	700	CWM64_RS00120
NZ_PIBM01000001.1	27291	27419		minus	hypothetical protein			protein-coding			WP_254914408.1	hypothetical protein	42	CWM64_RS28345
NZ_PIBM01000001.1	27420	28844		minus	exodeoxyribonuclease I	sbcB		protein-coding			WP_100675334.1	exodeoxyribonuclease I	474	CWM64_RS00125
NZ_PIBM01000001.1	29025	30188		plus	serine-type D-Ala-D-Ala carboxypeptidase DacD	dacD		protein-coding			WP_016161444.1	serine-type D-Ala-D-Ala carboxypeptidase DacD	387	CWM64_RS00130
NZ_PIBM01000001.1	30366	30839		plus	DNA gyrase inhibitor SbmC	sbmC		protein-coding			WP_074385348.1	DNA gyrase inhibitor SbmC	157	CWM64_RS00135
NZ_PIBM01000001.1	30938	31996		plus	FUSC family protein			protein-coding			WP_100630813.1	FUSC family protein	352	CWM64_RS00140
NZ_PIBM01000001.1	32164	32487		plus	DUF496 family protein			protein-coding			WP_002911883.1	DUF496 family protein	107	CWM64_RS00145
NZ_PIBM01000001.1	32800	33540		plus	adenosylcobinamide-GDP ribazoletransferase	cobS		protein-coding			WP_008804142.1	adenosylcobinamide-GDP ribazoletransferase	246	CWM64_RS00150
NZ_PIBM01000001.1	33568	34635		plus	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT		protein-coding			WP_100675335.1	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	355	CWM64_RS00155
NZ_PIBM01000001.1	34681	35790		minus	adenosylhomocysteinase			protein-coding			WP_074385350.1	adenosylhomocysteinase	369	CWM64_RS00160
NZ_PIBM01000001.1	35986	36717		plus	HPP family protein			protein-coding			WP_061153966.1	HPP family protein	243	CWM64_RS00165
NZ_PIBM01000001.1	36740	37129		minus	tautomerase family protein			protein-coding			WP_008804146.1	tautomerase family protein	129	CWM64_RS00170
NZ_PIBM01000001.1	37245	38201		plus	LysR family transcriptional regulator			protein-coding			WP_100675336.1	LysR family transcriptional regulator	318	CWM64_RS00175
NZ_PIBM01000001.1	38161	38901		minus	lipoate-protein ligase A			protein-coding			WP_074385352.1	lipoate-protein ligase A	246	CWM64_RS00180
NZ_PIBM01000001.1	38948	40267		minus	shikimate transporter	shiA		protein-coding			WP_100630811.1	shikimate transporter	439	CWM64_RS00185
NZ_PIBM01000001.1	40610	41071		plus	molybdopterin-dependent oxidoreductase			protein-coding			WP_165784177.1	molybdopterin-dependent oxidoreductase	153	CWM64_RS00195
NZ_PIBM01000001.1	41082	42992		plus	EAL domain-containing protein			protein-coding			WP_012967625.1	EAL domain-containing protein	636	CWM64_RS00200
NZ_PIBM01000001.1	42989	43117		minus	uncharacterized gene			pseudogene						CWM64_RS28055
NZ_PIBM01000001.1	43215	43547		plus	DUF1971 domain-containing protein			protein-coding			WP_061153971.1	DUF1971 domain-containing protein	110	CWM64_RS00205
NZ_PIBM01000001.1	43554	43889		plus	DUF1869 domain-containing protein			protein-coding			WP_074385354.1	DUF1869 domain-containing protein	111	CWM64_RS00210
NZ_PIBM01000001.1	43895	44809		minus	LysR substrate-binding domain-containing protein			protein-coding			WP_100675338.1	LysR substrate-binding domain-containing protein	304	CWM64_RS00215
NZ_PIBM01000001.1	44941	45516		plus	hypothetical protein			protein-coding			WP_100675339.1	hypothetical protein	191	CWM64_RS00220
NZ_PIBM01000001.1	45695	46531		plus	alpha/beta hydrolase			protein-coding			WP_064323654.1	alpha/beta hydrolase	278	CWM64_RS00225
NZ_PIBM01000001.1	46738	47709		plus	sensor domain-containing diguanylate cyclase			protein-coding			WP_061153976.1	sensor domain-containing diguanylate cyclase	323	CWM64_RS00230
NZ_PIBM01000001.1	47706	48806		minus	AarF/UbiB family protein			protein-coding			WP_100675340.1	AarF/UbiB family protein	366	CWM64_RS00235
NZ_PIBM01000001.1	49334	49591		plus	antitoxin			protein-coding			WP_100630806.1	antitoxin	85	CWM64_RS00240
NZ_PIBM01000001.1	49592	49924		plus	type II toxin-antitoxin system PemK/MazF family toxin			protein-coding			WP_074385360.1	type II toxin-antitoxin system PemK/MazF family toxin	110	CWM64_RS00245
NZ_PIBM01000001.1	49978	50053		minus	tRNA-Asn			tRNA						CWM64_RS00250
NZ_PIBM01000001.1	50247	51683		plus	EmmdR/YeeO family multidrug/toxin efflux MATE transporter			protein-coding			WP_165784170.1	EmmdR/YeeO family multidrug/toxin efflux MATE transporter	478	CWM64_RS00255
NZ_PIBM01000001.1	51812	51887		plus	tRNA-Asn			tRNA						CWM64_RS00260
NZ_PIBM01000001.1	52067	53338		plus	integrase arm-type DNA-binding domain-containing protein			protein-coding			WP_100675763.1	integrase arm-type DNA-binding domain-containing protein	423	CWM64_RS00265
NZ_PIBM01000001.1	53518	55404		plus	site-specific DNA-methyltransferase			protein-coding			WP_100675341.1	site-specific DNA-methyltransferase	628	CWM64_RS00270
NZ_PIBM01000001.1	55414	58374		plus	DEAD/DEAH box helicase family protein			protein-coding			WP_100675342.1	DEAD/DEAH box helicase family protein	986	CWM64_RS00275
NZ_PIBM01000001.1	58457	58672		minus	hypothetical protein			protein-coding			WP_100675343.1	hypothetical protein	71	CWM64_RS00280
NZ_PIBM01000001.1	58806	60347		minus	shufflon system plasmid conjugative transfer pilus tip adhesin PilV	pilV		protein-coding			WP_100675344.1	shufflon system plasmid conjugative transfer pilus tip adhesin PilV	513	CWM64_RS00285
NZ_PIBM01000001.1	60603	61172		minus	type 4 pilus major pilin			protein-coding			WP_087848987.1	type 4 pilus major pilin	189	CWM64_RS00290
NZ_PIBM01000001.1	61288	61899		minus	type 4 pilus major pilin			protein-coding			WP_165784176.1	type 4 pilus major pilin	203	CWM64_RS00295
NZ_PIBM01000001.1	62449	62754		minus	conjugal transfer protein TraD			protein-coding			WP_004860249.1	conjugal transfer protein TraD	101	CWM64_RS00300
NZ_PIBM01000001.1	62759	63430		minus	hypothetical protein			protein-coding			WP_100675346.1	hypothetical protein	223	CWM64_RS00305
NZ_PIBM01000001.1	64204	65715		plus	MobQ family relaxase	mobQ		protein-coding			WP_100675347.1	MobQ family relaxase	503	CWM64_RS00310
NZ_PIBM01000001.1	65833	67812		plus	hypothetical protein			protein-coding			WP_133122258.1	hypothetical protein	659	CWM64_RS00315
NZ_PIBM01000001.1	67967	68242		minus	hypothetical protein			protein-coding			WP_100675349.1	hypothetical protein	91	CWM64_RS00320
NZ_PIBM01000001.1	68254	68805		minus	membrane lipoprotein lipid attachment site-containing protein			protein-coding			WP_100675350.1	membrane lipoprotein lipid attachment site-containing protein	183	CWM64_RS00325
NZ_PIBM01000001.1	68811	69374		minus	hypothetical protein			protein-coding			WP_100675351.1	hypothetical protein	187	CWM64_RS00330
NZ_PIBM01000001.1	69577	69900		plus	helix-turn-helix transcriptional regulator			protein-coding			WP_100675764.1	helix-turn-helix transcriptional regulator	107	CWM64_RS00335
NZ_PIBM01000001.1	70107	72071		minus	AAA family ATPase			protein-coding			WP_100675352.1	AAA family ATPase	654	CWM64_RS00340
NZ_PIBM01000001.1	73141	74559		plus	hypothetical protein			protein-coding			WP_100675354.1	hypothetical protein	472	CWM64_RS00350
NZ_PIBM01000001.1	74686	75081		minus	hypothetical protein			protein-coding			WP_032724213.1	hypothetical protein	131	CWM64_RS00355
NZ_PIBM01000001.1	75124	75333		minus	hypothetical protein			protein-coding			WP_048757356.1	hypothetical protein	69	CWM64_RS28150
NZ_PIBM01000001.1	75793	76965		minus	helix-hairpin-helix domain-containing protein			protein-coding			WP_100675355.1	helix-hairpin-helix domain-containing protein	390	CWM64_RS00365
NZ_PIBM01000001.1	77028	77990		minus	hypothetical protein			protein-coding			WP_100675356.1	hypothetical protein	320	CWM64_RS00370
NZ_PIBM01000001.1	78224	78493		minus	hypothetical protein			protein-coding			WP_100675357.1	hypothetical protein	89	CWM64_RS28155
NZ_PIBM01000001.1	79833	80567		plus	replication/maintenance protein RepL			protein-coding			WP_100675358.1	replication/maintenance protein RepL	244	CWM64_RS00380
NZ_PIBM01000001.1	80595	81395		plus	hypothetical protein			protein-coding			WP_100675359.1	hypothetical protein	266	CWM64_RS00385
NZ_PIBM01000001.1	81594	82061		plus	DUF4756 family protein			protein-coding			WP_100675360.1	DUF4756 family protein	155	CWM64_RS00390
NZ_PIBM01000001.1	82222	82626		plus	H-NS family nucleoid-associated regulatory protein			protein-coding			WP_100675361.1	H-NS family nucleoid-associated regulatory protein	134	CWM64_RS00395
NZ_PIBM01000001.1	82752	83132		minus	hypothetical protein			protein-coding			WP_100675362.1	hypothetical protein	126	CWM64_RS00400
NZ_PIBM01000001.1	83184	83474		minus	hypothetical protein			protein-coding			WP_000164588.1	hypothetical protein	96	CWM64_RS00405
NZ_PIBM01000001.1	83553	83864		minus	hypothetical protein			protein-coding			WP_001030749.1	hypothetical protein	103	CWM64_RS00410
NZ_PIBM01000001.1	83878	84207		minus	hypothetical protein			protein-coding			WP_001588070.1	hypothetical protein	109	CWM64_RS00415
NZ_PIBM01000001.1	84223	84441		minus	AlpA family transcriptional regulator			protein-coding			WP_002911792.1	AlpA family transcriptional regulator	72	CWM64_RS00420
NZ_PIBM01000001.1	84588	85451		minus	DUF6387 family protein			protein-coding			WP_032443437.1	DUF6387 family protein	287	CWM64_RS00425
NZ_PIBM01000001.1	86156	86458		minus	XRE family transcriptional regulator			protein-coding			WP_061153979.1	XRE family transcriptional regulator	100	CWM64_RS00430
NZ_PIBM01000001.1	86463	86816		minus	type II toxin-antitoxin system RelE/ParE family toxin			protein-coding			WP_074385362.1	type II toxin-antitoxin system RelE/ParE family toxin	117	CWM64_RS00435
NZ_PIBM01000001.1	87669	89123		minus	AMP nucleosidase			protein-coding			WP_061153980.1	AMP nucleosidase	484	CWM64_RS00445
NZ_PIBM01000001.1	89253	89498		minus	signal transduction protein PmrD	pmrD		protein-coding			WP_100675364.1	signal transduction protein PmrD	81	CWM64_RS00450
NZ_PIBM01000001.1	89769	91391		plus	alpha/beta hydrolase			protein-coding			WP_100675365.1	alpha/beta hydrolase	540	CWM64_RS00455
NZ_PIBM01000001.1	91302	92234		minus	nucleoside recognition domain-containing protein			protein-coding			WP_012967638.1	nucleoside recognition domain-containing protein	310	CWM64_RS00460
NZ_PIBM01000001.1	92353	93330		minus	MDR family oxidoreductase			protein-coding			WP_100630769.1	MDR family oxidoreductase	325	CWM64_RS00465
NZ_PIBM01000001.1	93251	94031		minus	uncharacterized gene			pseudogene						CWM64_RS00470
NZ_PIBM01000001.1	94594	96228		plus	Na+/H+ antiporter			protein-coding			WP_100675366.1	Na+/H+ antiporter	544	CWM64_RS00475
NZ_PIBM01000001.1	96645	97601		plus	serine O-acetyltransferase EpsC	epsC		protein-coding			WP_012967641.1	serine O-acetyltransferase EpsC	318	CWM64_RS00480
NZ_PIBM01000001.1	97666	98571		plus	cysteine synthase family protein			protein-coding			WP_100675765.1	cysteine synthase family protein	301	CWM64_RS00485
NZ_PIBM01000001.1	98564	98992		plus	M67 family metallopeptidase			protein-coding			WP_100630767.1	M67 family metallopeptidase	142	CWM64_RS00490
NZ_PIBM01000001.1	99052	99342		plus	MoaD/ThiS family protein			protein-coding			WP_008804180.1	MoaD/ThiS family protein	96	CWM64_RS00495
NZ_PIBM01000001.1	99339	100514		plus	molybdopterin-synthase adenylyltransferase MoeB	moeB		protein-coding			WP_100675367.1	molybdopterin-synthase adenylyltransferase MoeB	391	CWM64_RS00500
NZ_PIBM01000001.1	100552	101496		plus	family 2A encapsulin nanocompartment shell protein			protein-coding			WP_074385369.1	family 2A encapsulin nanocompartment shell protein	314	CWM64_RS00505
NZ_PIBM01000001.1	101483	102973		plus	cysteine desulfurase			protein-coding			WP_100630765.1	cysteine desulfurase	496	CWM64_RS00510
NZ_PIBM01000001.1	103047	103122		minus	tRNA-Asn			tRNA						CWM64_RS00515
NZ_PIBM01000001.1	103453	104370		plus	nitrogen assimilation transcriptional regulator NAC	nac		protein-coding			WP_002911729.1	nitrogen assimilation transcriptional regulator NAC	305	CWM64_RS00520
NZ_PIBM01000001.1	104477	105427		plus	HTH-type transcriptional regulator Cbl	cbl		protein-coding			WP_004180456.1	HTH-type transcriptional regulator Cbl	316	CWM64_RS00525
NZ_PIBM01000001.1	105506	106447		plus	L,D-transpeptidase	ldtA		protein-coding			WP_061153989.1	L,D-transpeptidase	313	CWM64_RS00530
NZ_PIBM01000001.1	106646	106882		minus	hypothetical protein			protein-coding			WP_008804185.1	hypothetical protein	78	CWM64_RS00535
NZ_PIBM01000001.1	107191	108111		minus	LysR family transcriptional regulator			protein-coding			WP_100675368.1	LysR family transcriptional regulator	306	CWM64_RS00540
NZ_PIBM01000001.1	108253	108642		plus	RidA family protein			protein-coding			WP_074385372.1	RidA family protein	129	CWM64_RS00545
NZ_PIBM01000001.1	108769	109728		plus	zinc-binding alcohol dehydrogenase family protein			protein-coding			WP_100675369.1	zinc-binding alcohol dehydrogenase family protein	319	CWM64_RS00550
NZ_PIBM01000001.1	110126	111022		plus	ABC transporter substrate-binding protein			protein-coding			WP_008804189.1	ABC transporter substrate-binding protein	298	CWM64_RS00555
NZ_PIBM01000001.1	111019	111957		plus	amino acid ABC transporter permease			protein-coding			WP_008804190.1	amino acid ABC transporter permease	312	CWM64_RS00560
NZ_PIBM01000001.1	111950	112711		plus	amino acid ABC transporter ATP-binding protein			protein-coding			WP_008804191.1	amino acid ABC transporter ATP-binding protein	253	CWM64_RS00565
NZ_PIBM01000001.1	112706	114049		minus	MmgE/PrpD family protein			protein-coding			WP_100675370.1	MmgE/PrpD family protein	447	CWM64_RS00570
NZ_PIBM01000001.1	114217	115401		minus	amidohydrolase			protein-coding			WP_100630761.1	amidohydrolase	394	CWM64_RS00575
NZ_PIBM01000001.1	115402	115938		minus	GNAT family N-acetyltransferase			protein-coding			WP_074385377.1	GNAT family N-acetyltransferase	178	CWM64_RS00580
NZ_PIBM01000001.1	115935	117317		minus	adenylosuccinate lyase	purB		protein-coding			WP_100675371.1	adenylosuccinate lyase	460	CWM64_RS00585
NZ_PIBM01000001.1	117683	118768		plus	iron-containing alcohol dehydrogenase family protein			protein-coding			WP_100675372.1	iron-containing alcohol dehydrogenase family protein	361	CWM64_RS00590
NZ_PIBM01000001.1	118773	120104		plus	LLM class flavin-dependent oxidoreductase			protein-coding			WP_074385379.1	LLM class flavin-dependent oxidoreductase	443	CWM64_RS00595
NZ_PIBM01000001.1	120126	121337		plus	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			protein-coding			WP_100675373.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	403	CWM64_RS00600
NZ_PIBM01000001.1	121580	121655		minus	tRNA-Asn			tRNA						CWM64_RS00605
NZ_PIBM01000001.1	121756	122556		minus	DgsA anti-repressor MtfA	mtfA		protein-coding			WP_162677286.1	DgsA anti-repressor MtfA	266	CWM64_RS00610
NZ_PIBM01000001.1	122647	122736		plus	tRNA-Ser			tRNA						CWM64_RS00615
NZ_PIBM01000001.1	123011	124156		minus	porin OmpC	ompC		protein-coding			WP_100675374.1	porin OmpC	381	CWM64_RS00620
NZ_PIBM01000001.1	124696	124977		plus	cell division protein DrpB	drpB		protein-coding			WP_061154030.1	cell division protein DrpB	93	CWM64_RS00625
NZ_PIBM01000001.1	125020	125727		plus	phosphohydrolase			protein-coding			WP_100675375.1	phosphohydrolase	235	CWM64_RS00630
NZ_PIBM01000001.1	125804	127204		plus	DNA cytosine methyltransferase			protein-coding			WP_165784175.1	DNA cytosine methyltransferase	466	CWM64_RS00635
NZ_PIBM01000001.1	127185	127679		plus	very short patch repair endonuclease			protein-coding			WP_044649871.1	very short patch repair endonuclease	164	CWM64_RS00640
NZ_PIBM01000001.1	127654	128565		minus	drug/metabolite exporter YedA	yedA		protein-coding			WP_061154034.1	drug/metabolite exporter YedA	303	CWM64_RS00645
NZ_PIBM01000001.1	128748	129659		plus	DUF808 domain-containing protein			protein-coding			WP_074385427.1	DUF808 domain-containing protein	303	CWM64_RS00650
NZ_PIBM01000001.1	129775	131454		plus	cellulose biosynthesis regulator diguanylate cyclase DgcQ	dgcQ		protein-coding			WP_074386162.1	cellulose biosynthesis regulator diguanylate cyclase DgcQ	559	CWM64_RS00655
NZ_PIBM01000001.1	131754	131975		minus	YodD family protein			protein-coding			WP_165784174.1	YodD family protein	73	CWM64_RS00660
NZ_PIBM01000001.1	132109	132300		plus	protein DsrB	dsrB		protein-coding			WP_061154037.1	protein DsrB	63	CWM64_RS00665
NZ_PIBM01000001.1	132333	132956		minus	transcriptional regulator RcsA	rcsA		protein-coding			WP_074385429.1	transcriptional regulator RcsA	207	CWM64_RS00670
NZ_PIBM01000001.1	133329	133763		plus	lipoprotein YedD	yedD		protein-coding			WP_165784168.1	lipoprotein YedD	144	CWM64_RS00675
NZ_PIBM01000001.1	133809	135296		minus	alpha-amylase	amyA		protein-coding			WP_074385431.1	alpha-amylase	495	CWM64_RS00680
NZ_PIBM01000001.1	135497	136297		plus	cystine ABC transporter substrate-binding protein	tcyJ		protein-coding			WP_061154041.1	cystine ABC transporter substrate-binding protein	266	CWM64_RS00685
NZ_PIBM01000001.1	136393	137379		plus	D-cysteine desulfhydrase	dcyD		protein-coding			WP_061154042.1	D-cysteine desulfhydrase	328	CWM64_RS00690
NZ_PIBM01000001.1	137395	138063		plus	cystine ABC transporter permease	tcyL		protein-coding			WP_008804215.1	cystine ABC transporter permease	222	CWM64_RS00695
NZ_PIBM01000001.1	138060	138812		plus	L-cystine ABC transporter ATP-binding protein TcyN	tcyN		protein-coding			WP_100675376.1	L-cystine ABC transporter ATP-binding protein TcyN	250	CWM64_RS00700
NZ_PIBM01000001.1	139132	139854		plus	transcriptional regulator SdiA	sdiA		protein-coding			WP_074385434.1	transcriptional regulator SdiA	240	CWM64_RS00705
NZ_PIBM01000001.1	139922	140146		minus	DUF2594 family protein			protein-coding			WP_061154045.1	DUF2594 family protein	74	CWM64_RS00710
NZ_PIBM01000001.1	140608	141264		plus	UvrY/SirA/GacA family response regulator transcription factor	uvrY		protein-coding			WP_002911539.1	UvrY/SirA/GacA family response regulator transcription factor	218	CWM64_RS00715
NZ_PIBM01000001.1	141261	143093		plus	excinuclease ABC subunit UvrC	uvrC		protein-coding			WP_074385435.1	excinuclease ABC subunit UvrC	610	CWM64_RS00720
NZ_PIBM01000001.1	143151	143699		plus	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		protein-coding			WP_008804219.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	182	CWM64_RS00725
NZ_PIBM01000001.1	143850	143925		plus	tRNA-Gly			tRNA						CWM64_RS00730
NZ_PIBM01000001.1	143966	144039		plus	tRNA-Cys			tRNA						CWM64_RS00735
NZ_PIBM01000001.1	144053	144139		plus	tRNA-Leu			tRNA						CWM64_RS00740
NZ_PIBM01000001.1	144362	145243		plus	dihydrodipicolinate synthase family protein			protein-coding			WP_100675377.1	dihydrodipicolinate synthase family protein	293	CWM64_RS00745
NZ_PIBM01000001.1	145334	146002		plus	YecA family protein			protein-coding			WP_100675378.1	YecA family protein	222	CWM64_RS00750
NZ_PIBM01000001.1	146029	147240		minus	tyrosine transporter TyrP	tyrP		protein-coding			WP_074385438.1	tyrosine transporter TyrP	403	CWM64_RS00755
NZ_PIBM01000001.1	147431	147670		plus	YecH family metal-binding protein			protein-coding			WP_061154075.1	YecH family metal-binding protein	79	CWM64_RS00760
NZ_PIBM01000001.1	147707	148204		minus	non-heme ferritin	ftnA		protein-coding			WP_008804225.1	non-heme ferritin	165	CWM64_RS00765
NZ_PIBM01000001.1	148261	148371		minus	uncharacterized gene			pseudogene						CWM64_RS28160
NZ_PIBM01000001.1	148615	149253		plus	RpiB/LacA/LacB family sugar-phosphate isomerase			protein-coding			WP_061154076.1	RpiB/LacA/LacB family sugar-phosphate isomerase	212	CWM64_RS00775
NZ_PIBM01000001.1	149291	150712		minus	MFS transporter			protein-coding			WP_100675379.1	MFS transporter	473	CWM64_RS00780
NZ_PIBM01000001.1	150863	151114		plus	DUF2766 family protein			protein-coding			WP_002911524.1	DUF2766 family protein	83	CWM64_RS00785
NZ_PIBM01000001.1	151152	152663		minus	MFS transporter			protein-coding			WP_165784173.1	MFS transporter	503	CWM64_RS00790
NZ_PIBM01000001.1	152957	153466		minus	non-heme ferritin-like protein			protein-coding			WP_100630736.1	non-heme ferritin-like protein	169	CWM64_RS00795
NZ_PIBM01000001.1	154357	155337		plus	arabinose ABC transporter substrate-binding protein			protein-coding			WP_002911518.1	arabinose ABC transporter substrate-binding protein	326	CWM64_RS00800
NZ_PIBM01000001.1	155398	156912		plus	L-arabinose ABC transporter ATP-binding protein AraG	araG		protein-coding			WP_100675380.1	L-arabinose ABC transporter ATP-binding protein AraG	504	CWM64_RS00805
NZ_PIBM01000001.1	156927	157907		plus	L-arabinose ABC transporter permease AraH	araH		protein-coding			WP_004203438.1	L-arabinose ABC transporter permease AraH	326	CWM64_RS00810
NZ_PIBM01000001.1	158069	158857		plus	trehalose-phosphatase	otsB		protein-coding			WP_061154081.1	trehalose-phosphatase	262	CWM64_RS00815
NZ_PIBM01000001.1	158832	160256		plus	alpha,alpha-trehalose-phosphate synthase	otsA		protein-coding			WP_074385444.1	alpha,alpha-trehalose-phosphate synthase	474	CWM64_RS00820
NZ_PIBM01000001.1	160280	160708		minus	universal stress protein UspC	uspC		protein-coding			WP_008804235.1	universal stress protein UspC	142	CWM64_RS00825
NZ_PIBM01000001.1	161061	162644		plus	MFS transporter			protein-coding			WP_061154083.1	MFS transporter	527	CWM64_RS00830
NZ_PIBM01000001.1	162649	163788		plus	glycoside hydrolase family 105 protein			protein-coding			WP_061154084.1	glycoside hydrolase family 105 protein	379	CWM64_RS00835
NZ_PIBM01000001.1	163850	165583		minus	arginine--tRNA ligase	argS		protein-coding			WP_061154085.1	arginine--tRNA ligase	577	CWM64_RS00840
NZ_PIBM01000001.1	165819	166388		plus	VOC family protein			protein-coding			WP_008804239.1	VOC family protein	189	CWM64_RS00845
NZ_PIBM01000001.1	166465	167208		plus	copper homeostasis protein CutC	cutC		protein-coding			WP_074385445.1	copper homeostasis protein CutC	247	CWM64_RS00850
NZ_PIBM01000001.1	167290	168294		minus	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	cmoB		protein-coding			WP_100630731.1	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	334	CWM64_RS00855
NZ_PIBM01000001.1	168291	169034		minus	carboxy-S-adenosyl-L-methionine synthase CmoA	cmoA		protein-coding			WP_061154088.1	carboxy-S-adenosyl-L-methionine synthase CmoA	247	CWM64_RS00860
NZ_PIBM01000001.1	169074	169469		minus	MAPEG family protein			protein-coding			WP_008804243.1	MAPEG family protein	131	CWM64_RS00865
NZ_PIBM01000001.1	169522	170340		minus	DUF72 domain-containing protein			protein-coding			WP_100675381.1	DUF72 domain-containing protein	272	CWM64_RS00870
NZ_PIBM01000001.1	170337	170903		minus	hydrolase			protein-coding			WP_100630728.1	hydrolase	188	CWM64_RS00875
NZ_PIBM01000001.1	171171	172958		plus	aspartate--tRNA ligase	aspS		protein-coding			WP_061154091.1	aspartate--tRNA ligase	595	CWM64_RS00880
NZ_PIBM01000001.1	172960	173403		plus	dihydroneopterin triphosphate diphosphatase	nudB		protein-coding			WP_002911477.1	dihydroneopterin triphosphate diphosphatase	147	CWM64_RS00885
NZ_PIBM01000001.1	173431	174171		plus	YebC/PmpR family DNA-binding transcriptional regulator			protein-coding			WP_061154093.1	YebC/PmpR family DNA-binding transcriptional regulator	246	CWM64_RS00890
