Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NC_007795.1	28799	29587		plus	hypothetical protein		3919194	protein-coding			YP_498629.1	hypothetical protein	262	SAOUHSC_00023
NC_007795.1	29977	30777		plus	hypothetical protein		3919195	protein-coding			YP_498630.1	hypothetical protein	266	SAOUHSC_00024
NC_007795.1	31005	33323		plus	hypothetical protein		3919293	protein-coding			YP_498631.1	hypothetical protein	772	SAOUHSC_00025
NC_007795.1	33555	34034		minus	hypothetical protein		3919294	protein-coding			YP_498632.1	hypothetical protein	159	SAOUHSC_00026
NC_007795.1	33691	34170		plus	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH		3919295	protein-coding			YP_498633.1	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	159	SAOUHSC_00027
NC_007795.1	34375	34509		minus	hypothetical protein		3919296	protein-coding			YP_498634.1	hypothetical protein	44	SAOUHSC_00028
NC_007795.1	34473	34565		plus	hypothetical protein		3919297	protein-coding			YP_498635.1	hypothetical protein	30	SAOUHSC_00029
NC_007795.1	34712	36457		plus	hypothetical protein		3919298	protein-coding			YP_498636.1	hypothetical protein	581	SAOUHSC_00030
NC_007795.1	36551	37003		minus	hypothetical protein		3919299	protein-coding			YP_498637.1	hypothetical protein	150	SAOUHSC_00031
NC_007795.1	37019	37120		minus	hypothetical protein		3919300	protein-coding			YP_498638.1	hypothetical protein	33	SAOUHSC_00032
NC_007795.1	37218	37973		minus	hypothetical protein		3919301	protein-coding			YP_498639.1	hypothetical protein	251	SAOUHSC_00033
NC_007795.1	37973	38233		minus	hypothetical protein		3919302	protein-coding			YP_498640.1	hypothetical protein	86	SAOUHSC_00034
NC_007795.1	38370	39437		plus	hypothetical protein		3919303	protein-coding			YP_498641.1	hypothetical protein	355	SAOUHSC_00035
NC_007795.1	39468	40802		plus	hypothetical protein		3919304	protein-coding			YP_498642.1	hypothetical protein	444	SAOUHSC_00036
NC_007795.1	40821	42014		plus	hypothetical protein		3919305	protein-coding			YP_498643.1	hypothetical protein	397	SAOUHSC_00037
NC_007795.1	42281	42382		minus	hypothetical protein		3919306	protein-coding			YP_498644.1	hypothetical protein	33	SAOUHSC_00038
NC_007795.1	42681	43613		minus	hypothetical protein		3919307	protein-coding			YP_498645.1	hypothetical protein	310	SAOUHSC_00039
NC_007795.1	43976	44179		plus	hypothetical protein		3919308	protein-coding			YP_498646.1	hypothetical protein	67	SAOUHSC_00040
NC_007795.1	44228	44524		plus	hypothetical protein		3919309	protein-coding			YP_498647.1	hypothetical protein	98	SAOUHSC_00041
NC_007795.1	44596	45816		minus	hypothetical protein		3919310	protein-coding			YP_498648.1	hypothetical protein	406	SAOUHSC_00042
NC_007795.1	45809	46360		minus	hypothetical protein		3919311	protein-coding			YP_498649.1	hypothetical protein	183	SAOUHSC_00043
NC_007795.1	46473	47333		plus	hypothetical protein		3919077	protein-coding			YP_498650.1	hypothetical protein	286	SAOUHSC_00044
NC_007795.1	47689	48222		minus	hypothetical protein		3919078	protein-coding			YP_498651.1	hypothetical protein	177	SAOUHSC_00045
NC_007795.1	48313	49056		plus	hypothetical protein		3919079	protein-coding			YP_498652.1	hypothetical protein	247	SAOUHSC_00046
NC_007795.1	49490	50092		plus	hypothetical protein		3919080	protein-coding			YP_498653.1	hypothetical protein	200	SAOUHSC_00047
NC_007795.1	50359	53511		plus	hypothetical protein		3919081	protein-coding			YP_498654.1	hypothetical protein	1050	SAOUHSC_00049
NC_007795.1	53568	54050		plus	hypothetical protein		3919082	protein-coding			YP_498655.1	hypothetical protein	160	SAOUHSC_00050
NC_007795.1	54255	55241		plus	1-phosphatidylinositol phosphodiesterase		3919083	protein-coding			YP_498656.1	1-phosphatidylinositol phosphodiesterase	328	SAOUHSC_00051
NC_007795.1	55462	56232		plus	hypothetical protein		3919084	protein-coding			YP_498657.1	hypothetical protein	256	SAOUHSC_00052
NC_007795.1	56284	57054		plus	hypothetical protein		3919085	protein-coding			YP_498658.1	hypothetical protein	256	SAOUHSC_00053
NC_007795.1	57118	57888		plus	hypothetical protein		3919086	protein-coding			YP_498659.1	hypothetical protein	256	SAOUHSC_00054
NC_007795.1	57955	58722		plus	hypothetical protein		3919087	protein-coding			YP_498660.1	hypothetical protein	255	SAOUHSC_00055
NC_007795.1	58855	61053		plus	hypothetical protein		3919088	protein-coding			YP_498661.1	hypothetical protein	732	SAOUHSC_00056
NC_007795.1	61204	62382		plus	hypothetical protein		3919089	protein-coding			YP_498662.1	hypothetical protein	392	SAOUHSC_00057
NC_007795.1	62384	63772		plus	hypothetical protein		3919090	protein-coding			YP_498663.1	hypothetical protein	462	SAOUHSC_00058
NC_007795.1	64265	65926		minus	hypothetical protein		3919091	protein-coding			YP_498664.1	hypothetical protein	553	SAOUHSC_00060
NC_007795.1	66252	68027		minus	myosin-cross-reactive antigen		3919092	protein-coding			YP_498665.1	myosin-cross-reactive antigen	591	SAOUHSC_00061
NC_007795.1	68201	69073		minus	hypothetical protein		3919093	protein-coding			YP_498666.1	hypothetical protein	290	SAOUHSC_00062
NC_007795.1	69186	70583		plus	hypothetical protein		3919094	protein-coding			YP_498667.1	hypothetical protein	465	SAOUHSC_00064
NC_007795.1	70773	71246		plus	hypothetical protein		3919095	protein-coding			YP_498668.1	hypothetical protein	157	SAOUHSC_00065
NC_007795.1	71508	73100		plus	L-lactate permease		3919096	protein-coding			YP_498669.1	L-lactate permease	530	SAOUHSC_00067
NC_007795.1	73429	74979		minus	protein A		3919448	protein-coding			YP_498670.1	protein A	516	SAOUHSC_00069
NC_007795.1	75400	76152		minus	accessory regulator-like protein		3919449	protein-coding			YP_498671.1	accessory regulator-like protein	250	SAOUHSC_00070
NC_007795.1	76521	77435		minus	lipoprotein SirC		3919450	protein-coding			YP_498672.1	lipoprotein SirC	304	SAOUHSC_00071
NC_007795.1	77516	78511		minus	lipoprotein SirB		3919451	protein-coding			YP_498673.1	lipoprotein SirB	331	SAOUHSC_00072
NC_007795.1	78527	79519		minus	periplasmic binding protein		3919452	protein-coding			YP_498674.1	periplasmic binding protein	330	SAOUHSC_00074
NC_007795.1	79885	80730		plus	2,3-diaminopropionate biosynthesis protein SbnA		3919453	protein-coding			YP_498675.1	2,3-diaminopropionate biosynthesis protein SbnA	281	SAOUHSC_00075
NC_007795.1	80727	81737		plus	2,3-diaminopropionate biosynthesis protein SbnB		3919454	protein-coding			YP_498676.1	2,3-diaminopropionate biosynthesis protein SbnB	336	SAOUHSC_00076
NC_007795.1	81758	83512		plus	hypothetical protein		3919455	protein-coding			YP_498677.1	hypothetical protein	584	SAOUHSC_00077
NC_007795.1	83505	84761		plus	hypothetical protein		3919456	protein-coding			YP_498678.1	hypothetical protein	418	SAOUHSC_00078
NC_007795.1	84751	86487		plus	hypothetical protein		3919457	protein-coding			YP_498679.1	hypothetical protein	578	SAOUHSC_00079
NC_007795.1	86396	88246		plus	hypothetical protein		3919458	protein-coding			YP_498680.1	hypothetical protein	616	SAOUHSC_00080
NC_007795.1	88221	88997		plus	hypothetical protein		3919459	protein-coding			YP_498681.1	hypothetical protein	258	SAOUHSC_00081
NC_007795.1	88997	90199		plus	hypothetical protein		3919460	protein-coding			YP_498682.1	hypothetical protein	400	SAOUHSC_00082
NC_007795.1	90203	90967		plus	hypothetical protein		3919461	protein-coding			YP_498683.1	hypothetical protein	254	SAOUHSC_00083
NC_007795.1	91163	91570		plus	hypothetical protein		3919462	protein-coding			YP_498685.1	hypothetical protein	135	SAOUHSC_00084
NC_007795.1	91620	92246		plus	hypothetical protein		3919463	protein-coding			YP_498686.1	hypothetical protein	208	SAOUHSC_00085
NC_007795.1	92458	93234		plus	acetoin reductase		3919464	protein-coding			YP_498687.1	acetoin reductase	258	SAOUHSC_00086
NC_007795.1	93378	93500		plus	hypothetical protein		3919465	protein-coding			YP_498688.1	hypothetical protein	40	SAOUHSC_00087
NC_007795.1	93570	94550		plus	hypothetical protein		3919466	protein-coding			YP_498689.1	hypothetical protein	326	SAOUHSC_00088
NC_007795.1	94513	95205		plus	hypothetical protein		3919800	protein-coding			YP_498690.1	hypothetical protein	230	SAOUHSC_00089
NC_007795.1	95415	96581		plus	hypothetical protein		3919801	protein-coding			YP_498691.1	hypothetical protein	388	SAOUHSC_00090
NC_007795.1	96562	97800		plus	hypothetical protein		3919802	protein-coding			YP_498692.1	hypothetical protein	412	SAOUHSC_00091
NC_007795.1	97790	99220		plus	hypothetical protein		3919803	protein-coding			YP_498693.1	hypothetical protein	476	SAOUHSC_00092
NC_007795.1	99488	100087		plus	superoxide dismutase		3919804	protein-coding			YP_498694.1	superoxide dismutase	199	SAOUHSC_00093
NC_007795.1	100455	101054		plus	hypothetical protein		3919805	protein-coding			YP_498695.1	hypothetical protein	199	SAOUHSC_00094
NC_007795.1	101370	102125		minus	GntR family transcriptional regulator		3919806	protein-coding			YP_498696.1	GntR family transcriptional regulator	251	SAOUHSC_00096
NC_007795.1	102361	103068		plus	purine nucleoside phosphorylase		3919807	protein-coding			YP_498698.1	purine nucleoside phosphorylase	235	SAOUHSC_00097
NC_007795.1	103075	104427		plus	hypothetical protein		3919808	protein-coding			YP_498699.1	hypothetical protein	450	SAOUHSC_00099
NC_007795.1	104508	105170		plus	2-deoxyribose-5-phosphate aldolase		3919809	protein-coding			YP_498700.1	2-deoxyribose-5-phosphate aldolase	220	SAOUHSC_00100
NC_007795.1	105198	106376		plus	phosphopentomutase		3919810	protein-coding			YP_498701.1	phosphopentomutase	392	SAOUHSC_00101
NC_007795.1	106507	107322		minus	phosphonates ABC transporter permease		3919811	protein-coding			YP_498702.1	phosphonates ABC transporter permease	271	SAOUHSC_00102
NC_007795.1	107319	108119		minus	phosphonates ABC transporter permease		3919812	protein-coding			YP_498703.1	phosphonates ABC transporter permease	266	SAOUHSC_00103
NC_007795.1	108121	108894		minus	amino acid ABC transporter ATP-binding protein		3919813	protein-coding			YP_498704.1	amino acid ABC transporter ATP-binding protein	257	SAOUHSC_00104
NC_007795.1	109108	110064		minus	phosphonate ABC transporter substrate-binding protein		3919814	protein-coding			YP_498705.1	phosphonate ABC transporter substrate-binding protein	318	SAOUHSC_00105
NC_007795.1	110293	111837		plus	hypothetical protein		3919815	protein-coding			YP_498706.1	hypothetical protein	514	SAOUHSC_00106
NC_007795.1	111888	113423		plus	hypothetical protein		3919816	protein-coding			YP_498707.1	hypothetical protein	511	SAOUHSC_00107
NC_007795.1	113507	113710		plus	hypothetical protein		3919817	protein-coding			YP_498708.1	hypothetical protein	67	SAOUHSC_00108
NC_007795.1	114083	114568		plus	replication initiation protein		3919818	protein-coding			YP_498709.1	replication initiation protein	161	SAOUHSC_00109
NC_007795.1	114927	115214		plus	hypothetical protein		3919820	protein-coding			YP_498711.1	hypothetical protein	95	SAOUHSC_00111
NC_007795.1	115796	116088		plus	uncharacterized gene		3919821	pseudogene						SAOUHSC_00112
NC_007795.1	116538	119147		plus	bifunctional acetaldehyde-CoA/alcohol dehydrogenase		3919822	protein-coding			YP_498713.1	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	869	SAOUHSC_00113
NC_007795.1	119492	120160		plus	capsular polysaccharide biosynthesis protein		3919823	protein-coding			YP_498714.1	capsular polysaccharide biosynthesis protein	222	SAOUHSC_00114
NC_007795.1	120176	120862		plus	capsular polysaccharide biosynthesis protein Cap5B		3919824	protein-coding			YP_498715.1	capsular polysaccharide biosynthesis protein Cap5B	228	SAOUHSC_00115
NC_007795.1	120865	121629		plus	capsular polysaccharide biosynthesis protein Cap8C		3919825	protein-coding			YP_498716.1	capsular polysaccharide biosynthesis protein Cap8C	254	SAOUHSC_00116
NC_007795.1	121649	123472		plus	capsular polysaccharide biosynthesis protein Cap5D		3919826	protein-coding			YP_498717.1	capsular polysaccharide biosynthesis protein Cap5D	607	SAOUHSC_00117
NC_007795.1	123462	124490		plus	capsular polysaccharide biosynthesis protein Cap5E		3919827	protein-coding			YP_498718.1	capsular polysaccharide biosynthesis protein Cap5E	342	SAOUHSC_00118
NC_007795.1	124503	125612		plus	capsular polysaccharide biosynthesis protein Cap8F		3919828	protein-coding			YP_498719.1	capsular polysaccharide biosynthesis protein Cap8F	369	SAOUHSC_00119
NC_007795.1	125616	126740		plus	UDP-N-acetylglucosamine 2-epimerase		3919829	protein-coding			YP_498720.1	UDP-N-acetylglucosamine 2-epimerase	374	SAOUHSC_00120
NC_007795.1	126743	127369		plus	capsular polysaccharide biosynthesis protein O-acetyl transferase Cap5H		3919830	protein-coding			YP_498721.1	capsular polysaccharide biosynthesis protein O-acetyl transferase Cap5H	208	SAOUHSC_00121
NC_007795.1	127374	128483		plus	capsular polysaccharide biosynthesis protein Cap5I		3919831	protein-coding			YP_498722.1	capsular polysaccharide biosynthesis protein Cap5I	369	SAOUHSC_00122
NC_007795.1	128497	129663		plus	capsular polysaccharide biosynthesis protein Cap5J		3919832	protein-coding			YP_498723.1	capsular polysaccharide biosynthesis protein Cap5J	388	SAOUHSC_00123
NC_007795.1	129656	130861		plus	capsular polysaccharide biosynthesis protein Cap5K		3919833	protein-coding			YP_498724.1	capsular polysaccharide biosynthesis protein Cap5K	401	SAOUHSC_00124
NC_007795.1	130862	132067		plus	cap5L protein/glycosyltransferase		3919834	protein-coding			YP_498725.1	cap5L protein/glycosyltransferase	401	SAOUHSC_00125
NC_007795.1	132078	132635		plus	capsular polysaccharide biosynthesis protein Cap8M		3919835	protein-coding			YP_498726.1	capsular polysaccharide biosynthesis protein Cap8M	185	SAOUHSC_00126
NC_007795.1	132635	133522		plus	cap5N protein/UDP-glucose 4-epimerase		3919836	protein-coding			YP_498727.1	cap5N protein/UDP-glucose 4-epimerase	295	SAOUHSC_00127
NC_007795.1	133576	134838		plus	cap5O protein/UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase		3919837	protein-coding			YP_498728.1	cap5O protein/UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	420	SAOUHSC_00128
NC_007795.1	134915	136060		plus	UDP-N-acetylglucosamine 2-epimerase		3919838	protein-coding			YP_498729.1	UDP-N-acetylglucosamine 2-epimerase	381	SAOUHSC_00129
NC_007795.1	136125	136451		minus	heme-degrading monooxygenase IsdI		3919839	protein-coding			YP_498730.1	heme-degrading monooxygenase IsdI	108	SAOUHSC_00130
NC_007795.1	136458	136841		minus	hypothetical protein		3919840	protein-coding			YP_498731.1	hypothetical protein	127	SAOUHSC_00131
NC_007795.1	137268	138755		plus	aldehyde dehydrogenase		3919841	protein-coding			YP_498732.1	aldehyde dehydrogenase	495	SAOUHSC_00132
NC_007795.1	139401	140360		plus	hypothetical protein		3919842	protein-coding			YP_498733.1	hypothetical protein	319	SAOUHSC_00133
NC_007795.1	140422	140625		minus	hypothetical protein		3919843	protein-coding			YP_498734.1	hypothetical protein	67	SAOUHSC_00134
NC_007795.1	140804	141316		plus	hypothetical protein		3919844	protein-coding			YP_498735.1	hypothetical protein	170	SAOUHSC_00135
NC_007795.1	141658	142398		plus	hypothetical protein		3919845	protein-coding			YP_498736.1	hypothetical protein	246	SAOUHSC_00136
NC_007795.1	142412	143386		plus	hypothetical protein		3919846	protein-coding			YP_498737.1	hypothetical protein	324	SAOUHSC_00137
NC_007795.1	143383	144144		plus	hypothetical protein		3919847	protein-coding			YP_498738.1	hypothetical protein	253	SAOUHSC_00138
NC_007795.1	144157	145188		plus	hypothetical protein		3919848	protein-coding			YP_498739.1	hypothetical protein	343	SAOUHSC_00139
NC_007795.1	145405	145764		plus	hypothetical protein		3919849	protein-coding			YP_498740.1	hypothetical protein	119	SAOUHSC_00141
NC_007795.1	145937	146962		plus	formate dehydrogenase		3919850	protein-coding			YP_498741.1	formate dehydrogenase	341	SAOUHSC_00142
NC_007795.1	147348	148598		plus	hypothetical protein		3919851	protein-coding			YP_498742.1	hypothetical protein	416	SAOUHSC_00143
NC_007795.1	149045	156220		plus	hypothetical protein		3919852	protein-coding			YP_498743.1	hypothetical protein	2391	SAOUHSC_00144
NC_007795.1	156233	156877		plus	hypothetical protein		3919853	protein-coding			YP_498744.1	hypothetical protein	214	SAOUHSC_00145
NC_007795.1	157205	157684		minus	hypothetical protein		3919854	protein-coding			YP_498745.1	hypothetical protein	159	SAOUHSC_00146
NC_007795.1	157954	158718		minus	acetylglutamate kinase		3919855	protein-coding			YP_498746.1	acetylglutamate kinase	254	SAOUHSC_00147
NC_007795.1	158734	159975		minus	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase	argJ	3919856	protein-coding			YP_498747.1	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase	413	SAOUHSC_00148
NC_007795.1	159987	161018		minus	N-acetyl-gamma-glutamyl-phosphate reductase	argC	3919857	protein-coding			YP_498748.1	N-acetyl-gamma-glutamyl-phosphate reductase	343	SAOUHSC_00149
NC_007795.1	161057	162241		minus	ornithine aminotransferase		3919858	protein-coding			YP_498749.1	ornithine aminotransferase	394	SAOUHSC_00150
NC_007795.1	162494	163849		minus	branched-chain amino acid transport system II carrier protein		3919859	protein-coding			YP_498750.1	branched-chain amino acid transport system II carrier protein	451	SAOUHSC_00151
NC_007795.1	164125	164622		minus	hypothetical protein		3919860	protein-coding			YP_498751.1	hypothetical protein	165	SAOUHSC_00152
NC_007795.1	164749	166389		minus	indolepyruvate decarboxylase		3919861	protein-coding			YP_498752.1	indolepyruvate decarboxylase	546	SAOUHSC_00153
NC_007795.1	166583	166684		plus	hypothetical protein		3919862	protein-coding			YP_498753.1	hypothetical protein	33	SAOUHSC_00154
NC_007795.1	166663	168660		minus	PTS system glucose-specific protein		3919863	protein-coding			YP_498754.1	PTS system glucose-specific protein	665	SAOUHSC_00155
NC_007795.1	169309	170349		plus	hypothetical protein		3919864	protein-coding			YP_498755.1	hypothetical protein	346	SAOUHSC_00156
NC_007795.1	170349	171245		plus	N-acetylmuramic acid-6-phosphate etherase	murQ	3919865	protein-coding			YP_498756.1	N-acetylmuramic acid-6-phosphate etherase	298	SAOUHSC_00157
NC_007795.1	171257	172711		plus	PTS system transporter		3919866	protein-coding			YP_498757.1	PTS system transporter	484	SAOUHSC_00158
NC_007795.1	172714	173589		plus	hypothetical protein		3919867	protein-coding			YP_498758.1	hypothetical protein	291	SAOUHSC_00160
NC_007795.1	173783	174064		minus	hypothetical protein		3919868	protein-coding			YP_498759.1	hypothetical protein	93	SAOUHSC_00161
NC_007795.1	174277	177066		plus	HsdR family type I site-specific deoxyribonuclease		3919869	protein-coding			YP_498760.1	HsdR family type I site-specific deoxyribonuclease	929	SAOUHSC_00162
NC_007795.1	177271	178113		plus	hypothetical protein		3919870	protein-coding			YP_498761.1	hypothetical protein	280	SAOUHSC_00163
NC_007795.1	178115	179038		plus	hypothetical protein		3919871	protein-coding			YP_498762.1	hypothetical protein	307	SAOUHSC_00164
NC_007795.1	179025	180137		plus	hypothetical protein		3919872	protein-coding			YP_498763.1	hypothetical protein	370	SAOUHSC_00166
NC_007795.1	180402	181994		minus	peptide ABC transporter ATP-binding protein		3919873	protein-coding			YP_498764.1	peptide ABC transporter ATP-binding protein	530	SAOUHSC_00167
NC_007795.1	181951	183429		plus	hypothetical protein		3919874	protein-coding			YP_498765.1	hypothetical protein	492	SAOUHSC_00168
NC_007795.1	183435	184598		plus	peptide ABC transporter permease		3919875	protein-coding			YP_498766.1	peptide ABC transporter permease	387	SAOUHSC_00169
NC_007795.1	184615	186390		plus	RGD-containing lipoprotein		3919876	protein-coding			YP_498767.1	RGD-containing lipoprotein	591	SAOUHSC_00170
NC_007795.1	186428	188434		plus	gamma-glutamyltranspeptidase		3919877	protein-coding			YP_498768.1	gamma-glutamyltranspeptidase	668	SAOUHSC_00171
NC_007795.1	188732	189505		minus	hypothetical protein		3919486	protein-coding			YP_498769.1	hypothetical protein	257	SAOUHSC_00172
NC_007795.1	189695	190321		minus	azoreductase		3919487	protein-coding			YP_498770.1	azoreductase	208	SAOUHSC_00173
NC_007795.1	190530	191108		plus	M23/M37 peptidase domain-containing protein		3919488	protein-coding			YP_498771.1	M23/M37 peptidase domain-containing protein	192	SAOUHSC_00174
NC_007795.1	191491	192588		plus	multiple sugar-binding transport ATP-binding protein		3919489	protein-coding			YP_498772.1	multiple sugar-binding transport ATP-binding protein	365	SAOUHSC_00175
NC_007795.1	192601	193872		plus	extracellular solute-binding protein		3919490	protein-coding			YP_498773.1	extracellular solute-binding protein	423	SAOUHSC_00176
NC_007795.1	193875	195143		plus	maltose ABC transporter permease		3919491	protein-coding			YP_498774.1	maltose ABC transporter permease	422	SAOUHSC_00177
NC_007795.1	195145	195984		plus	maltose ABC transporter permease		3919492	protein-coding			YP_498775.1	maltose ABC transporter permease	279	SAOUHSC_00178
NC_007795.1	196058	197134		plus	hypothetical protein		3919493	protein-coding			YP_498776.1	hypothetical protein	358	SAOUHSC_00179
NC_007795.1	197159	198199		plus	hypothetical protein		3919494	protein-coding			YP_498777.1	hypothetical protein	346	SAOUHSC_00180
NC_007795.1	198254	199222		plus	hypothetical protein		3919495	protein-coding			YP_498778.1	hypothetical protein	322	SAOUHSC_00181
NC_007795.1	199583	200155		minus	hypothetical protein		3919496	protein-coding			YP_498779.1	hypothetical protein	190	SAOUHSC_00182
NC_007795.1	200310	201689		plus	sugar phosphate antiporter	uhpT	3919497	protein-coding			YP_498780.1	sugar phosphate antiporter	459	SAOUHSC_00183
NC_007795.1	202048	202806		minus	response regulator receiver domain-containing protein		3919498	protein-coding			YP_498781.1	response regulator receiver domain-containing protein	252	SAOUHSC_00184
NC_007795.1	202799	204355		minus	hypothetical protein		3919499	protein-coding			YP_498782.1	hypothetical protein	518	SAOUHSC_00185
NC_007795.1	204352	205320		minus	lipoprotein		3919500	protein-coding			YP_498783.1	lipoprotein	322	SAOUHSC_00186
NC_007795.1	205908	208157		plus	formate acetyltransferase		3919501	protein-coding			YP_498784.1	formate acetyltransferase	749	SAOUHSC_00187
NC_007795.1	208180	208935		plus	pyruvate formate-lyase 1 activating enzyme		3919502	protein-coding			YP_498785.1	pyruvate formate-lyase 1 activating enzyme	251	SAOUHSC_00188
NC_007795.1	208925	209233		plus	uncharacterized gene		3919503	pseudogene						SAOUHSC_00189
NC_007795.1	209271	211034		plus	hypothetical protein		3919504	protein-coding			YP_498787.1	hypothetical protein	587	SAOUHSC_00190
NC_007795.1	211198	211542		minus	hypothetical protein		3919505	protein-coding			YP_498788.1	hypothetical protein	114	SAOUHSC_00191
NC_007795.1	211732	213642		plus	staphylocoagulase		3920348	protein-coding			YP_498789.1	staphylocoagulase	636	SAOUHSC_00192
NC_007795.1	213824	213931		minus	hypothetical protein		3920349	protein-coding			YP_498790.1	hypothetical protein	35	SAOUHSC_00193
NC_007795.1	214246	215430		minus	acetyl-CoA acetyltransferase		3920351	protein-coding			YP_498792.1	acetyl-CoA acetyltransferase	394	SAOUHSC_00195
NC_007795.1	215460	217721		minus	hypothetical protein		3920352	protein-coding			YP_498793.1	hypothetical protein	753	SAOUHSC_00196
NC_007795.1	217907	219118		minus	hypothetical protein		3920353	protein-coding			YP_498794.1	hypothetical protein	403	SAOUHSC_00197
NC_007795.1	219230	220735		minus	hypothetical protein		3920354	protein-coding			YP_498795.1	hypothetical protein	501	SAOUHSC_00198
NC_007795.1	220761	222338		minus	acyl CoA:acetate/3-ketoacid CoA transferase		3920355	protein-coding			YP_498796.1	acyl CoA:acetate/3-ketoacid CoA transferase	525	SAOUHSC_00199
NC_007795.1	222779	223921		plus	hypothetical protein		3920356	protein-coding			YP_498797.1	hypothetical protein	380	SAOUHSC_00200
NC_007795.1	224235	225647		minus	hypothetical protein		3920357	protein-coding			YP_498798.1	hypothetical protein	470	SAOUHSC_00201
NC_007795.1	225908	226264		minus	hypothetical protein		3920358	protein-coding			YP_498799.1	hypothetical protein	118	SAOUHSC_00202
NC_007795.1	226421	226594		minus	hypothetical protein		3920359	protein-coding			YP_498800.1	hypothetical protein	57	SAOUHSC_00203
NC_007795.1	226620	227765		minus	globin domain-containing protein		3920360	protein-coding			YP_498801.1	globin domain-containing protein	381	SAOUHSC_00204
NC_007795.1	227920	228027		plus	hypothetical protein		3920361	protein-coding			YP_498802.1	hypothetical protein	35	SAOUHSC_00205
NC_007795.1	228482	229291		plus	L-lactate dehydrogenase		3920362	protein-coding			YP_498803.1	L-lactate dehydrogenase	269	SAOUHSC_00206
NC_007795.1	229502	229645		plus	hypothetical protein		3920363	protein-coding			YP_498804.1	hypothetical protein	47	SAOUHSC_00208
NC_007795.1	229611	231140		minus	PTS system glucose-specific transporter subunit IIBC		3920364	protein-coding			YP_498805.1	PTS system glucose-specific transporter subunit IIBC	509	SAOUHSC_00209
